,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3.1,PPA,CrsPA,PrgP,TotDist.1,PrgDist.1,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
516,Gabriel Magalhães,CB,2023-2024,25,Brazil,Arsenal,Premier League,36,3044,33.8,34,2,2,1447,6001,3455,13,37,1,12,3.0,1702,8.0,1914,2157,88.7,3,143,9,1,117.0,32123,10388.0,841,885,95.0,942,1013,93.0,108,199,54.3,4.0,0,4,4.0,0,0,0.0,48,28,24.0,22,2,17,22,77.3,5,44,33.0,11,31.0,79,100,1.0,77,62,55.4
517,Soungoutou Magassa,CB,2023-2024,19,France,Monaco,Ligue 1,21,1346,15.0,15,6,10,898,4464,1934,7,13,1,23,8.0,806,13.0,871,998,87.3,2,86,2,1,92.0,16582,5928.0,300,331,90.6,470,511,92.0,87,129,67.4,0.0,0,0,0.0,0,0,0.0,56,26,22.0,32,2,26,48,54.2,22,21,4.0,17,21.0,77,36,2.0,24,17,58.5
518,Matej Maglica,CB,2023-2024,24,Croatia,Darmstadt 98,Bundesliga,26,1698,18.9,21,5,1,626,2954,1542,11,11,1,8,6.0,739,5.0,759,999,76.0,9,60,5,0,62.0,15428,5811.0,237,265,89.4,409,475,86.1,105,224,46.9,1.0,0,1,1.0,0,0,0.0,35,21,25.0,10,0,22,36,61.1,14,29,11.0,18,22.0,57,92,5.0,51,24,68.0
519,Giangiacomo Magnani,CB,2023-2024,27,Italy,Hellas Verona,Serie A,33,2444,27.2,27,6,2,660,3337,1725,15,13,3,16,3.0,673,10.0,785,994,79.0,6,76,2,1,79.0,17901,6086.0,187,223,83.9,454,513,88.5,138,233,59.2,0.0,0,0,0.0,0,0,0.0,33,18,23.0,10,0,15,25,60.0,10,50,28.0,22,45.0,78,118,0.0,45,37,54.9
520,Harry Maguire,CB,2023-2024,30,England,Manchester Utd,Premier League,22,1653,18.4,18,4,3,702,4638,2771,20,13,2,9,2.0,782,2.0,917,1103,83.1,6,78,6,0,73.0,16999,6419.0,382,423,90.3,412,472,87.3,102,176,58.0,2.0,2,4,2.0,0,0,0.0,24,17,14.0,10,0,12,22,54.5,10,33,24.0,9,25.0,49,83,1.0,69,19,78.4
521,Patrick Mainka,CB,2023-2024,28,Germany,Heidenheim,Bundesliga,34,3060,34.0,34,0,0,1049,6518,3805,33,15,0,13,5.0,1098,6.0,1289,1555,82.9,3,77,2,0,122.0,25821,10674.0,384,448,85.7,742,831,89.3,151,231,65.4,2.0,0,2,2.0,0,0,0.0,85,49,58.0,24,3,38,74,51.4,36,66,32.0,34,49.0,134,158,1.0,119,84,58.6
522,Ainsley Maitland-Niles,RWB,2023-2024,25,England,Lyon,Ligue 1,23,1432,15.9,16,7,6,645,3539,1645,26,25,6,15,11.0,580,82.0,663,796,83.3,18,45,17,3,76.0,10343,3289.0,350,387,90.4,241,285,84.6,44,71,62.0,1.0,4,5,0.0,1,1,0.0,34,18,12.0,14,8,19,37,51.4,18,16,6.0,10,17.0,51,29,1.0,18,21,46.2
523,Jordy Makengo,LB,2023-2024,21,France,Freiburg,Bundesliga,20,1026,11.4,10,10,7,341,1998,975,27,20,3,14,5.0,384,34.0,449,545,82.4,5,36,5,4,52.0,7494,2108.0,200,227,88.1,219,244,89.8,24,51,47.1,0.0,0,0,0.0,0,0,0.0,17,11,11.0,5,1,6,10,60.0,4,16,4.0,12,11.0,28,37,0.0,17,15,53.1
524,Julián Malatini,CB,2023-2024,22,Argentina,Werder Bremen,Bundesliga,11,602,6.7,6,5,6,254,1271,578,9,4,0,11,3.0,270,7.0,295,364,81.0,4,29,3,2,27.0,5104,1552.0,135,151,89.4,137,156,87.8,20,42,47.6,1.0,0,1,1.0,0,0,0.0,18,13,12.0,3,3,16,24,66.7,8,8,1.0,7,13.0,31,26,0.0,9,10,47.4
525,Wilson Manafá,RB,2023-2024,29,Portugal,Granada,La Liga,4,240,2.7,3,1,14,87,481,241,5,3,0,5,2.0,84,6.0,104,135,77.0,1,2,3,1,4.0,1756,547.0,52,57,91.2,41,52,78.8,9,18,50.0,0.0,0,0,0.0,0,0,0.0,6,4,3.0,2,1,4,7,57.1,3,1,0.0,1,1.0,7,4,1.0,2,2,50.0
526,Gianluca Mancini,CB,2023-2024,27,Italy,Roma,Serie A,36,2869,31.9,34,2,1,34,20,21,11,2,11,27,40.7,16,38.0,26,12,36.0,70,77,1,1397,6722.0,4373,38.0,43,0,4.0,10,1677,13.0,42,33,56.0,4.0,1,5,4.0,0,0,0.0,1744,2011,86.7,10,141,19,4,139.0,31178,10905,723.0,759,95.3,872,961,90.7,135,261,51.7
527,Reinildo Mandava,CB,2023-2024,29,Mozambique,Atlético Madrid,La Liga,16,731,8.1,7,9,8,30,22,16,11,3,19,22,86.4,3,10.0,2,8,15.0,45,21,0,229,1056.0,563,10.0,15,1,12.0,1,269,17.0,12,10,54.5,2.0,1,3,2.0,0,0,0.0,353,414,85.3,5,21,3,1,36.0,5330,2062,190.0,210,90.5,140,157,89.2,15,29,51.7
528,Aïssa Mandi,CB,2023-2024,31,Algeria,Villarreal,La Liga,16,1113,12.4,12,4,16,13,8,8,5,0,7,14,50.0,7,10.0,7,3,8.0,21,41,0,450,2516.0,1489,6.0,6,0,2.0,2,579,4.0,12,11,52.2,1.0,0,1,1.0,0,0,0.0,671,734,91.4,2,57,4,0,55.0,13380,5393,235.0,257,91.4,343,355,96.6,88,108,81.5
529,Kostas Manolas,CB,2023-2024,32,Greece,Salernitana,Serie A,8,488,5.4,6,2,3,9,5,6,3,0,6,8,75.0,2,10.0,7,3,2.0,11,20,0,212,1028.0,470,0.0,2,0,1.0,1,246,2.0,20,8,71.4,0.0,0,0,0.0,0,0,0.0,276,303,91.1,1,7,3,1,10.0,5479,1918,73.0,78,93.6,176,182,96.7,22,35,62.9
530,Javier Manquillo,LB,2023-2024,29,Spain,Celta Vigo,La Liga,12,744,8.3,10,2,4,15,11,6,5,4,8,15,53.3,7,14.0,3,11,3.0,18,17,0,256,977.0,459,5.0,6,2,16.0,4,294,16.0,13,10,56.5,0.0,1,1,0.0,0,0,0.0,357,436,81.9,1,22,4,0,25.0,5551,2183,179.0,198,90.4,160,193,82.9,11,26,42.3
531,Faitout Maouassa,LB,2023-2024,25,France,Granada,La Liga,9,305,3.4,3,6,17,9,6,7,1,1,5,6,83.3,1,7.0,0,7,1.0,10,6,0,79,481.0,252,10.0,5,4,6.0,5,83,17.0,5,2,71.4,0.0,1,1,0.0,0,0,0.0,78,126,61.9,7,4,2,2,6.0,1239,538,39.0,56,69.6,30,36,83.3,6,25,24.0
532,Marcão,CB,2023-2024,27,Brazil,Sevilla,La Liga,7,355,3.9,3,4,13,9,6,5,4,0,6,10,60.0,4,8.0,6,2,4.0,13,11,1,129,783.0,542,3.0,5,0,3.0,0,165,0.0,5,3,62.5,0.0,0,0,0.0,0,0,0.0,176,199,88.4,1,17,0,0,12.0,3272,1364,65.0,67,97.0,96,105,91.4,14,20,70.0
533,Riccardo Marchizza,LB,2023-2024,25,Italy,Frosinone,Serie A,13,1148,12.8,13,0,7,7,6,4,3,0,3,13,23.1,10,10.0,2,8,7.0,14,33,0,306,1138.0,561,6.0,3,1,9.0,1,372,39.0,9,12,42.9,0.0,4,4,0.0,0,0,0.0,423,558,75.8,11,28,7,5,36.0,7144,3382,187.0,216,86.6,197,238,82.8,31,72,43.1
534,Gian Marco Ferrari,CB,2023-2024,31,Italy,Sassuolo,Serie A,31,2272,25.2,25,6,6,22,10,11,11,0,12,18,66.7,6,28.0,17,11,25.0,47,76,0,881,4954.0,3171,32.0,16,0,14.0,1,976,7.0,39,38,50.6,1.0,0,1,1.0,0,0,0.0,1073,1300,82.5,9,131,13,3,148.0,22039,9027,300.0,334,89.8,610,683,89.3,143,249,57.4
535,Óscar de Marcos,RB,2023-2024,34,Spain,Athletic Club,La Liga,28,2258,25.1,26,2,4,56,39,26,24,6,42,71,59.2,29,28.0,6,22,15.0,71,44,0,871,3548.0,2012,51.0,40,6,15.0,6,1027,125.0,13,16,44.8,1.0,5,6,1.0,0,0,0.0,1243,1566,79.4,21,131,37,26,143.0,20379,7935,634.0,708,89.5,477,593,80.4,103,183,56.3
536,Pablo Marí,CB,2023-2024,29,Spain,Monza,Serie A,34,2615,29.1,30,4,0,41,25,34,7,0,22,34,64.7,12,40.0,25,15,37.0,78,115,1,1224,5474.0,2795,2.0,8,0,8.0,3,1420,1.0,41,20,67.2,0.0,0,0,0.0,0,0,0.0,1581,1737,91.0,4,92,3,1,62.0,33221,11252,421.0,451,93.3,919,957,96.0,231,310,74.5
537,José María Giménez,CB,2023-2024,28,Uruguay,Atlético Madrid,La Liga,22,1326,14.7,14,8,2,18,10,10,7,1,5,16,31.3,11,16.0,12,4,10.0,28,95,0,419,1871.0,901,2.0,0,0,2.0,0,511,1.0,31,18,63.3,0.0,0,0,0.0,0,0,0.0,562,653,86.1,2,27,0,0,26.0,11718,4822,169.0,188,89.9,308,333,92.5,80,116,69.0
538,Rafa Marín,CB,2023-2024,21,Spain,Alavés,La Liga,33,2443,27.1,27,6,3,32,20,23,9,0,14,27,51.9,13,34.0,21,13,33.0,65,129,2,628,3485.0,2110,13.0,5,0,11.0,4,696,6.0,56,43,56.6,0.0,0,0,0.0,0,0,0.0,846,1025,82.5,5,71,2,0,77.0,17631,7334,259.0,291,89.0,454,506,89.7,127,211,60.2
539,Guillermo Maripán,CB,2023-2024,29,Chile,Monaco,Ligue 1,23,1767,19.6,21,2,3,22,8,15,6,1,10,27,37.0,17,26.0,13,13,30.0,52,106,4,882,4137.0,1648,4.0,1,1,9.0,1,812,5.0,47,38,55.3,1.0,0,1,1.0,0,0,0.0,934,1054,88.6,4,51,1,0,59.0,18953,6908,232.0,262,88.5,582,622,93.6,105,143,73.4
540,Mika Màrmol,CB,2023-2024,21,Spain,Las Palmas,La Liga,36,3178,35.3,36,0,1,70,42,44,24,2,35,53,66.0,18,39.0,19,20,44.0,114,147,2,1673,7990.0,5096,36.0,26,1,16.0,10,1987,13.0,31,34,47.7,0.0,1,1,0.0,0,0,0.0,2282,2586,88.2,5,147,5,2,142.0,35639,14409,1170.0,1235,94.7,969,1048,92.5,96,218,44.0
541,Marquinhos,CB,2023-2024,29,Brazil,Paris S-G,Ligue 1,21,1537,17.1,18,3,3,19,11,10,7,2,11,17,64.7,6,29.0,19,10,17.0,36,58,1,1657,9112.0,5224,18.0,25,0,8.0,2,1589,3.0,24,22,52.2,0.0,1,1,0.0,0,0,0.0,1706,1807,94.4,9,165,5,0,114.0,31879,9264,556.0,573,97.0,981,1008,97.3,141,190,74.2
542,Aarón Martín,LB,2023-2024,26,Spain,Genoa,Serie A,22,1376,15.3,17,5,10,21,10,7,10,4,9,22,40.9,13,12.0,4,8,9.0,30,15,0,367,1839.0,972,28.0,21,3,12.0,4,432,72.0,8,11,42.1,0.0,1,1,0.0,0,0,0.0,431,619,69.6,26,26,16,11,35.0,7748,2727,195.0,216,90.3,169,227,74.4,54,128,42.2
543,Jon Martin,CB,2023-2024,17,Spain,Real Sociedad,La Liga,1,24,0.3,0,1,8,0,0,0,0,0,0,0,,0,0.0,0,0,0.0,0,3,0,1,2.0,1,0.0,0,0,0.0,0,4,0.0,1,0,100.0,0.0,0,0,0.0,0,0,0.0,5,7,71.4,0,0,0,0,0.0,125,44,1.0,2,50.0,3,3,100.0,1,2,50.0
544,Arnau Martinez,RB,2023-2024,20,Spain,Girona,La Liga,21,1241,13.8,14,7,15,25,16,17,6,2,15,32,46.9,17,15.0,5,10,10.0,35,41,3,541,2924.0,1608,29.0,14,1,16.0,9,655,16.0,10,13,43.5,0.0,2,2,0.0,0,0,0.0,751,834,90.0,11,62,9,4,68.0,11819,3256,362.0,384,94.3,342,366,93.4,27,49,55.1
545,Iñigo Martínez,CB,2023-2024,32,Spain,Barcelona,La Liga,20,1296,14.4,13,7,7,10,7,9,1,0,6,8,75.0,2,13.0,10,3,11.0,21,50,0,833,4930.0,3438,33.0,22,1,3.0,0,935,5.0,33,27,55.0,0.0,0,0,0.0,0,0,0.0,1001,1132,88.4,1,99,5,1,97.0,18676,6217,403.0,432,93.3,464,496,93.5,118,173,68.2
546,Lisandro Martínez,CB,2023-2024,25,Argentina,Manchester Utd,Premier League,11,646,7.2,8,3,0,12,8,8,4,0,5,12,41.7,7,10.0,8,2,5.0,17,26,0,338,1775.0,1062,8.0,3,0,1.0,3,351,1.0,4,5,44.4,0.0,1,1,0.0,0,0,0.0,411,446,92.2,3,29,1,0,28.0,6870,2103,186.0,192,96.9,192,202,95.0,26,41,63.4
547,Lucas Martínez Quarta,CB,2023-2024,27,Argentina,Fiorentina,Serie A,29,2291,25.5,26,3,5,75,47,43,28,4,36,54,66.7,18,38.0,14,24,30.0,105,69,4,1184,6590.0,3542,23.0,20,3,21.0,7,1294,16.0,49,55,47.1,5.0,1,6,5.0,0,0,0.0,1362,1668,81.7,15,160,18,2,177.0,27951,11563,461.0,490,94.1,695,779,89.2,194,349,55.6
548,Adam Marušić,RB,2023-2024,30,Montenegro,Lazio,Serie A,37,3100,34.4,37,0,0,45,31,24,19,2,27,49,55.1,22,27.0,7,20,29.0,74,63,2,979,4378.0,2368,35.0,31,3,24.0,5,1334,108.0,32,33,49.2,1.0,0,1,1.0,0,0,0.0,1560,1880,83.0,10,110,24,11,118.0,24140,9157,843.0,935,90.2,582,704,82.7,89,159,56.0
549,Adam Masina,CB,2023-2024,29,Morocco,Torino,Serie A,20,1088,12.1,11,9,10,21,12,10,10,1,7,24,29.2,17,14.0,7,7,13.0,34,35,0,452,1853.0,838,3.0,4,0,6.0,7,524,9.0,26,15,63.4,0.0,0,0,0.0,0,0,0.0,579,682,84.9,3,35,4,0,43.0,10014,4186,248.0,274,90.5,283,326,86.8,39,65,60.0
550,Erhan Mašović,CB,2023-2024,24,Serbia,Bochum,Bundesliga,29,2219,24.7,24,5,3,64,40,37,22,5,37,70,52.9,33,32.0,10,22,25.0,89,75,2,402,2105.0,967,15.0,11,0,15.0,6,459,10.0,35,53,39.8,0.0,0,0,0.0,0,0,0.0,570,732,77.9,4,43,5,0,47.0,10260,3003,219.0,269,81.4,279,314,88.9,51,109,46.8
551,Clinton Mata,RB,2023-2024,30,Angola,Lyon,Ligue 1,28,2220,24.7,25,3,3,43,24,29,8,6,23,40,57.5,17,35.0,16,19,40.0,83,61,0,1226,6631.0,2926,32.0,27,2,29.0,19,1115,60.0,27,27,50.0,0.0,3,3,0.0,0,0,0.0,1286,1514,84.9,14,80,18,12,97.0,20444,7341,635.0,699,90.8,526,574,91.6,76,164,46.3
552,Joël Matip,CB,2023-2024,31,Cameroon,Liverpool,Premier League,10,781,8.7,9,1,4,12,6,7,4,1,8,12,66.7,4,16.0,12,4,9.0,21,43,0,421,2195.0,1406,8.0,13,0,3.0,4,451,1.0,28,10,73.7,0.0,0,0,0.0,0,0,0.0,494,564,87.6,2,27,2,0,34.0,8687,3066,198.0,216,91.7,257,287,89.5,33,47,70.2
553,Chrislain Matsima,CB,2023-2024,21,France,Monaco,Ligue 1,20,1478,16.4,16,4,13,27,18,16,10,1,12,25,48.0,13,18.0,11,7,17.0,44,78,1,750,4452.0,2514,18.0,11,1,9.0,5,684,6.0,33,21,61.1,1.0,1,2,1.0,0,0,0.0,784,886,88.5,3,73,1,0,76.0,13594,5527,313.0,346,90.5,407,436,93.3,42,73,57.5
554,Alan Matturro,CB,2023-2024,18,Uruguay,Genoa,Serie A,6,106,1.2,1,5,15,1,1,1,0,0,1,1,100.0,0,6.0,3,3,2.0,3,4,0,13,41.0,7,0.0,0,0,3.0,0,15,1.0,3,2,60.0,0.0,0,0,0.0,0,0,0.0,16,25,64.0,0,3,0,0,4.0,260,134,7.0,8,87.5,7,8,87.5,1,6,16.7
555,Konstantinos Mavropanos,CB,2023-2024,25,Greece,West Ham,Premier League,19,1500,16.7,16,3,10,28,16,17,9,2,17,21,81.0,4,21.0,13,8,23.0,51,79,3,393,2338.0,1349,10.0,1,1,7.0,0,419,2.0,44,23,65.7,1.0,0,1,1.0,0,0,0.0,482,635,75.9,3,29,1,0,38.0,9625,3911,155.0,179,86.6,266,303,87.8,53,131,40.5
556,Christian Mawissa,CB,2023-2024,18,France,Toulouse,Ligue 1,17,1118,12.4,12,5,8,22,15,14,4,4,9,23,39.1,14,22.0,11,11,22.0,44,41,1,528,2966.0,1628,26.0,25,4,14.0,5,471,11.0,19,27,41.3,2.0,0,2,2.0,0,0,0.0,511,617,82.8,3,28,4,1,39.0,8500,2791,234.0,261,89.7,243,280,86.8,27,59,45.8
557,Philipp Max,LB,2023-2024,29,Germany,Eint Frankfurt,Bundesliga,23,1350,15.0,17,6,11,26,17,6,18,2,19,26,73.1,7,18.0,1,17,7.0,33,18,2,523,2613.0,1344,25.0,15,2,11.0,3,634,56.0,12,16,42.9,1.0,2,3,1.0,0,0,0.0,742,898,82.6,20,54,15,9,63.0,11783,4002,386.0,415,93.0,299,358,83.5,45,91,49.5
558,Noussair Mazraoui,RB,2023-2024,25,Morocco,Bayern Munich,Bundesliga,19,1197,13.3,15,4,2,32,21,14,11,7,13,21,61.9,8,14.0,1,13,20.0,52,27,1,639,2894.0,1600,34.0,23,7,13.0,6,781,79.0,19,21,47.5,0.0,3,3,0.0,0,0,0.0,865,980,88.3,15,92,17,3,103.0,12528,4216,514.0,550,93.5,309,341,90.6,27,40,67.5
559,Pasquale Mazzocchi,RB,2023-2024,28,Italy,Napoli,Serie A,28,1700,18.9,20,8,9,30,21,15,12,3,18,32,56.3,14,19.0,7,12,6.0,36,44,0,574,3700.0,1917,50.0,42,7,36.0,16,653,84.0,18,33,35.3,0.0,2,2,0.0,0,0,0.0,685,911,75.2,17,48,22,13,60.0,10242,4171,412.0,465,88.6,223,310,71.9,35,92,38.0
560,Joakim Mæhle,RB,2023-2024,26,Denmark,Wolfsburg,Bundesliga,30,2452,27.2,27,3,1,62,39,33,18,11,41,64,64.1,23,43.0,5,38,29.0,91,65,0,963,5547.0,3021,84.0,60,12,35.0,15,1051,137.0,22,24,47.8,2.0,3,5,2.0,0,0,0.0,1263,1555,81.2,22,86,27,8,119.0,19313,7037,694.0,760,91.3,473,573,82.5,60,121,49.6
561,Kevin Mbabu,RB,2023-2024,28,Switzerland,Augsburg,Bundesliga,25,2047,22.7,22,3,4,51,39,25,18,8,23,40,57.5,17,29.0,9,20,24.0,75,48,0,626,4024.0,1885,70.0,48,8,41.0,25,654,106.0,26,15,63.4,0.0,2,2,0.0,0,0,0.0,644,1020,63.1,20,64,30,20,84.0,11482,5396,288.0,365,78.9,274,419,65.4,69,167,41.3
562,Mamadou Mbaye,CB,2023-2024,25,Senegal,Cádiz,La Liga,4,288,3.2,2,2,27,6,3,3,3,0,2,5,40.0,3,10.0,7,3,5.0,11,26,0,35,170.0,83,0.0,0,0,2.0,0,43,0.0,9,5,64.3,0.0,0,0,0.0,0,0,0.0,47,84,56.0,0,3,0,0,4.0,996,518,15.0,21,71.4,20,29,69.0,10,28,35.7
563,Chancel Mbemba,CB,2023-2024,28,DR Congo,Marseille,Ligue 1,25,2207,24.5,25,0,1,33,21,25,7,1,17,30,56.7,13,21.0,13,8,13.0,46,95,1,1221,6994.0,4035,16.0,29,2,17.0,5,1148,10.0,40,32,55.6,2.0,2,4,2.0,0,0,0.0,1222,1398,87.4,7,124,11,3,131.0,24175,8626,372.0,410,90.7,701,770,91.0,130,188,69.1
564,Scott McKenna,CB,2023-2024,26,Scotland,Nott'ham Forest,Premier League,5,416,4.6,5,0,1,4,0,3,1,0,2,3,66.7,1,6.0,4,2,5.0,9,27,0,102,365.0,177,1.0,0,0,3.0,0,107,0.0,20,3,87.0,0.0,0,0,0.0,0,0,0.0,137,186,73.7,3,10,3,0,10.0,2769,1280,38.0,48,79.2,82,109,75.2,17,28,60.7
565,Facundo Medina,CB,2023-2024,24,Argentina,Lens,Ligue 1,31,2714,30.2,30,1,0,64,38,25,31,8,44,69,63.8,25,38.0,13,25,24.0,88,59,2,1846,11169.0,6030,51.0,53,4,30.0,15,1661,20.0,37,22,62.7,1.0,3,4,1.0,0,0,0.0,1823,2112,86.3,25,205,31,7,219.0,32296,11954,738.0,813,90.8,885,958,92.4,149,256,58.2
566,Ben Mee,Cb,2023-2024,33,England,Brentford,Premier League,16,1272,14.1,15,1,2,26,15,12,12,2,17,22,77.3,5,21.0,13,8,13.0,39,63,1,388,1958.0,1150,11.0,4,1,9.0,7,447,9.0,35,32,52.2,2.0,0,2,2.0,0,0,0.0,511,667,76.6,6,45,4,2,49.0,9030,3658,218.0,249,87.6,235,285,82.5,49,103,47.6
567,Bamo Meïté,CB,2023-2024,21,Ivory Coast,Marseille,Ligue 1,18,784,8.7,8,10,10,18,11,15,3,0,8,13,61.5,5,14.0,7,7,14.0,32,44,0,489,2757.0,1387,11.0,14,1,7.0,5,456,5.0,23,11,67.6,0.0,0,0,0.0,0,0,0.0,510,563,90.6,1,28,2,0,30.0,8216,2686,239.0,254,94.1,228,243,93.8,27,43,62.8
568,Birger Meling,LB,2023-2024,28,Norway,Rennes,Ligue 1,1,16,0.2,0,1,0,1,1,1,0,0,1,1,100.0,0,1.0,0,1,0.0,1,0,0,4,10.0,4,0.0,0,0,0.0,0,5,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0.0,7,7,100.0,0,0,0,0,0.0,98,22,5.0,5,100.0,2,2,100.0,0,0,
569,Houboulang Mendes,RB,2023-2024,25,Guinea-Bissau,Almería,La Liga,7,396,4.4,4,3,6,16,13,11,5,0,8,16,50.0,8,4.0,2,2,1.0,17,17,1,83,389.0,175,5.0,4,0,8.0,4,89,6.0,7,5,58.3,0.0,0,0,0.0,0,0,0.0,129,177,72.9,1,12,1,1,9.0,2191,1089,62.0,69,89.9,54,75,72.0,10,22,45.5
570,Nuno Mendes,LB,2023-2024,21,Portugal,Paris S-G,Ligue 1,6,267,3.0,2,4,0,5,5,4,1,0,4,7,57.1,3,4.0,0,4,4.0,9,2,0,187,995.0,530,12.0,11,2,2.0,3,174,25.0,6,2,75.0,1.0,1,2,1.0,0,0,0.0,183,222,82.4,3,11,2,1,21.0,3087,712,79.0,92,85.9,87,100,87.0,14,19,73.7
571,Bruno Méndez,RB,2023-2024,23,Uruguay,Granada,La Liga,17,1333,14.8,15,2,1,36,17,19,12,5,21,37,56.8,16,24.0,6,18,26.0,62,45,0,351,1434.0,767,8.0,4,0,9.0,4,394,14.0,20,17,54.1,2.0,0,2,2.0,0,0,0.0,452,636,71.1,4,45,5,2,47.0,8562,3375,164.0,195,84.1,220,283,77.7,55,120,45.8
572,Antoine Mendy,CB,2023-2024,19,France,Nice,Ligue 1,10,418,4.6,4,6,12,7,5,4,3,0,3,7,42.9,4,4.0,1,3,8.0,15,16,0,209,1092.0,505,3.0,3,0,1.0,0,192,6.0,7,12,36.8,0.0,0,0,0.0,0,0,0.0,211,244,86.5,2,15,2,2,12.0,4086,1001,69.0,77,89.6,116,129,89.9,21,31,67.7
573,Benjamin Mendy,LB,2023-2024,29,France,Lorient,Ligue 1,15,711,7.9,7,8,0,3,1,2,1,0,1,5,20.0,4,8.0,2,6,7.0,10,20,0,347,1999.0,937,26.0,28,1,12.0,5,338,85.0,4,7,36.4,2.0,1,3,2.0,0,0,0.0,318,468,67.9,16,26,18,13,34.0,5341,2047,156.0,190,82.1,122,170,71.8,29,84,34.5
574,Ferland Mendy,LB,2023-2024,28,France,Real Madrid,La Liga,23,1720,19.1,21,2,5,15,10,12,2,1,11,14,78.6,3,12.0,2,10,13.0,28,26,1,858,3474.0,1505,19.0,21,3,20.0,14,1026,96.0,6,5,54.5,0.0,0,0,0.0,0,0,0.0,1201,1275,94.2,11,63,10,1,84.0,16396,4875,759.0,781,97.2,356,383,93.0,41,50,82.0
575,Formose Mendy,CB,2023-2024,22,Senegal,Lorient,Ligue 1,18,1256,14.0,13,5,8,33,19,24,8,1,20,33,60.6,13,23.0,12,11,20.0,53,59,1,568,3364.0,1569,14.0,9,1,14.0,8,493,13.0,43,15,74.1,0.0,0,0,0.0,0,0,0.0,587,739,79.4,2,56,4,1,61.0,11323,4269,233.0,286,81.5,264,299,88.3,74,119,62.2
576,Teden Mengi,CB,2023-2024,21,England,Luton Town,Premier League,30,2469,27.4,28,2,3,54,22,33,20,1,19,30,63.3,11,39.0,27,12,57.0,111,140,1,596,3222.0,1660,15.0,8,2,22.0,5,616,1.0,60,43,58.3,1.0,0,1,1.0,0,0,0.0,728,938,77.6,6,62,5,0,54.0,14286,5525,256.0,296,86.5,378,431,87.7,82,177,46.3
577,Chris Mepham,CB,2023-2024,25,Wales,Bournemouth,Premier League,10,617,6.9,6,4,14,12,11,9,3,0,9,14,64.3,5,13.0,6,7,7.0,19,30,1,235,1304.0,736,4.0,4,0,2.0,2,242,1.0,29,20,59.2,0.0,1,1,0.0,0,0,0.0,296,359,82.5,3,34,4,0,25.0,5965,1994,96.0,115,83.5,163,184,88.6,35,55,63.6
578,Jorge Meré,CB,2023-2024,26,Spain,Cádiz,La Liga,10,673,7.5,8,2,16,8,7,6,2,0,4,7,57.1,3,5.0,3,2,8.0,16,33,0,115,423.0,237,2.0,2,0,0.0,1,137,0.0,8,11,42.1,0.0,0,0,0.0,0,0,0.0,166,233,71.2,0,15,1,0,15.0,3605,1173,45.0,54,83.3,92,106,86.8,28,66,42.4
579,Quentin Merlin,LB,2023-2024,21,France,Marseille,Ligue 1,26,1986,22.1,23,3,2,42,32,22,17,3,24,45,53.3,21,26.0,1,25,24.0,66,36,0,1008,5769.0,2583,49.0,44,9,24.0,12,914,118.0,9,20,31.0,0.0,2,2,0.0,0,0,0.0,975,1306,74.7,30,120,37,14,144.0,18639,7483,366.0,436,83.9,461,578,79.8,127,235,54.0
580,Thomas Meunier,RB,2023-2024,31,Belgium,Dortmund,Bundesliga,8,586,6.5,7,1,2,5,1,3,2,0,3,13,23.1,10,8.0,2,6,4.0,9,22,0,304,1781.0,923,21.0,13,2,6.0,4,356,25.0,7,6,53.8,0.0,0,0,0.0,0,0,0.0,399,495,80.6,4,25,2,0,33.0,6833,2757,187.0,211,88.6,176,216,81.5,31,52,59.6
581,Bastien Meupiyou,CB,2023-2024,17,France,Nantes,Ligue 1,1,8,0.1,1,0,3,0,0,0,0,0,0,0,,0,0.0,0,0,0.0,0,1,0,4,42.0,5,0.0,0,0,1.0,0,3,0.0,0,0,,0.0,0,0,0.0,0,0,0.0,5,5,100.0,0,0,0,0,0.0,100,3,1.0,1,100.0,4,4,100.0,0,0,
582,Nikola Milenković,CB,2023-2024,25,Serbia,Fiorentina,Serie A,34,2510,27.9,27,7,4,41,21,24,14,3,22,36,61.1,14,22.0,14,8,27.0,68,95,1,1004,4636.0,2412,8.0,12,1,6.0,2,1193,10.0,111,28,79.9,0.0,0,0,0.0,0,0,0.0,1341,1584,84.7,8,73,0,0,81.0,27355,9362,395.0,465,84.9,777,838,92.7,159,235,67.7
