Player,Market Value,profile_href
Kristian Thorstvedt,€9.00m,/kristian-thorstvedt/profil/spieler/564785
Anis Mehmeti,€9.00m,/anis-mehmeti/profil/spieler/530813
Stephen Eustaquio,€9.00m,/stephen-eustaquio/profil/spieler/512913
Toni Fruk,€9.00m,/toni-fruk/profil/spieler/432758
Aleksandr Chernikov,€9.00m,/aleksandr-chernikov/profil/spieler/432112
Tommaso Pobega,€9.00m,/tommaso-pobega/profil/spieler/392538
Senne Lynen,€9.00m,/senne-lynen/profil/spieler/338668
Valentin Rongier,€9.00m,/valentin-rongier/profil/spieler/332889
Mahdi Camara,€9.00m,/mahdi-camara/profil/spieler/324795
Lorenzo Pellegrini,€9.00m,/lorenzo-pellegrini/profil/spieler/286297
Dmitriy Barinov,€9.00m,/dmitriy-barinov/profil/spieler/263905
Álvaro Fidalgo,€9.00m,/alvaro-fidalgo/profil/spieler/261503
Aleksey Miranchuk,€9.00m,/aleksey-miranchuk/profil/spieler/255450
Fred,€9.00m,/fred/profil/spieler/191614
Robert Andrich,€9.00m,/robert-andrich/profil/spieler/159088
Warren Bondo,€8.50m,/warren-bondo/profil/spieler/659516
Érik Lira,€8.50m,/erik-lira/profil/spieler/602324
Hans Nicolussi Caviglia,€8.50m,/hans-nicolussi-caviglia/profil/spieler/430280
Houssem Aouar,€8.50m,/houssem-aouar/profil/spieler/395693
Diego Rossi,€8.50m,/diego-rossi/profil/spieler/317454
Sandi Lovrić,€8.50m,/sandi-lovric/profil/spieler/268429
Álvaro Montoro,€8.00m,/alvaro-montoro/profil/spieler/1228194
Jorthy Mokio,€8.00m,/jorthy-mokio/profil/spieler/1105532
Gabriel Moscardo,€8.00m,/gabriel-moscardo/profil/spieler/1086636
Ibrahima Sory Bangoura,€8.00m,/ibrahima-sory-bangoura/profil/spieler/1038348
Vasilije Adžić,€8.00m,/vasilije-adzic/profil/spieler/944570
Lennon Miller,€8.00m,/lennon-miller/profil/spieler/924857
Pablo Marín,€8.00m,/pablo-marin/profil/spieler/907813
Pablo Maia,€8.00m,/pablo-maia/profil/spieler/892089
Obed Vargas,€8.00m,/obed-vargas/profil/spieler/889435
Diego Luna,€8.00m,/diego-luna/profil/spieler/880626
Kevin Castaño,€8.00m,/kevin-castano/profil/spieler/857948
Mamadou Sangaré,€8.00m,/mamadou-sangare/profil/spieler/808348
Paxten Aaronson,€8.00m,/paxten-aaronson/profil/spieler/795738
Abbosbek Fayzullaev,€8.00m,/abbosbek-fayzullaev/profil/spieler/754037
Justin Devenny,€8.00m,/justin-devenny/profil/spieler/747009
Mathias Delorge,€8.00m,/mathias-delorge/profil/spieler/723487
Marcelino Núñez,€8.00m,/marcelino-nunez/profil/spieler/715558
Jordan James,€8.00m,/jordan-james/profil/spieler/667517
Cristian Medina,€8.00m,/cristian-medina/profil/spieler/661133
Mohamed Diomandé,€8.00m,/mohamed-diomande/profil/spieler/658531
Marcel Ruiz,€8.00m,/marcel-ruiz/profil/spieler/597728
Eric Martel,€8.00m,/eric-martel/profil/spieler/597000
Danil Glebov,€8.00m,/danil-glebov/profil/spieler/570423
Lucien Agoumé,€8.00m,/lucien-agoume/profil/spieler/569384
Sergio Arribas,€8.00m,/sergio-arribas/profil/spieler/537762
Oliver Sørensen,€8.00m,/oliver-sorensen/profil/spieler/514888
Rodrigo Nestor,€8.00m,/rodrigo-nestor/profil/spieler/468304
Marcos Antônio,€8.00m,/marcos-antonio/profil/spieler/468301
Marco Brescianini,€8.00m,/marco-brescianini/profil/spieler/459128
Scott Twine,€8.00m,/scott-twine/profil/spieler/433818
Oliver Skipp,€8.00m,/oliver-skipp/profil/spieler/406638
Daniil Fomin,€8.00m,/daniil-fomin/profil/spieler/400713
Andrea Colpani,€8.00m,/andrea-colpani/profil/spieler/392959
Ilia Gruev,€8.00m,/ilia-gruev/profil/spieler/381753
Santi Comesaña,€8.00m,/santi-comesana/profil/spieler/380598
Moatasem Al-Musrati,€8.00m,/moatasem-al-musrati/profil/spieler/377641
Pablo Rosario,€8.00m,/pablo-rosario/profil/spieler/370791
Guido Rodríguez,€8.00m,/guido-rodriguez/profil/spieler/342385
Luis Chávez,€8.00m,/luis-chavez/profil/spieler/331059
Michal Sadílek,€8.00m,/michal-sadilek/profil/spieler/321204
Timi Max Elsnik,€8.00m,/timi-max-elsnik/profil/spieler/320854
Dani Ceballos,€8.00m,/dani-ceballos/profil/spieler/319745
Nikola Vlašić,€8.00m,/nikola-vlasic/profil/spieler/293200
Lukas Provod,€8.00m,/lukas-provod/profil/spieler/292779
