Player,Market Value,profile_href
Kiril Despodov,€8.00m,/kiril-despodov/profil/spieler/221540
Andrija Zivkovic,€8.00m,/andrija-zivkovic/profil/spieler/206843
Paulo Dybala,€8.00m,/paulo-dybala/profil/spieler/206050
Sadio Mané,€8.00m,/sadio-mane/profil/spieler/200512
Sardar Azmoun,€8.00m,/sardar-azmoun/profil/spieler/180337
Domenico Berardi,€8.00m,/domenico-berardi/profil/spieler/177843
Riyad Mahrez,€8.00m,/riyad-mahrez/profil/spieler/171424
Mauro Icardi,€8.00m,/mauro-icardi/profil/spieler/68863
Christopher Bonsu Baah,€7.50m,/christopher-bonsu-baah/profil/spieler/1119447
Matija Frigan,€7.50m,/matija-frigan/profil/spieler/840149
