Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alidu Seidu,CB,2023-2024,23,gh GHA,Clermont Foot,fr Ligue 1,25,1724,19.2,20,5,3,0,1,1,0,0,0,0,938,6011,2673,30,33,1,24,9,827,27,932,1118,83.4,8,60,4,0,56,16513,4733,397,433,91.7,428,502,85.3,79,142,55.6,53,33,34,18,1,38,50,76,12,26,10,16,35,88,50,0,22,13,62.9
Nélson Semedo,RB,2023-2024,29,pt POR,Wolves,eng Premier League,36,3084,34.3,36,0,0,0,1,1,0,0,0,0,1237,7650,4324,103,63,14,57,36,1376,150,1474,1849,79.7,24,101,25,10,138,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1,22,27,44.9
Marvin Senaya,RB,2023-2024,22,tg TOG,Strasbourg,fr Ligue 1,32,2138,23.8,23,9,1,1,1,2,1,0,0,0,875,5438,2495,48,43,6,37,12,802,81,871,1120,77.8,21,63,21,18,74,15097,5149,369,431,85.6,416,518,80.3,67,127,52.8,72,53,38,25,9,42,68,61.8,26,40,13,27,41,113,68,0,41,28,59.4
Marcos Senesi,CB,2023-2024,26,ar ARG,Bournemouth,eng Premier League,31,2242,24.9,26,5,1,4,5,9,4,0,0,0,910,4789,3098,31,34,3,19,11,950,4,1005,1297,77.5,22,156,31,11,127,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109,1,37,40,48.1
Luke Shaw,LB,2023-2024,28,eng ENG,Manchester Utd,eng Premier League,12,959,10.7,12,0,0,0,0,0,0,0,0,0,398,1854,832,10,11,1,14,6,435,30,531,648,81.9,13,33,7,0,45,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,11,8,7,3,1,9,15,60,6,18,11,7,6,17,39,0,13,10,56.5
Tim Siersleben,CB,2023-2024,23,de GER,Heidenheim,de Bundesliga,14,910,10.1,10,4,19,0,0,0,0,0,0,0,362,2266,1424,12,4,0,7,2,452,1,456,559,81.6,3,39,0,0,48,9924,4378,127,145,87.6,246,270,91.1,81,137,59.1,27,11,21,6,0,8,20,40,12,16,10,6,21,48,29,1,13,11,54.2
Kiliann Sildillia,RB,2023-2024,21,fr FRA,Freiburg,de Bundesliga,27,1806,20.1,20,7,4,0,1,1,0,0,0,0,716,4057,1865,22,20,1,24,10,778,58,847,1167,72.6,11,61,19,12,70,15116,5689,394,459,85.8,338,452,74.8,100,197,50.8,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64,0,32,37,46.4
Caio Henrique Oliveira Silva,LWB,2023-2024,26,br BRA,Monaco,fr Ligue 1,9,623,6.9,7,2,2,0,5,5,0,0,0,0,354,1956,828,16,15,7,11,3,329,54,376,464,81,13,26,15,2,33,6295,2068,175,196,89.3,168,197,85.3,28,53,52.8,13,7,3,7,3,6,9,66.7,3,8,2,6,6,19,9,0,2,5,28.6
Thiago Silva,CB,2023-2024,38,br BRA,Chelsea,eng Premier League,31,2527,28.1,28,3,5,3,1,4,3,0,0,0,1623,6862,3867,2,11,0,7,1,1891,5,2166,2287,94.7,9,125,10,1,102,38542,15513,887,918,96.6,1119,1157,96.7,143,186,76.9,29,15,22,6,1,20,34,58.8,14,33,24,9,26,55,153,4,51,26,66.2
Mohamed Simakan,CB,2023-2024,23,fr FRA,RB Leipzig,de Bundesliga,32,2138,23.8,23,9,0,2,3,5,2,0,0,0,1132,5202,2747,34,22,8,27,9,1253,76,1347,1573,85.6,15,107,5,2,106,23904,8042,530,594,89.2,720,790,91.1,83,152,54.6,48,29,28,19,1,32,44,72.7,12,36,14,22,29,77,69,0,60,36,62.5
Jan-Carlo Simic,CB,2023-2024,18,rs SRB,Milan,it Serie A,4,146,1.6,0,4,13,1,0,1,1,0,0,0,43,245,125,0,0,0,0,0,54,0,59,64,92.2,0,3,0,0,6,1039,291,18,18,100,40,40,100,1,6,16.7,1,1,1,0,0,0,0,,0,5,4,1,0,1,3,0,2,2,50
Wilfried Singo,CB,2023-2024,22,ci CIV,Monaco,fr Ligue 1,25,2187,24.3,24,1,0,1,1,2,1,0,0,0,1289,7409,3456,38,48,3,18,7,1122,31,1282,1490,86,14,125,15,3,145,24364,8674,460,508,90.6,633,706,89.7,158,229,69,34,25,18,14,2,17,26,65.4,9,27,14,13,51,85,81,2,63,29,68.5
Daley Sinkgraven,LB,2023-2024,28,nl NED,Las Palmas,es La Liga,11,388,4.3,6,5,17,0,0,0,0,0,0,0,168,660,285,3,4,0,3,2,198,8,237,276,85.9,0,19,3,0,17,3245,930,157,165,95.2,62,77,80.5,8,16,50,11,5,6,5,0,2,8,25,6,5,3,2,6,17,9,0,5,1,83.3
Jailson Siqueira,CB,2023-2024,27,br BRA,Celta Vigo,es La Liga,14,897,10,9,5,5,0,1,1,0,0,0,0,377,2080,1358,16,12,1,9,9,383,8,406,488,83.2,2,48,4,1,38,6877,2995,179,197,90.9,186,213,87.3,29,51,56.9,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,17,25,40.5
Leo Skiri Østigård,CB,2023-2024,23,no NOR,Napoli,it Serie A,25,1625,18.1,18,7,11,1,0,1,1,0,0,0,872,4462,2440,13,7,0,4,2,1050,3,1172,1339,87.5,3,68,4,0,76,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,58,25,69.9
Milan Škriniar,CB,2023-2024,28,sk SVK,Paris S-G,fr Ligue 1,24,1629,18.1,17,7,1,0,0,0,0,0,0,0,1630,7441,3525,5,11,0,6,1,1541,1,1735,1820,95.3,1,89,0,0,61,32486,9850,558,588,94.9,1032,1059,97.5,126,146,86.3,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51,2,25,26,49
Chris Smalling,CB,2023-2024,33,eng ENG,Roma,it Serie A,8,390,4.3,4,4,7,0,0,0,0,0,0,0,161,896,466,1,3,0,2,1,174,2,197,228,86.4,1,7,0,0,13,3810,1394,61,69,88.4,122,132,92.4,13,20,65,1,1,1,0,0,1,4,25,3,6,5,1,5,6,8,0,22,7,75.9
Adam Smith,RB,2023-2024,32,eng ENG,Bournemouth,eng Premier League,28,2150,23.9,25,3,6,0,2,2,0,0,0,0,521,2455,1022,24,22,3,14,7,580,28,782,1025,76.3,17,58,23,17,89,12722,5225,397,443,89.6,325,401,81,51,141,36.2,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,18,22,45
Hrvoje Smolčić,CB,2023-2024,22,hr CRO,Eint Frankfurt,de Bundesliga,11,347,3.9,3,8,20,1,0,1,1,0,0,0,213,1062,557,0,1,0,1,2,259,0,285,321,88.8,1,10,0,0,14,5288,1981,87,102,85.3,172,181,95,21,32,65.6,7,3,7,0,0,4,5,80,1,3,1,2,6,13,23,1,14,12,53.8
Cédric Soares,RB,2023-2024,31,pt POR,Arsenal,eng Premier League,3,62,0.7,0,3,15,0,0,0,0,0,0,0,37,139,69,0,0,0,0,0,56,6,60,69,87,0,4,0,0,3,905,157,39,41,95.1,15,17,88.2,5,8,62.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Danilo Soares,LB,2023-2024,31,br BRA,Bochum,de Bundesliga,5,351,3.9,3,2,11,0,0,0,0,0,0,0,93,447,173,3,1,0,6,2,95,8,124,179,69.3,3,12,3,0,15,2028,942,65,75,86.7,50,79,63.3,8,20,40,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0,4,7,36.4
Eduard Sobol,LB,2023-2024,28,ua UKR,Strasbourg,fr Ligue 1,3,25,0.3,0,3,11,0,0,0,0,0,0,0,10,114,69,2,3,0,0,0,9,0,8,13,61.5,0,0,0,0,1,128,55,3,3,100,5,7,71.4,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,
Brandon Soppy,RWB,2023-2024,21,fr FRA,Torino,it Serie A,5,178,2,2,3,6,0,0,0,0,0,0,0,56,368,180,9,3,2,2,1,56,3,68,92,73.9,1,3,3,1,6,1009,330,38,42,90.5,22,32,68.8,5,9,55.6,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3,1,0,1,0
Saidou Sow,CB,2023-2024,21,gn GUI,Strasbourg,fr Ligue 1,10,719,8,8,2,12,0,1,1,0,0,0,0,315,1797,1010,1,3,0,3,3,281,0,301,353,85.3,2,24,3,0,24,5779,1946,98,108,90.7,175,186,94.1,23,50,46,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,14,8,63.6
Çağlar Söyüncü,CB,2023-2024,27,tr TUR,Atlético Madrid,es La Liga,6,114,1.3,1,5,8,0,0,0,0,0,0,0,65,337,150,2,2,1,0,2,65,0,71,81,87.7,0,4,1,0,6,1249,407,29,31,93.5,39,43,90.7,2,5,40,1,1,1,0,0,0,0,,0,1,0,1,1,2,7,0,1,0,100
Djed Spence,RB,2023-2024,22,eng ENG,Genoa,it Serie A,16,859,9.5,8,8,2,0,0,0,0,0,0,0,220,1324,639,17,15,4,12,16,244,31,272,342,79.5,6,17,9,6,25,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,16,10,12,4,0,8,10,80,2,20,5,15,8,24,28,0,12,14,46.2
Leonardo Spinazzola,LB,2023-2024,30,it ITA,Roma,it Serie A,24,1312,14.6,15,9,6,1,2,3,1,0,0,0,604,5548,3161,108,61,22,16,4,652,74,663,849,78.1,27,32,48,21,52,11631,3209,300,333,90.1,299,373,80.2,56,102,54.9,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15,0,6,6,50
Josip Stanišić,CB,2023-2024,23,hr CRO,Leverkusen,de Bundesliga,20,1261,14,13,7,12,3,1,4,3,0,0,0,729,4356,2590,49,37,4,14,5,877,63,961,1077,89.2,11,88,20,4,92,14733,4167,564,593,95.1,316,349,90.5,63,93,67.7,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26,0,12,14,46.2
Carl Starfelt,CB,2023-2024,28,se SWE,Celta Vigo,es La Liga,27,2216,24.6,26,1,7,1,0,1,1,0,0,0,614,2485,1142,5,2,1,6,1,698,1,907,1035,87.6,2,31,1,0,38,16597,6106,334,368,90.8,508,551,92.2,56,93,60.2,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,72,35,67.3
Niklas Stark,CB,2023-2024,28,de GER,Werder Bremen,de Bundesliga,17,1088,12.1,12,5,3,2,0,2,2,0,0,0,375,1904,1062,5,3,0,4,1,433,1,475,595,79.8,0,32,3,0,37,9883,4445,138,167,82.6,262,290,90.3,73,124,58.9,26,15,13,11,2,12,18,66.7,6,14,7,7,19,45,61,1,29,23,55.8
Pascal Stenzel,RB,2023-2024,27,de GER,Stuttgart,de Bundesliga,23,1064,11.8,14,9,9,0,5,5,0,0,0,0,491,2454,1346,34,31,1,16,6,595,46,715,824,86.8,15,66,25,8,85,13536,3889,304,330,92.1,293,327,89.6,104,134,77.6,18,8,7,9,2,10,30,33.3,20,22,8,14,15,33,26,0,9,17,34.6
Leonidas Stergiou,CB,2023-2024,21,ch SUI,Stuttgart,de Bundesliga,15,594,6.6,6,9,17,1,0,1,1,0,0,0,186,808,335,6,5,0,6,2,272,22,308,364,84.6,5,18,7,5,17,4390,1434,185,203,91.1,107,123,87,9,21,42.9,15,8,7,7,1,9,13,69.2,4,8,1,7,5,20,13,0,4,9,30.8
John Stones,CB,2023-2024,29,eng ENG,Manchester City,eng Premier League,16,1064,11.8,12,4,11,1,0,1,1,0,0,0,596,3319,1646,16,24,1,5,6,742,24,781,839,93.1,6,53,1,0,57,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,2,1,1,0,1,0,3,0,3,11,7,4,10,12,21,0,14,5,73.7
Álex Suárez,RB,2023-2024,30,es ESP,Las Palmas,es La Liga,32,2562,28.5,30,2,5,2,0,2,2,0,0,0,986,4052,2044,12,15,0,16,11,1211,15,1396,1613,86.5,6,102,8,3,109,23196,9326,680,733,92.8,580,649,89.4,96,169,56.8,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0,47,47,50
Damián Suárez,RB,2023-2024,35,uy URU,Getafe,es La Liga,16,1299,14.4,15,1,1,0,2,2,0,0,0,0,310,1476,743,20,11,4,19,6,363,47,436,638,68.3,17,50,13,8,58,7921,3538,221,256,86.3,151,212,71.2,56,135,41.5,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0,9,9,50
Gabriel Suazo,LB,2023-2024,25,cl CHI,Toulouse,fr Ligue 1,31,2357,26.2,27,4,1,0,4,4,0,0,0,0,1134,5782,2567,44,50,9,33,16,1036,166,1163,1482,78.5,43,72,45,11,114,18986,6659,566,644,87.9,491,614,80,79,149,53,66,32,40,19,7,38,86,44.2,48,37,4,33,26,92,33,0,17,20,45.9
Niklas Süle,CB,2023-2024,27,de GER,Dortmund,de Bundesliga,23,1514,16.8,14,9,9,1,0,1,1,0,0,0,1062,5019,2689,19,13,0,3,6,1266,9,1401,1505,93.1,5,77,6,1,83,26854,8405,497,519,95.8,741,780,95,149,180,82.8,18,10,14,3,1,11,16,68.8,5,25,14,11,25,43,58,2,22,14,61.1
Abakar Sylla,CB,2023-2024,20,ci CIV,Strasbourg,fr Ligue 1,22,1792,19.9,19,3,9,2,0,2,2,0,0,0,1060,5999,3215,8,11,0,14,7,962,2,1111,1266,87.8,5,52,4,0,72,19769,6698,436,473,92.2,567,618,91.7,81,139,58.3,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,32,21,60.4
Dembo Sylla,RB,2023-2024,20,gn GUI,Lorient,fr Ligue 1,1,45,0.5,0,1,4,0,0,0,0,0,0,0,21,68,12,0,1,0,1,1,21,6,19,22,86.4,0,0,1,0,1,378,24,9,9,100,7,8,87.5,3,4,75,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,0,0,
Issiaga Sylla,LB,2023-2024,29,gn GUI,Montpellier,fr Ligue 1,19,1455,16.2,17,2,1,1,2,3,1,0,0,0,531,3116,1562,29,21,2,30,14,452,51,528,719,73.4,16,34,10,7,43,9051,3985,242,300,80.7,218,271,80.4,51,108,47.2,28,17,20,6,2,16,34,47.1,18,21,7,14,23,51,53,0,18,15,54.5
Attila Szalai,CB,2023-2024,25,hu HUN,Freiburg,de Bundesliga,7,391,4.3,4,3,26,0,0,0,0,0,0,0,178,626,355,3,3,1,1,2,193,3,189,250,75.6,3,12,3,1,18,3313,1699,73,85,85.9,96,116,82.8,14,38,36.8,4,2,4,0,0,2,6,33.3,4,11,4,7,2,6,18,1,7,7,50
Nicolás Tagliafico,LB,2023-2024,30,ar ARG,Lyon,fr Ligue 1,25,2123,23.6,25,0,0,3,1,4,3,0,0,0,954,4778,2019,32,27,4,13,12,897,119,999,1175,85,18,82,20,5,105,15340,5299,513,565,90.8,398,455,87.5,52,87,59.8,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43,0,20,15,57.1
Jonathan Tah,CB,2023-2024,27,de GER,Leverkusen,de Bundesliga,31,2631,29.2,30,1,2,4,1,5,4,0,0,0,1557,8072,4568,17,26,1,11,5,1812,4,2070,2193,94.4,5,164,1,0,133,32998,13638,1045,1077,97,908,962,94.4,89,110,80.9,19,9,10,7,2,5,16,31.3,11,28,23,5,23,42,97,1,62,22,73.8
Montassar Talbi,CB,2023-2024,25,tn TUN,Lorient,fr Ligue 1,25,2204,24.5,25,0,1,0,0,0,0,0,0,0,1034,6757,3816,15,12,0,23,4,935,7,1008,1188,84.8,7,77,7,0,88,18865,7775,332,365,91,575,619,92.9,84,174,48.3,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114,0,51,37,58
Adrien Tameze,CB,2023-2024,29,cm CMR,Torino,it Serie A,29,2146,23.8,25,4,3,0,2,2,0,0,0,0,866,4076,1818,22,25,2,20,17,981,39,1106,1276,86.7,19,81,10,3,90,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2,30,39,43.5
Edmond Tapsoba,CB,2023-2024,24,bf BFA,Leverkusen,de Bundesliga,28,2087,23.2,23,5,2,0,1,1,0,0,0,0,1495,8947,5271,49,45,1,13,7,1599,12,1795,1973,91,9,193,8,0,164,29578,12526,878,930,94.4,758,813,93.2,118,167,70.7,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,40,38,51.3
Matt Targett,LB,2023-2024,27,eng ENG,Newcastle Utd,eng Premier League,3,78,0.9,1,2,8,0,0,0,0,0,0,0,34,153,91,1,1,0,0,0,33,0,36,41,87.8,1,2,0,0,2,657,188,13,13,100,17,18,94.4,6,9,66.7,2,0,1,1,0,1,1,100,0,1,0,1,0,2,2,0,0,3,0
James Tarkowski,CB,2023-2024,30,eng ENG,Everton,eng Premier League,38,3419,38,38,0,0,1,1,2,1,0,0,0,918,5010,3073,15,12,0,16,16,1076,20,1195,1550,77.1,22,127,23,3,130,25219,10527,396,474,83.5,588,683,86.1,196,335,58.5,61,42,46,14,1,27,48,56.3,21,82,56,26,56,117,191,2,140,61,69.7
César Tárrega,CB,2023-2024,21,es ESP,Valencia,es La Liga,1,8,0.1,0,1,10,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,5,5,100,0,0,0,0,0,90,22,1,1,100,4,4,100,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,
Nuno Tavares,LB,2023-2024,23,pt POR,Nott'ham Forest,eng Premier League,8,457,5.1,5,3,5,0,0,0,0,0,0,0,166,940,564,14,12,2,10,4,186,12,201,274,73.4,2,14,2,0,24,2954,1132,117,136,86,69,96,71.9,11,28,39.3,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,3,2,60
Charlie Taylor,LB,2023-2024,29,eng ENG,Burnley,eng Premier League,28,2331,25.9,25,3,2,1,1,2,1,0,0,0,723,3259,1497,36,18,5,18,10,861,81,995,1312,75.8,15,69,19,14,82,16535,5292,520,590,88.1,380,488,77.9,76,169,45,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0,41,38,51.9
Jackson Tchatchoua,RB,2023-2024,21,cm CMR,Hellas Verona,it Serie A,26,1725,19.2,19,7,7,0,2,2,0,0,0,0,410,2302,1185,34,24,5,9,5,416,66,604,799,75.6,15,48,22,18,53,9562,3708,324,355,91.3,222,299,74.2,42,102,41.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2,13,13,50
Enzo Tchato,RB,2023-2024,20,cm CMR,Montpellier,fr Ligue 1,17,1125,12.5,11,6,14,0,0,0,0,0,0,0,462,2825,1543,26,31,3,9,2,425,57,478,639,74.8,7,45,15,11,46,8024,3281,227,267,85,192,244,78.7,44,101,43.6,26,17,18,4,4,11,25,44,14,20,7,13,11,37,25,0,10,11,47.6
Nathan Tella,RWB,2023-2024,24,ng NGA,Leverkusen,de Bundesliga,24,819,9.1,8,16,8,5,2,7,5,0,0,0,296,1791,970,35,15,16,18,15,340,114,279,351,79.5,14,9,18,5,28,3946,979,175,195,89.7,86,107,80.4,8,23,34.8,13,8,6,5,2,5,10,50,5,10,0,10,3,16,8,0,5,9,35.7
Nahuel Tenaglia,CB,2023-2024,27,ar ARG,Alavés,es La Liga,25,1141,12.7,11,14,9,1,0,1,1,0,0,0,247,1662,1020,17,10,1,6,5,268,24,330,454,72.7,6,33,6,3,45,6427,3084,121,144,84,166,203,81.8,39,84,46.4,29,19,22,4,3,16,28,57.1,12,14,8,6,12,41,59,0,25,18,58.1
Filippo Terracciano,LB,2023-2024,20,it ITA,Hellas Verona,it Serie A,21,1372,15.2,15,6,16,0,1,1,0,0,0,0,497,2933,1410,26,23,1,19,20,496,29,545,753,72.4,18,49,14,10,52,9867,4331,246,287,85.7,237,314,75.5,55,118,46.6,32,21,24,7,1,18,34,52.9,16,27,6,21,20,52,18,0,19,18,51.4
Kenny Tete,RB,2023-2024,27,nl NED,Fulham,eng Premier League,14,867,9.6,10,4,14,1,0,1,1,0,0,0,303,1400,650,20,15,2,10,3,366,38,418,523,79.9,3,45,10,7,54,6413,2614,236,269,87.7,146,181,80.7,27,44,61.4,27,17,19,6,2,11,19,57.9,8,10,3,7,16,43,35,0,5,5,50
Arthur Theate,CB,2023-2024,23,be BEL,Rennes,fr Ligue 1,28,2296,25.5,27,1,3,2,0,2,2,0,0,0,1413,9027,5220,33,36,3,16,3,1307,24,1444,1640,88,6,129,7,4,151,28379,10833,445,479,92.9,821,880,93.3,153,237,64.6,30,17,19,6,5,24,37,64.9,13,40,23,17,31,61,90,2,41,22,65.1
Malick Thiaw,CB,2023-2024,21,de GER,Milan,it Serie A,21,1619,18,19,2,3,0,1,1,0,0,0,0,900,4823,2501,15,6,0,7,5,983,1,1084,1184,91.6,4,62,2,0,70,20626,6291,366,389,94.1,628,664,94.6,85,115,73.9,34,17,15,17,2,12,25,48,13,23,13,10,13,47,55,0,37,21,63.8
Luke Thomas,LB,2023-2024,22,eng ENG,Sheffield Utd,eng Premier League,12,917,10.2,11,1,4,0,0,0,0,0,0,0,191,803,391,8,7,1,11,5,230,22,234,319,73.4,2,23,5,2,33,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,10,15,40
Kieran Tierney,LB,2023-2024,26,sct SCO,Real Sociedad,es La Liga,20,1238,13.8,14,6,4,0,2,2,0,0,0,0,522,2201,1177,22,21,2,13,3,600,39,690,904,76.3,8,73,12,4,77,12195,5053,292,326,89.6,329,390,84.4,62,150,41.3,37,24,16,18,3,18,27,66.7,9,22,8,14,10,47,45,0,16,20,44.4
Antonio Tikvić,CB,2023-2024,19,hr CRO,Udinese,it Serie A,1,1,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
Jurriën Timber,CB,2023-2024,22,nl NED,Arsenal,eng Premier League,2,71,0.8,1,1,0,0,0,0,0,0,0,0,61,249,121,0,3,0,0,1,61,5,66,74,89.2,0,11,0,0,8,982,221,35,36,97.2,30,33,90.9,1,2,50,2,2,1,1,0,0,0,,0,1,0,1,0,2,1,0,1,1,50
Jean-Clair Todibo,CB,2023-2024,23,fr FRA,Nice,fr Ligue 1,30,2651,29.5,30,0,0,0,2,2,0,0,0,0,2247,11972,6410,32,19,1,19,9,2061,11,2228,2487,89.6,9,113,7,1,150,38405,14380,982,1034,95,1068,1136,94,143,265,54,58,28,35,17,6,34,56,60.7,22,34,15,19,38,96,97,1,39,26,60
Harry Toffolo,LB,2023-2024,27,eng ENG,Nott'ham Forest,eng Premier League,23,1459,16.2,15,8,9,1,3,4,1,0,0,0,272,966,475,10,7,1,7,5,343,34,424,590,71.9,18,40,10,10,42,6959,2983,207,244,84.8,159,216,73.6,41,96,42.7,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,25,15,62.5
Jeremy Toljan,RB,2023-2024,28,de GER,Sassuolo,it Serie A,25,2083,23.1,24,1,4,0,5,5,0,0,0,0,556,2821,1293,35,24,6,21,9,664,85,775,1007,77,18,52,20,7,79,12656,5032,396,432,91.7,300,378,79.4,58,140,41.4,13,10,8,4,1,9,15,60,6,17,5,12,16,29,49,1,9,16,36
Rafael Tolói,CB,2023-2024,32,it ITA,Atalanta,it Serie A,18,965,10.7,10,8,8,0,0,0,0,0,0,0,339,1370,739,8,13,0,5,4,386,10,442,537,82.3,2,48,4,1,53,7801,2968,194,211,91.9,210,238,88.2,32,73,43.8,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0,17,14,54.8
Takehiro Tomiyasu,RB,2023-2024,24,jp JPN,Arsenal,eng Premier League,22,1149,12.8,10,12,1,2,1,3,2,0,0,0,469,2158,1064,17,14,3,13,3,520,37,574,697,82.4,6,60,10,3,72,8941,2520,306,342,89.5,229,267,85.8,27,56,48.2,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,25,20,55.6
James Tomkins,CB,2023-2024,34,eng ENG,Crystal Palace,eng Premier League,4,10,0.1,0,4,24,0,0,0,0,0,0,0,8,26,12,0,0,0,0,0,13,0,18,21,85.7,0,1,0,0,1,362,142,8,9,88.9,6,8,75,4,4,100,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,2,0,100
Fikayo Tomori,CB,2023-2024,25,eng ENG,Milan,it Serie A,26,2121,23.6,24,2,1,4,0,4,4,0,0,0,1168,5311,2898,16,13,1,5,0,1364,2,1541,1691,91.1,4,39,1,1,63,27326,9784,613,655,93.6,816,862,94.7,101,147,68.7,42,24,29,10,3,18,29,62.1,11,34,23,11,26,68,75,1,29,26,52.7
Raúl Torrente,CB,2023-2024,21,es ESP,Granada,es La Liga,17,1250,13.9,14,3,13,0,0,0,0,0,0,0,534,2789,1422,4,1,1,1,1,595,2,605,764,79.2,3,39,1,0,33,12521,4811,187,204,91.7,340,381,89.2,75,170,44.1,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,22,15,59.5
Pau Torres,CB,2023-2024,26,es ESP,Aston Villa,eng Premier League,29,2464,27.4,27,2,5,2,0,2,2,0,0,0,1398,9039,5917,42,42,0,9,13,1456,16,1562,1788,87.4,8,141,12,1,128,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,23,22,51.1
Ahmed Touba,CB,2023-2024,25,dz ALG,Lecce,it Serie A,6,277,3.1,3,3,25,0,0,0,0,0,0,0,81,409,217,0,2,0,1,0,84,1,115,137,83.9,0,4,0,0,2,2095,472,38,42,90.5,64,76,84.2,11,14,78.6,6,4,3,3,0,3,4,75,1,4,3,1,7,13,20,0,5,6,45.5
Souleymane Touré,CB,2023-2024,20,fr FRA,Lorient,fr Ligue 1,24,2051,22.8,23,1,5,1,1,2,1,0,0,0,1086,5950,3186,24,21,4,17,12,1025,25,1144,1280,89.4,7,66,5,2,73,18783,6849,508,550,92.4,509,551,92.4,76,105,72.4,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,43,16,72.9
Hamari Traoré,RB,2023-2024,31,ml MLI,Real Sociedad,es La Liga,31,2292,25.5,27,4,1,0,2,2,0,0,0,0,884,4222,2188,49,31,4,23,9,982,83,1204,1509,79.8,29,112,31,10,129,21398,6928,512,585,87.5,548,664,82.5,118,202,58.4,44,19,24,17,3,25,43,58.1,18,27,8,19,24,68,59,2,29,35,45.3
Ismaël Traoré,CB,2023-2024,36,ci CIV,Metz,fr Ligue 1,26,2220,24.7,25,1,2,2,0,2,2,0,0,0,667,3070,1079,1,2,0,9,3,577,1,674,777,86.7,2,22,1,0,32,14688,5850,138,157,87.9,423,456,92.8,108,155,69.7,19,12,13,6,0,8,21,38.1,13,33,20,13,30,49,86,0,23,33,41.1
