,Player,Pos,Season,Age,Team,Comp,Ideal Archetype
433,Jessic Ngankam,ST,2023-2024,23.0,2 Teams,Bundesliga,Complete Forward
435,Steve Ngoura,ST,2023-2024,18.0,Le Havre,Ligue 1,Complete Forward
436,M'Baye Niang,ST,2023-2024,28.0,Empoli,Serie A,Complete Forward
437,Shamar Nicholson,ST,2023-2024,26.0,Clermont Foot,Ligue 1,Target Man
438,Justin Njinmah,ST,2023-2024,22.0,Werder Bremen,Bundesliga,Complete Forward
439,Eddie Nketiah,ST,2023-2024,24.0,Arsenal,Premier League,Complete Forward
446,Darwin Núñez,ST,2023-2024,24.0,Liverpool,Premier League,Target Man
447,Simeon Nwankwo,ST,2023-2024,31.0,Salernitana,Serie A,Complete Forward
448,M'Bala Nzola,ST,2023-2024,26.0,Fiorentina,Serie A,Target Man
449,Mark O'Mahony,ST,2023-2024,18.0,Brighton,Premier League,Complete Forward
450,Michael Obafemi,ST,2023-2024,23.0,Burnley,Premier League,Complete Forward
453,Noah Okafor,ST,2023-2024,23.0,Milan,Serie A,Complete Forward
454,David Okereke,ST,2023-2024,25.0,Torino,Serie A,Complete Forward
457,Samu Omorodion,ST,2023-2024,19.0,2 Teams,La Liga,Target Man
458,Ryan One,ST,2023-2024,17.0,Sheffield Utd,Premier League,Complete Forward
459,Karim Onisiwo,ST,2023-2024,31.0,Mainz 05,Bundesliga,Target Man
460,Loïs Openda,ST,2023-2024,23.0,RB Leipzig,Bundesliga,Target Man
463,Gift Orban,ST,2023-2024,21.0,Lyon,Ligue 1,Complete Forward
464,Divock Origi,ST,2023-2024,28.0,Nott'ham Forest,Premier League,Complete Forward
467,Victor Osimhen,ST,2023-2024,24.0,Napoli,Serie A,Target Man
468,William Osula,ST,2023-2024,19.0,Sheffield Utd,Premier League,Complete Forward
471,Patrick Ouotro,ST,2023-2024,17.0,Strasbourg,Ligue 1,Complete Forward
473,Gonçalo Paciência,ST,2023-2024,28.0,2 Teams,2 Comps,Complete Forward
475,Joaquín Panichelli,ST,2023-2024,20.0,Alavés,La Liga,Complete Forward
478,Ben Parkinson,ST,2023-2024,18.0,Newcastle Utd,Premier League,Complete Forward
479,Leonardo Pavoletti,ST,2023-2024,34.0,Cagliari,Serie A,Complete Forward
481,Jordan Pefok,ST,2023-2024,27.0,2 Teams,Bundesliga,Target Man
482,Dženan Pejčinović,ST,2023-2024,18.0,Wolfsburg,Bundesliga,Complete Forward
483,Pietro Pellegri,ST,2023-2024,22.0,Torino,Serie A,Complete Forward
485,Faris Pemi Moumbagna,ST,2023-2024,23.0,Marseille,Ligue 1,Complete Forward
490,Andrea Petagna,ST,2023-2024,28.0,2 Teams,Serie A,Complete Forward
491,Luca Pfeiffer,ST,2023-2024,26.0,Darmstadt 98,Bundesliga,Target Man
492,Maximilian Philipp,ST,2023-2024,29.0,Freiburg,Bundesliga,Complete Forward
494,Roberto Piccoli,ST,2023-2024,22.0,2 Teams,Serie A,Complete Forward
495,Andrea Pinamonti,ST,2023-2024,24.0,Sassuolo,Serie A,Target Man
496,Alassane Pléa,ST,2023-2024,30.0,Gladbach,Bundesliga,Target Man
498,Sebastian Polter,ST,2023-2024,32.0,Darmstadt 98,Bundesliga,Complete Forward
500,Yussuf Poulsen,ST,2023-2024,29.0,RB Leipzig,Bundesliga,Complete Forward
501,Abdón Prats,ST,2023-2024,30.0,Mallorca,La Liga,Complete Forward
504,George Pușcaș,ST,2023-2024,27.0,Genoa,Serie A,Complete Forward
507,Sandro Ramírez,ST,2023-2024,28.0,Las Palmas,La Liga,Target Man
508,Chris Ramos,ST,2023-2024,26.0,Cádiz,La Liga,Target Man
509,Gonçalo Ramos,ST,2023-2024,22.0,Paris S-G,Ligue 1,Target Man
513,Giacomo Raspadori,ST,2023-2024,23.0,Napoli,Serie A,Target Man
514,Raúl,ST,2023-2024,22.0,Osasuna,La Liga,Complete Forward
518,Mateo Retegui,ST,2023-2024,24.0,Genoa,Serie A,Target Man
520,Richarlison,ST,2023-2024,26.0,Tottenham,Premier League,Target Man
525,Álvaro Rodríguez,ST,2023-2024,19.0,Real Madrid,La Liga,Complete Forward
526,Jay Rodriguez,ST,2023-2024,34.0,Burnley,Premier League,Complete Forward
528,Isaac Romero,ST,2023-2024,23.0,Sevilla,La Liga,Complete Forward
530,Vitor Roque,ST,2023-2024,18.0,Barcelona,La Liga,Complete Forward
532,Umar Sadiq,ST,2023-2024,26.0,Real Sociedad,La Liga,Complete Forward
533,Alexis Saelemaekers,ST,2023-2024,24.0,Bologna,Serie A,Target Man
534,Wesley Saïd,ST,2023-2024,28.0,Lens,Ligue 1,Complete Forward
539,Mama Samba Baldé,ST,2023-2024,27.0,Lyon,Ligue 1,Complete Forward
540,Antonio Sanabria,ST,2023-2024,27.0,Torino,Serie A,Poacher
541,Alexis Sánchez,ST,2023-2024,34.0,Inter,Serie A,Poacher
548,Martin Satriano,ST,2023-2024,22.0,Brest,Ligue 1,Poacher
550,Gianluca Scamacca,ST,2023-2024,24.0,Atalanta,Serie A,Poacher
551,Dane Scarlett,ST,2023-2024,19.0,Tottenham,Premier League,Complete Forward
553,Patrik Schick,ST,2023-2024,27.0,Leverkusen,Bundesliga,Complete Forward
557,Davie Selke,ST,2023-2024,28.0,Köln,Bundesliga,Complete Forward
558,Vivaldo Semedo,ST,2023-2024,18.0,Udinese,Serie A,Complete Forward
560,Benjamin Šeško,ST,2023-2024,20.0,RB Leipzig,Bundesliga,Poacher
561,Aaron Seydel,ST,2023-2024,27.0,Darmstadt 98,Bundesliga,Complete Forward
563,Eldor Shomurodov,ST,2023-2024,28.0,Cagliari,Serie A,Complete Forward
564,Steven Shpendi,ST,2023-2024,20.0,Empoli,Serie A,Complete Forward
565,André Silva,ST,2023-2024,27.0,Real Sociedad,La Liga,Complete Forward
567,Giovanni Simeone,ST,2023-2024,28.0,Napoli,Serie A,Complete Forward
571,Tim Skarke,ST,2023-2024,26.0,Darmstadt 98,Bundesliga,Poacher
573,Dominic Solanke,ST,2023-2024,25.0,Bournemouth,Premier League,Poacher
579,Alexander Sørloth,ST,2023-2024,27.0,Villarreal,La Liga,Poacher
581,Trivante Stewart,ST,2023-2024,23.0,Salernitana,Serie A,Complete Forward
582,Filip Stojilković,ST,2023-2024,23.0,Darmstadt 98,Bundesliga,Complete Forward
583,Jørgen Strand Larsen,ST,2023-2024,23.0,Celta Vigo,La Liga,Poacher
585,Cristhian Stuani,ST,2023-2024,36.0,Girona,La Liga,Complete Forward
586,Isaac Success,ST,2023-2024,27.0,Udinese,Serie A,Complete Forward
587,Max Svensson,ST,2023-2024,0.0,Osasuna,La Liga,Complete Forward
589,Karol Świderski,ST,2023-2024,26.0,Hellas Verona,Serie A,Complete Forward
590,Mamadou Sylla,ST,2023-2024,29.0,Alavés,La Liga,Complete Forward
597,Benjamin Tetteh,ST,2023-2024,26.0,Metz,Ligue 1,Complete Forward
600,Marcus Thuram,ST,2023-2024,25.0,Inter,Serie A,Poacher
602,Phillip Tietz,ST,2023-2024,26.0,Augsburg,Bundesliga,Poacher
603,Steffen Tigges,ST,2023-2024,25.0,Köln,Bundesliga,Complete Forward
604,Raúl de Tomás,ST,2023-2024,28.0,Rayo Vallecano,La Liga,Poacher
606,Ivan Toney,ST,2023-2024,27.0,Brentford,Premier League,Poacher
608,Fabio Torsiello,ST,2023-2024,18.0,Darmstadt 98,Bundesliga,Complete Forward
614,Enes Ünal,ST,2023-2024,26.0,2 Teams,2 Comps,Complete Forward
615,Deniz Undav,ST,2023-2024,27.0,Stuttgart,Bundesliga,Poacher
616,Myrto Uzuni,ST,2023-2024,28.0,Granada,La Liga,Poacher
618,Borja Vázquez,ST,2023-2024,18.0,Cádiz,La Liga,Complete Forward
619,Alejo Véliz,ST,2023-2024,19.0,2 Teams,2 Comps,Complete Forward
623,Oscar Vilhelmsson,ST,2023-2024,19.0,Darmstadt 98,Bundesliga,Complete Forward
625,Asier Villalibre,ST,2023-2024,25.0,Athletic Club,La Liga,Complete Forward
626,Carlos Vinícius,ST,2023-2024,28.0,Fulham,Premier League,Complete Forward
628,Vitinha,ST,2023-2024,23.0,2 Teams,2 Comps,Poacher
629,Dušan Vlahović,ST,2023-2024,23.0,Juventus,Serie A,Poacher
630,Kevin Volland,ST,2023-2024,31.0,2 Teams,2 Comps,Poacher
631,Elye Wahi,ST,2023-2024,20.0,2 Teams,Ligue 1,Poacher
632,Ollie Watkins,ST,2023-2024,27.0,Aston Villa,Premier League,Poacher
633,Wout Weghorst,ST,2023-2024,30.0,Hoffenheim,Bundesliga,Poacher
634,Nelson Weiper,ST,2023-2024,18.0,Mainz 05,Bundesliga,Complete Forward
635,Shon Weissman,ST,2023-2024,27.0,2 Teams,2 Comps,Complete Forward
636,Danny Welbeck,ST,2023-2024,32.0,Brighton,Premier League,Poacher
637,Timo Werner,ST,2023-2024,27.0,2 Teams,2 Comps,Poacher
638,Ethan Wheatley,ST,2023-2024,17.0,Manchester Utd,Premier League,Complete Forward
639,Iñaki Williams,ST,2023-2024,29.0,Athletic Club,La Liga,Poacher
642,Callum Wilson,ST,2023-2024,31.0,Newcastle Utd,Premier League,Complete Forward
645,Jonas Wind,ST,2023-2024,24.0,Wolfsburg,Bundesliga,Poacher
646,Yoane Wissa,ST,2023-2024,26.0,Brentford,Premier League,Poacher
648,Chris Wood,ST,2023-2024,31.0,Nott'ham Forest,Premier League,Poacher
649,Cauley Woodrow,ST,2023-2024,28.0,Luton Town,Premier League,Complete Forward
652,Roman Yaremchuk,ST,2023-2024,27.0,Valencia,La Liga,Complete Forward
653,Kelvin Yeboah,ST,2023-2024,23.0,Montpellier,Ligue 1,Complete Forward
654,Bertuğ Yıldırım,ST,2023-2024,21.0,Rennes,Ligue 1,Complete Forward
658,Duván Zapata,ST,2023-2024,32.0,2 Teams,Serie A,Poacher
661,Joshua Zirkzee,ST,2023-2024,22.0,Bologna,Serie A,Poacher
662,Simon Zoller,ST,2023-2024,32.0,Bochum,Bundesliga,Complete Forward
21,Selim Amallah,SS,2023-2024,26.0,Valencia,La Liga,False Nine
71,Lucas Beltrán,SS,2023-2024,22.0,Fiorentina,Serie A,False Nine
92,Badredine Bouanani,SS,2023-2024,18.0,Nice,Ligue 1,Second Striker
110,Maxime Busi,SS,2023-2024,23.0,Reims,Ligue 1,False Nine
111,Rémy Cabella,SS,2023-2024,33.0,Lille,Ligue 1,False Nine
114,Nicolò Cambiaghi,SS,2023-2024,22.0,Empoli,Serie A,False Nine
116,Matteo Cancellieri,SS,2023-2024,21.0,Empoli,Serie A,False Nine
131,Fares Chaïbi,SS,2023-2024,20.0,2 Teams,2 Comps,False Nine
142,Ángel Correa,SS,2023-2024,28.0,Atlético Madrid,La Liga,False Nine
157,Charles De Ketelaere,SS,2023-2024,22.0,Atalanta,Serie A,False Nine
169,Brahim Díaz,SS,2023-2024,23.0,Real Madrid,La Liga,False Nine
180,Jamie Donley,SS,2023-2024,18.0,Tottenham,Premier League,False Nine
191,Paulo Dybala,SS,2023-2024,29.0,Roma,Serie A,False Nine
192,George Earthy,SS,2023-2024,18.0,West Ham,Premier League,Second Striker
208,João Félix,SS,2023-2024,23.0,2 Teams,La Liga,False Nine
224,Gianluca Gaetano,SS,2023-2024,23.0,Cagliari,Serie A,False Nine
226,Kévin Gameiro,SS,2023-2024,36.0,Strasbourg,Ligue 1,False Nine
249,Antoine Griezmann,SS,2023-2024,32.0,Atlético Madrid,La Liga,False Nine
297,João Pedro,SS,2023-2024,21.0,Brighton,Premier League,Second Striker
303,Diogo Jota,SS,2023-2024,26.0,Liverpool,Premier League,Second Striker
358,Ademola Lookman,SS,2023-2024,25.0,Atalanta,Serie A,Second Striker
395,Sven Michel,SS,2023-2024,33.0,Augsburg,Bundesliga,Second Striker
412,Dany Mota,SS,2023-2024,25.0,Monza,Serie A,False Nine
427,Iliman Ndiaye,SS,2023-2024,23.0,Marseille,Ligue 1,False Nine
440,Christopher Nkunku,SS,2023-2024,25.0,Chelsea,Premier League,False Nine
444,Randy Nteka,SS,2023-2024,25.0,Rayo Vallecano,La Liga,False Nine
455,Masaya Okugawa,SS,2023-2024,27.0,Augsburg,Bundesliga,False Nine
465,Gaetano Oristanio,SS,2023-2024,20.0,Cagliari,Serie A,False Nine
499,Portu,SS,2023-2024,31.0,2 Teams,La Liga,False Nine
555,Jérémy Sebas,SS,2023-2024,20.0,Strasbourg,Ligue 1,Second Striker
594,Loum Tchaouna,SS,2023-2024,19.0,Salernitana,Serie A,Second Striker
596,Martin Terrier,SS,2023-2024,26.0,Rennes,Ligue 1,Second Striker
598,Florian Thauvin,SS,2023-2024,30.0,Udinese,Serie A,Second Striker
611,Óscar Trejo,SS,2023-2024,35.0,Rayo Vallecano,La Liga,Second Striker
647,Nick Woltemade,SS,2023-2024,21.0,Werder Bremen,Bundesliga,Second Striker
657,Nicolò Zaniolo,SS,2023-2024,24.0,Aston Villa,Premier League,Second Striker
663,Lovro Zvonarek,SS,2023-2024,18.0,Bayern Munich,Bundesliga,Second Striker
