,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Live,Dead,Sw,Crs,TI,CK,xG,npxG,xA,G-xG,Sh,SoT,Sh Dist,FK,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att.1,Cmp%,KP,1/3,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%
291,Janik Haberer,CM,2023-2024,29,Germany,Union Berlin,Bundesliga,21,1221,13.6,14,7,275.0,1136.0,9.0,0.0,17.0,5.0,1.5,1.2,0.2,0.05,3.0,0.0,1.0,2.0,412.0,553.0,74.5,10.0,28.0,6,5.0,47.0,6596,1785.0,218.0,263,82.9,147,186,66.0,48.5,705.0,26,162,372.0,176,17,705.0
292,Ianis Hagi,AM,2023-2024,24,Romania,Alavés,La Liga,22,804,8.9,8,14,224.0,1175.0,13.0,2.0,13.0,13.0,4.8,1.8,-2.0,0.08,8.0,4.0,2.0,2.0,194.0,301.0,64.5,24.0,21.0,12,4.0,32.0,3661,1189.0,100.0,119,84.0,61,93,65.0,47.7,405.0,2,32,162.0,222,25,404.0
293,Amadou Haidara,CM,2023-2024,25,Mali,RB Leipzig,Bundesliga,21,1526,17.0,19,2,466.0,2024.0,10.0,2.0,12.0,9.0,2.7,1.6,0.9,0.05,9.0,0.0,1.0,3.0,694.0,825.0,84.1,17.0,95.0,19,1.0,97.0,11528,4135.0,324.0,372,87.1,310,350,63.0,71.4,1007.0,52,219,632.0,161,12,1007.0
294,Gustavo Hamer,CM,2023-2024,26,Netherlands,Sheffield Utd,Premier League,36,2910,32.3,34,2,621.0,3307.0,26.0,13.0,37.0,17.0,9.1,4.6,1.0,0.06,13.0,6.0,6.0,10.0,754.0,1102.0,68.4,70.0,94.0,37,7.0,135.0,12591,4875.0,371.0,449,82.6,266,346,222.0,36.0,1402.0,63,285,648.0,485,44,1402.0
295,Genki Haraguchi,CM,2023-2024,32,Japan,Stuttgart,Bundesliga,2,27,0.3,0,2,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,77.8,0.0,2.0,0,0.0,3.0,205,53.0,8.0,9,88.9,5,5,3.0,33.3,21.0,2,5,14.0,2,1,21.0
296,Amine Harit,AM,2023-2024,26,Morocco,Marseille,Ligue 1,28,1821,20.2,21,7,969.0,6200.0,69.0,11.0,43.0,37.0,7.4,3.6,-2.7,0.11,8.0,1.0,2.0,3.0,815.0,966.0,84.4,39.0,86.0,33,5.0,127.0,12457,3325.0,404.0,449,90.0,311,351,88.0,55.7,1184.0,13,113,573.0,515,64,1184.0
297,Luke Harris,AM,2023-2024,18,Wales,Fulham,Premier League,1,75,0.8,0,1,9.0,39.0,1.0,0.0,0.0,0.0,0.3,0.0,-0.3,0.28,1.0,0.0,0.0,0.0,11.0,14.0,78.6,0.0,0.0,1,0.0,1.0,172,14.0,5.0,8,62.5,4,4,1.0,100.0,19.0,1,8,6.0,5,1,19.0
298,Jack Harrison,RM,2023-2024,26,England,Everton,Premier League,29,2214,24.6,25,4,539.0,3250.0,31.0,14.0,68.0,41.0,7.0,3.3,-0.6,0.11,9.0,1.0,3.0,6.0,409.0,631.0,64.8,28.0,37.0,34,11.0,62.0,5825,2378.0,243.0,291,83.5,127,195,73.0,31.5,935.0,36,167,338.0,445,59,935.0
299,Abdou Harroui,AM,2023-2024,25,Netherlands,Frosinone,Serie A,18,1019,11.3,13,5,308.0,2227.0,31.0,8.0,28.0,7.0,4.3,1.4,-0.3,0.07,11.0,0.0,3.0,6.0,303.0,383.0,79.1,16.0,29.0,12,4.0,38.0,4174,1016.0,186.0,216,86.1,84,106,25.0,60.0,564.0,11,79,276.0,220,32,563.0
300,Liam Henderson,CM,2023-2024,27,Scotland,Empoli,Serie A,1,5,0.1,0,1,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,0.0,0,0.0,0.0,40,0.0,1.0,2,50.0,1,1,2.0,0.0,5.0,0,0,4.0,1,0,5.0
301,Matheus Henrique,DM,2023-2024,25,Brazil,Sassuolo,Serie A,31,2501,27.8,27,4,753.0,5115.0,34.0,5.0,40.0,20.0,3.9,1.6,-0.3,0.12,7.0,0.0,2.0,4.0,831.0,1017.0,81.7,36.0,90.0,22,3.0,94.0,15414,5187.0,331.0,389,85.1,376,425,157.0,65.0,1234.0,67,263,686.0,302,23,1234.0
302,Ander Herrera,DM,2023-2024,33,Spain,Athletic Club,La Liga,23,1030,11.4,10,13,477.0,1767.0,21.0,0.0,6.0,6.0,1.9,1.9,-0.7,0.05,2.0,0.0,3.0,3.0,643.0,756.0,85.1,12.0,67.0,17,3.0,94.0,10056,2855.0,337.0,369,91.3,234,271,71.0,62.0,903.0,37,171,525.0,220,13,903.0
303,Yangel Herrera,CM,2023-2024,25,Venezuela,Girona,La Liga,29,2107,23.4,27,2,804.0,3745.0,32.0,4.0,48.0,50.0,7.3,1.9,0.1,0.09,18.0,0.0,0.0,5.0,972.0,1137.0,85.5,18.0,79.0,15,7.0,92.0,14545,3393.0,553.0,608,91.0,320,377,88.0,67.0,1452.0,67,331,793.0,339,68,1452.0
304,Adam Hložek,AM,2023-2024,21,Czech Republic,Leverkusen,Bundesliga,23,459,5.1,5,18,135.0,812.0,9.0,5.0,10.0,13.0,4.0,1.2,-1.1,0.17,6.0,0.0,3.0,5.0,123.0,152.0,80.9,9.0,5.0,2,0.0,13.0,1739,280.0,78.0,88,88.6,34,42,8.0,75.0,222.0,4,21,99.0,105,29,222.0
305,Nicolas Höfler,CM,2023-2024,33,Germany,Freiburg,Bundesliga,28,2330,25.9,26,2,661.0,3259.0,11.0,0.0,19.0,20.0,1.1,0.7,0.3,0.04,1.0,0.0,1.0,2.0,985.0,1153.0,85.4,9.0,82.0,6,0.0,94.0,16479,4636.0,426.0,492,86.6,468,515,81.0,72.8,1386.0,112,417,805.0,175,20,1386.0
306,Jonas Hofmann,AM,2023-2024,31,Germany,Leverkusen,Bundesliga,32,2204,24.5,26,6,895.0,4657.0,50.0,13.0,34.0,17.0,14.1,8.3,-0.9,0.1,25.0,0.0,7.0,12.0,1214.0,1530.0,79.3,78.0,71.0,41,5.0,119.0,18608,4146.0,700.0,795,88.1,361,437,183.0,56.3,1718.0,3,122,676.0,928,110,1718.0
307,Fabian Holland,CM,2023-2024,33,Germany,Darmstadt 98,Bundesliga,23,1835,20.4,23,0,585.0,2669.0,12.0,1.0,22.0,9.0,2.1,1.4,-0.6,0.06,3.0,1.0,2.0,2.0,720.0,919.0,78.3,17.0,84.0,9,2.0,87.0,13141,4204.0,307.0,349,88.0,313,361,162.0,54.3,1111.0,54,291,619.0,209,18,1111.0
308,Martin Hongla,CM,2023-2024,25,Cameroon,Granada,La Liga,28,1646,18.3,18,10,514.0,2656.0,12.0,1.0,16.0,6.0,0.4,0.2,-0.3,0.05,1.0,0.0,0.0,0.0,628.0,757.0,83.0,9.0,58.0,1,0.0,73.0,12028,3197.0,222.0,252,88.1,317,354,122.0,63.1,897.0,54,260,560.0,87,2,897.0
309,Pierre Højbjerg,CM,2023-2024,27,Denmark,Tottenham,Premier League,36,1311,14.6,8,28,1012.0,4237.0,25.0,2.0,20.0,9.0,1.9,1.5,-0.7,0.04,6.0,3.0,0.0,0.0,1234.0,1415.0,87.2,9.0,160.0,12,1.0,134.0,20132,7286.0,652.0,718,90.8,440,480,142.0,70.4,1585.0,63,377,913.0,310,16,1585.0
310,Will Hughes,CM,2023-2024,28,England,Crystal Palace,Premier League,30,1891,21.0,23,7,463.0,1931.0,14.0,0.0,22.0,27.0,1.5,1.8,-0.3,0.04,3.0,0.0,1.0,1.0,731.0,878.0,83.3,21.0,71.0,16,2.0,76.0,10742,3108.0,389.0,436,89.2,281,317,62.0,43.5,1094.0,45,228,657.0,219,15,1094.0
311,Denis Huseinbasic,DM,2023-2024,22,Bosnia and Herzegovina,Köln,Bundesliga,26,1627,18.1,18,8,547.0,3256.0,30.0,3.0,19.0,19.0,1.0,0.7,-0.3,0.03,3.0,0.0,3.0,3.0,674.0,791.0,85.2,16.0,68.0,9,2.0,93.0,11058,2909.0,324.0,364,89.0,287,310,74.0,62.2,949.0,36,214,550.0,203,13,949.0
312,Pablo Ibáñez,CM,2023-2024,24,Spain,Osasuna,La Liga,33,1152,12.8,12,21,318.0,1978.0,20.0,4.0,19.0,10.0,3.5,1.1,-1.3,0.08,7.0,0.0,2.0,3.0,343.0,452.0,75.9,12.0,41.0,10,2.0,67.0,5502,1476.0,163.0,208,78.4,147,172,40.0,55.0,621.0,20,85,304.0,241,45,621.0
313,Ivan Ilić,CM,2023-2024,22,Serbia,Torino,Serie A,31,2098,23.3,25,6,849.0,5039.0,32.0,1.0,31.0,15.0,7.1,4.6,0.9,0.08,11.0,6.0,2.0,5.0,1101.0,1336.0,82.4,47.0,107.0,24,6.0,138.0,18346,5282.0,493.0,545,90.5,479,548,155.0,54.2,1548.0,52,259,933.0,366,22,1548.0
314,Gino Infantino,RM,2023-2024,20,Argentina,Fiorentina,Serie A,6,96,1.1,0,6,41.0,138.0,1.0,0.0,1.0,4.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,39.0,46.0,84.8,1.0,4.0,0,0.0,7.0,617,140.0,24.0,26,92.3,12,14,3.0,100.0,59.0,0,5,39.0,15,1,59.0
315,Bonke Innocent,DM,2023-2024,27,Nigeria,Lorient,Ligue 1,4,210,2.3,3,1,86.0,362.0,2.0,0.0,2.0,1.0,0.1,0.1,0.0,0.02,1.0,0.0,0.0,0.0,91.0,96.0,94.8,2.0,12.0,0,0.0,13.0,1467,387.0,44.0,46,95.7,40,42,4.0,100.0,120.0,3,24,80.0,16,2,120.0
316,Tim Iroegbunam,CM,2023-2024,20,England,Aston Villa,Premier League,9,164,1.8,1,8,41.0,222.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,55.0,92.7,0.0,1.0,0,0.0,1.0,704,229.0,30.0,31,96.8,19,20,0.0,0.0,79.0,5,27,46.0,8,0,79.0
317,Isco,CM,2023-2024,31,Spain,Betis,La Liga,29,2326,25.8,28,1,1172.0,7904.0,85.0,11.0,79.0,67.0,14.7,6.4,-0.7,0.11,24.0,4.0,5.0,13.0,1201.0,1502.0,80.0,81.0,130.0,58,7.0,216.0,19453,6247.0,634.0,699,90.7,371,442,239.0,56.1,1847.0,8,123,951.0,800,80,1845.0
318,Jérémy Jacquet,MF,2023-2024,18,France,Rennes,Ligue 1,1,5,0.1,0,1,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,0.0,0.0,0,0.0,0.0,87,36.0,1.0,2,50.0,2,2,1.0,100.0,7.0,0,3,4.0,0,0,7.0
319,Lee Jae-sung,AM,2023-2024,30,South Korea,Mainz 05,Bundesliga,29,2113,23.5,24,5,506.0,2304.0,17.0,4.0,42.0,22.0,8.3,2.2,1.1,0.13,13.0,0.0,3.0,9.0,605.0,777.0,77.9,32.0,61.0,10,2.0,82.0,8558,2153.0,350.0,416,84.1,193,244,50.0,56.0,1036.0,32,147,533.0,363,83,1036.0
320,Filip Jagiełło,CM,2023-2024,25,Poland,Genoa,Serie A,2,33,0.4,0,2,16.0,102.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,0.0,0.0,0,0.0,2.0,287,13.0,5.0,5,100.0,9,9,2.0,50.0,20.0,2,6,8.0,7,0,20.0
321,Kristijan Jakić,DM,2023-2024,26,Croatia,2 Teams,Bundesliga,18,1251,13.9,14,4,362.0,1787.0,10.0,3.0,9.0,16.0,1.0,0.9,1.2,0.06,5.0,0.0,1.0,3.0,489.0,614.0,79.6,8.0,47.0,8,0.0,67.0,8437,2940.0,208.0,250,83.2,222,260,66.0,63.6,751.0,35,179,449.0,129,14,751.0
322,Ablie Jallow,RM,2023-2024,24,Gambia,Metz,Ligue 1,17,918,10.2,10,7,324.0,2436.0,27.0,3.0,21.0,14.0,3.0,0.7,0.8,0.07,6.0,1.0,2.0,5.0,248.0,318.0,78.0,12.0,22.0,10,0.0,42.0,4487,1116.0,112.0,138,81.2,97,120,46.0,65.2,419.0,4,56,226.0,151,15,418.0
323,Vitaly Janelt,CM,2023-2024,25,Germany,Brentford,Premier League,38,3054,33.9,37,1,893.0,3559.0,25.0,3.0,27.0,10.0,6.5,3.7,-0.8,0.08,7.0,0.0,3.0,4.0,1088.0,1398.0,77.8,37.0,107.0,32,15.0,123.0,17534,5211.0,579.0,666,86.9,394,496,156.0,53.8,1703.0,115,513,772.0,437,72,1703.0
324,Jakub Jankto,DM,2023-2024,27,Czech Republic,Cagliari,Serie A,18,872,9.7,13,5,166.0,773.0,10.0,2.0,12.0,3.0,2.0,0.4,-0.5,0.12,5.0,0.0,2.0,3.0,161.0,253.0,63.6,6.0,18.0,4,0.0,26.0,2654,805.0,79.0,91,86.8,61,101,44.0,34.1,338.0,21,77,141.0,122,21,338.0
325,Mikel Jauregizar,AM,2023-2024,19,Spain,Athletic Club,La Liga,7,151,1.7,1,6,48.0,220.0,1.0,0.0,4.0,4.0,0.2,0.1,0.0,0.02,0.0,0.0,0.0,0.0,56.0,79.0,70.9,2.0,5.0,1,0.0,5.0,841,232.0,29.0,37,78.4,23,27,10.0,30.0,101.0,3,20,43.0,38,0,101.0
326,Danley Jean-Jacques,CM,2023-2024,23,Haiti,Metz,Ligue 1,33,2682,29.8,30,3,666.0,3763.0,28.0,8.0,31.0,13.0,3.5,0.6,-2.9,0.08,5.0,0.0,0.0,0.0,572.0,743.0,77.0,10.0,62.0,6,1.0,84.0,10280,2937.0,250.0,307,81.4,235,277,120.0,59.2,1029.0,66,262,578.0,205,29,1029.0
327,Mathias Jensen,CM,2023-2024,27,Denmark,Brentford,Premier League,32,2204,24.5,27,5,641.0,2961.0,17.0,3.0,31.0,18.0,4.7,4.8,2.3,0.05,7.0,3.0,3.0,6.0,875.0,1202.0,72.8,41.0,88.0,41,11.0,123.0,17423,6338.0,362.0,423,85.6,337,439,268.0,56.7,1440.0,48,288,689.0,475,21,1440.0
328,Joelinton,CM,2023-2024,26,Brazil,Newcastle Utd,Premier League,20,1279,14.2,15,5,435.0,2141.0,24.0,6.0,22.0,28.0,5.9,1.1,-1.1,0.16,7.0,0.0,1.0,3.0,524.0,627.0,83.6,23.0,38.0,9,0.0,56.0,7295,1898.0,312.0,350,89.1,166,191,25.0,76.0,808.0,37,152,410.0,253,38,808.0
329,Curtis Jones,CM,2023-2024,22,England,Liverpool,Premier League,23,1167,13.0,14,9,624.0,3297.0,25.0,7.0,15.0,33.0,3.3,1.1,-1.6,0.14,5.0,0.0,1.0,2.0,707.0,776.0,91.1,11.0,64.0,14,1.0,74.0,10366,2136.0,405.0,428,94.6,257,278,30.0,73.3,915.0,24,127,509.0,287,38,915.0
330,Frenkie de Jong,CM,2023-2024,26,Netherlands,Barcelona,La Liga,20,1634,18.2,20,0,1207.0,7284.0,52.0,3.0,14.0,17.0,2.9,4.9,1.3,0.1,4.0,0.0,0.0,2.0,1542.0,1674.0,92.1,21.0,187.0,34,7.0,168.0,23581,7114.0,872.0,905,96.4,558,608,104.0,76.9,1840.0,69,359,1139.0,355,18,1840.0
331,Joan Jordán,CM,2023-2024,29,Spain,Sevilla,La Liga,8,380,4.2,4,4,138.0,573.0,2.0,0.0,5.0,3.0,0.2,0.1,-0.2,0.03,1.0,1.0,0.0,0.0,212.0,243.0,87.2,2.0,34.0,1,0.0,32.0,3715,1165.0,101.0,109,92.7,86,94,24.0,83.3,279.0,6,47,175.0,59,3,279.0
332,Jordi,LM,2023-2024,22,Spain,Getafe,La Liga,13,573,6.4,5,8,180.0,797.0,14.0,2.0,12.0,9.0,1.8,0.4,-1.3,0.18,3.0,0.0,0.0,0.0,150.0,242.0,62.0,7.0,13.0,2,1.0,14.0,2237,608.0,89.0,112,79.5,50,88,21.0,33.3,336.0,7,50,155.0,134,14,336.0
333,Jorginho,CM,2023-2024,31,Italy,Arsenal,Premier League,24,921,10.2,10,14,521.0,1941.0,11.0,0.0,5.0,4.0,1.5,2.1,-0.1,0.02,0.0,0.0,2.0,2.0,699.0,785.0,89.0,10.0,81.0,25,1.0,101.0,11386,3439.0,360.0,380,94.7,280,310,59.0,76.3,871.0,25,154,479.0,239,5,871.0
334,Kamil Jóźwiak,LM,2023-2024,25,Poland,Granada,La Liga,11,571,6.3,7,4,141.0,988.0,10.0,2.0,15.0,10.0,1.3,0.6,-0.1,0.03,1.0,0.0,1.0,1.0,128.0,180.0,71.1,5.0,9.0,11,1.0,21.0,1844,495.0,70.0,87,80.5,44,61,13.0,46.2,238.0,10,42,108.0,93,14,238.0
335,Hamed Junior Traorè,CM,2023-2024,23,Ivory Coast,Bournemouth,Premier League,12,429,4.8,5,7,169.0,1042.0,9.0,3.0,9.0,8.0,0.2,0.4,-1.0,0.08,5.0,0.0,0.0,0.0,185.0,223.0,83.0,9.0,21.0,8,1.0,24.0,2987,580.0,95.0,107,88.8,58,68,28.0,75.0,284.0,8,46,145.0,100,14,284.0
336,Mohamed Kaba,CM,2023-2024,21,France,Lecce,Serie A,23,1378,15.3,15,8,327.0,1760.0,13.0,3.0,39.0,21.0,2.0,0.8,-1.2,0.08,6.0,0.0,0.0,0.0,349.0,438.0,79.7,13.0,38.0,8,2.0,60.0,5938,1877.0,158.0,190,83.2,159,183,37.0,64.9,609.0,18,114,345.0,162,22,609.0
337,Yaya Kader Fofana,CM,2023-2024,19,Mali,Reims,Ligue 1,4,32,0.4,0,4,18.0,114.0,2.0,0.0,1.0,0.0,0.1,0.0,-0.1,0.03,1.0,0.0,0.0,0.0,12.0,21.0,57.1,0.0,0.0,0,0.0,3.0,143,59.0,8.0,13,61.5,2,3,3.0,0.0,31.0,1,4,12.0,15,4,31.0
338,Florian Kainz,AM,2023-2024,30,Austria,Köln,Bundesliga,33,2197,24.4,29,4,796.0,3853.0,39.0,8.0,27.0,25.0,8.2,4.5,-1.0,0.04,4.0,3.0,4.0,9.0,770.0,1119.0,68.8,53.0,76.0,31,13.0,124.0,14316,4837.0,322.0,379,85.0,328,419,248.0,40.3,1321.0,35,204,645.0,489,34,1316.0
339,Daichi Kamada,AM,2023-2024,26,Japan,Lazio,Serie A,29,1544,17.2,17,12,627.0,3349.0,30.0,18.0,25.0,15.0,4.6,2.1,0.2,0.06,8.0,0.0,2.0,4.0,810.0,921.0,87.9,24.0,70.0,13,1.0,96.0,13045,2683.0,422.0,461,91.5,320,346,71.0,71.8,1109.0,19,171,629.0,316,57,1109.0
340,Boubacar Kamara,CM,2023-2024,23,France,Aston Villa,Premier League,20,1652,18.4,20,0,769.0,3527.0,22.0,1.0,19.0,13.0,1.4,1.4,-0.1,0.03,1.0,0.0,1.0,1.0,922.0,1035.0,89.1,20.0,107.0,12,0.0,83.0,14037,3978.0,521.0,560,93.0,319,344,82.0,68.3,1195.0,50,305,720.0,186,13,1195.0
341,Kevin Kampl,CM,2023-2024,32,Slovenia,RB Leipzig,Bundesliga,26,1363,15.1,14,12,743.0,4144.0,27.0,1.0,15.0,14.0,2.0,1.5,0.8,0.03,1.0,0.0,0.0,1.0,931.0,1019.0,91.4,15.0,67.0,12,3.0,88.0,15489,3486.0,424.0,446,95.1,428,460,76.0,76.3,1132.0,27,183,763.0,200,11,1132.0
342,Yann Karamoh,LM,2023-2024,25,France,Montpellier,Ligue 1,22,446,5.0,2,20,168.0,1263.0,15.0,3.0,24.0,14.0,0.2,0.4,0.0,0.14,4.0,0.0,0.0,1.0,108.0,154.0,70.1,6.0,6.0,4,1.0,8.0,1583,316.0,56.0,76,73.7,39,52,11.0,54.5,230.0,3,19,101.0,116,15,230.0
343,Atakan Karazor,DM,2023-2024,26,Germany,Stuttgart,Bundesliga,33,2623,29.1,31,2,1149.0,4345.0,42.0,0.0,23.0,19.0,3.6,2.5,-1.0,0.05,2.0,0.0,4.0,4.0,1698.0,1900.0,89.4,29.0,138.0,19,3.0,142.0,24791,6910.0,946.0,1027,92.1,637,684,75.0,73.3,2181.0,61,378,1434.0,382,15,2181.0
344,Ayman Kari,AM,2023-2024,18,France,Lorient,Ligue 1,14,893,9.9,12,2,409.0,2706.0,23.0,3.0,21.0,14.0,1.5,1.0,0.4,0.09,3.0,0.0,1.0,2.0,338.0,386.0,87.6,13.0,25.0,12,0.0,37.0,4814,925.0,181.0,204,88.7,118,131,19.0,68.4,508.0,10,103,244.0,174,23,508.0
345,Grigoris Kastanos,AM,2023-2024,25,Cyprus,Salernitana,Serie A,26,1480,16.4,18,8,445.0,2451.0,24.0,5.0,30.0,28.0,5.7,1.5,0.1,0.1,10.0,1.0,3.0,6.0,458.0,650.0,70.5,28.0,52.0,11,2.0,78.0,7578,2346.0,216.0,260,83.1,141,205,105.0,58.1,819.0,15,119,389.0,325,31,819.0
346,Ibrahima Kebe,CM,2023-2024,22,Mali,Girona,La Liga,2,9,0.1,0,2,6.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,0.0,0,0.0,0.0,67,10.0,3.0,6,50.0,2,2,0.0,0.0,13.0,0,6,6.0,2,1,13.0
347,Yassine Kechta,CM,2023-2024,21,Morocco,Le Havre,Ligue 1,32,1849,20.5,21,11,904.0,4854.0,42.0,7.0,24.0,19.0,3.8,1.4,0.4,0.08,9.0,0.0,1.0,3.0,778.0,960.0,81.0,27.0,87.0,11,0.0,122.0,13063,3630.0,347.0,393,88.3,333,387,116.0,54.3,1180.0,32,226,667.0,305,27,1180.0
348,Habib Keita,CM,2023-2024,21,Mali,Clermont Foot,Ligue 1,27,1278,14.2,12,15,629.0,3404.0,21.0,3.0,23.0,15.0,1.3,0.6,0.3,0.03,5.0,0.0,0.0,1.0,591.0,675.0,87.6,10.0,45.0,7,0.0,53.0,11080,2447.0,253.0,287,88.2,253,278,89.0,83.1,878.0,53,215,509.0,159,7,878.0
349,Naby Keïta,CM,2023-2024,28,Guinea,Werder Bremen,Bundesliga,5,109,1.2,1,4,55.0,320.0,1.0,0.0,3.0,1.0,0.1,0.0,-0.1,0.05,0.0,0.0,0.0,0.0,52.0,67.0,77.6,0.0,8.0,2,0.0,13.0,844,293.0,22.0,27,81.5,23,28,8.0,50.0,81.0,1,16,56.0,10,1,81.0
350,Thomas Keller,CM,2023-2024,23,Germany,Heidenheim,Bundesliga,2,2,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,3.0,10.0,3,0.0,0.0,0,1.0,0.0,3,0.0,7,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0
351,Aljoscha Kemlein,CM,2023-2024,18,Germany,Union Berlin,Bundesliga,2,29,0.3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,41.0,31,0.0,0.0,0,1.0,0.0,6,1.0,8,0,0.0,0.0,0.0,0,0,0.0,0,1,0.0
352,Tobias Kempe,CM,2023-2024,34,Germany,Darmstadt 98,Bundesliga,24,1350,15.0,15,9,3.6,1.2,2.5,3.3,-0.6,-1.2,1.0,5.6,3.0,5.0,0.0,9.0,3.0,8.0,48.0,101.0,47.5,314.0,1620.0,696,15.0,12.0,3,28.0,11.0,365,46.0,454,100,2.0,81.0,2.0,55,20,31.0,0,3,13.0
353,Rani Khedira,CM,2023-2024,29,Germany,Union Berlin,Bundesliga,20,1343,14.9,18,2,0.4,0.4,0.5,0.5,-0.4,-0.4,1.0,33.3,0.0,0.0,0.0,15.0,1.0,17.0,19.0,45.0,42.2,196.0,994.0,296,6.0,5.0,0,12.0,9.0,265,15.0,436,12,3.0,6.0,0.0,0,0,0.0,0,2,12.0
354,Joshua Kimmich,DM,2023-2024,28,Germany,Bayern Munich,Bundesliga,28,2176,24.2,27,1,1.1,1.1,9.3,8.3,-0.1,-0.1,7.0,28.0,1.0,7.0,0.0,25.0,5.0,26.0,187.0,320.0,58.4,1478.0,8366.0,3739,56.0,66.0,4,19.0,16.0,1821,114.0,1983,273,15.0,195.0,77.0,121,41,57.0,2,11,20.0
355,Davy Klaassen,CM,2023-2024,30,Netherlands,Inter,Serie A,13,206,2.3,1,12,0.1,0.1,0.2,0.3,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,85.7,47.0,194.0,37,1.0,0.0,1,5.0,0.0,68,5.0,94,1,1.0,0.0,0.0,0,0,0.0,0,0,2.0
356,Justin Kluivert,AM,2023-2024,24,Netherlands,Bournemouth,Premier League,32,1916,21.3,26,6,6.2,6.2,1.6,8.1,0.8,0.8,20.0,35.7,7.0,8.0,0.0,5.0,11.0,8.0,18.0,32.0,56.3,414.0,2930.0,1644,65.0,37.0,35,50.0,30.0,442,114.0,399,18,3.0,29.0,7.0,2,0,0.0,1,4,19.0
357,Ansgar Knauff,AM,2023-2024,21,Germany,Eint Frankfurt,Bundesliga,31,2109,23.4,24,7,5.7,5.7,2.7,8.0,1.3,1.3,13.0,35.1,7.0,9.0,0.0,17.0,10.0,17.0,26.0,60.0,43.3,540.0,3559.0,1891,77.0,34.0,38,44.0,26.0,611,164.0,684,57,1.0,46.0,55.0,0,0,0.0,0,6,44.0
358,Koke,DM,2023-2024,31,Spain,Atlético Madrid,La Liga,35,2493,27.7,32,3,0.4,0.4,3.0,4.1,-0.4,-0.4,2.0,20.0,0.0,4.0,0.0,27.0,7.0,36.0,174.0,242.0,71.9,1474.0,6016.0,2872,26.0,32.0,1,21.0,20.0,1899,26.0,2183,67,31.0,11.0,2.0,1,0,1.0,0,13,19.0
359,Luca Koleosho,LM,2023-2024,18,Italy,Burnley,Premier League,15,974,10.8,13,2,2.0,2.0,1.1,3.3,-1.0,-1.0,5.0,21.7,1.0,2.0,0.0,2.0,0.0,2.0,2.0,9.0,22.2,299.0,2603.0,1383,53.0,37.0,29,22.0,14.0,313,82.0,267,6,0.0,23.0,4.0,0,0,0.0,0,1,16.0
360,Mert Kömür,AM,2023-2024,18,Germany,Augsburg,Bundesliga,4,118,1.3,1,3,0.2,0.2,0.1,0.2,0.8,0.8,1.0,50.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,100.0,29.0,208.0,135,7.0,5.0,1,2.0,2.0,33,9.0,33,1,0.0,1.0,1.0,0,0,0.0,0,0,1.0
361,Geoffrey Kondogbia,DM,2023-2024,30,Central African Republic,Marseille,Ligue 1,26,1463,16.3,15,11,0.4,0.4,1.0,0.9,-0.4,-0.4,1.0,12.5,0.0,0.0,0.0,18.0,5.0,13.0,72.0,108.0,66.7,859.0,3975.0,1544,7.0,13.0,0,20.0,14.0,792,25.0,935,11,10.0,2.0,1.0,1,0,0.0,0,6,7.0
362,Amadou Koné,CM,2023-2024,18,Mali,Reims,Ligue 1,16,475,5.3,4,12,0.3,0.3,0.1,0.4,-0.3,-0.3,1.0,16.7,0.0,0.0,0.0,11.0,0.0,6.0,23.0,28.0,82.1,224.0,1213.0,443,2.0,5.0,0,9.0,4.0,197,2.0,251,3,2.0,1.0,0.0,0,0,0.0,0,2,5.0
