Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,Pass Cmp,Pass Att,Pass Cmp%,KP,Pass Final 3rd,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Lng Cmp,Lng Att,Lng Cmp%,Carries,TotDist,PrgDist,PrgC,Carries Final 3rd,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Challenges,Ch Att,Chl%,Ch Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
11,Abner,2022-2023,22,br BRA,Betis,es La Liga,13,607,6.7,7,6,8,0,0,0,252,351,71.8,2,18,3,1,16,3886,1578,130,149,87.2,94,134,70.1,16,42,38.1,203,854,469,8,7,4,10,4,232,25,425,25,128,189,113,11,425,12,9,9,2,1,7,16,43.8,9,8,2,6,8,20,24,0,9,16,36,DF
12,Abner,2023-2024,23,br BRA,Betis,es La Liga,23,1400,15.6,15,8,10,0,1,1,615,797,77.2,8,20,7,2,33,9211,4552,351,394,89.1,203,265,76.6,37,79,46.8,447,1802,949,14,10,5,18,11,502,58,966,72,344,405,226,28,966,25,19,15,9,1,17,34,50,17,23,5,18,15,40,62,0,14,10,58.3,DF
13,Abner,2024-2025,24,br BRA,Lyon,fr Ligue 1,19,1090,12.1,12,7,13,1,1,2,568,675,84.1,11,45,11,2,66,8355,3494,335,366,91.5,181,210,86.2,33,55,60,426,1926,1239,31,16,5,14,8,513,55,791,40,207,361,225,22,791,29,20,12,10,7,21,32,65.6,11,15,2,13,5,34,41,0,7,9,43.8,DF
14,Abdel Abqar,2023-2024,24,ma MAR,Alavés,es La Liga,27,2312,25.7,27,0,4,0,0,0,553,762,72.6,3,61,2,0,49,12370,4872,141,164,86,302,339,89.1,99,225,44,492,2460,1418,7,6,0,15,1,499,1,1032,191,570,422,42,21,1032,35,19,28,5,2,21,35,60,14,31,26,5,23,58,115,0,39,36,52,DF
15,Abdel Abqar,2024-2025,25,ma MAR,Alavés,es La Liga,29,2463,27.4,29,0,0,0,1,1,719,939,76.6,8,67,10,2,79,16039,5771,180,194,92.8,421,460,91.5,114,258,44.2,632,3531,2013,16,7,0,18,3,650,4,1251,160,659,545,58,25,1251,36,23,24,11,1,20,34,58.8,14,28,18,10,39,75,146,1,40,35,53.3,DF
16,Francesco Acerbi,2022-2023,34,it ITA,Inter,it Serie A,31,2425,26.9,25,6,3,0,2,2,1455,1644,88.5,16,86,14,3,100,27034,8090,545,594,91.8,737,802,91.9,149,202,73.8,1041,5108,2867,39,33,2,13,7,1252,32,1890,226,858,880,167,27,1890,33,19,22,7,4,20,27,74.1,7,25,18,7,41,74,85,2,78,42,65,DF
17,Francesco Acerbi,2023-2024,35,it ITA,Inter,it Serie A,29,2388,26.5,26,3,2,3,1,4,1615,1781,90.7,7,58,5,2,87,29326,9174,601,650,92.5,856,908,94.3,132,179,73.7,1211,5779,3081,21,11,0,4,1,1446,24,1977,219,941,946,98,25,1977,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,70,37,65.4,DF
18,Francesco Acerbi,2024-2025,36,it ITA,Inter,it Serie A,23,1710,19,20,3,7,0,1,1,1200,1297,92.5,9,59,8,5,62,22280,6158,406,434,93.5,697,727,95.9,83,106,78.3,915,4177,2128,19,20,1,7,2,1101,22,1484,139,648,733,108,20,1484,23,19,16,7,0,11,17,64.7,6,22,16,6,26,49,81,0,61,30,67,DF
19,Joshua Acheampong,2024-2025,18,eng ENG,Chelsea,eng Premier League,4,170,1.9,2,2,19,0,0,0,104,124,83.9,0,6,0,0,8,2025,705,29,32,90.6,63,68,92.6,11,20,55,106,709,409,0,2,0,2,0,111,0,137,7,48,81,8,3,137,2,1,2,0,0,2,2,100,0,1,0,1,1,3,2,0,1,6,14.3,DF
20,Marcos Acuña,2022-2023,30,ar ARG,Sevilla,es La Liga,30,1912,21.2,21,9,0,3,2,5,970,1307,74.2,38,71,38,19,102,18018,6997,446,499,89.4,380,491,77.4,128,260,49.2,823,4070,2178,49,43,5,29,20,903,94,1523,69,406,670,467,26,1523,57,36,34,17,6,30,42,71.4,12,16,5,11,23,80,36,0,30,18,62.5,DF
21,Marcos Acuña,2023-2024,31,ar ARG,Sevilla,es La Liga,21,1292,14.4,18,3,2,1,2,3,628,847,74.1,23,52,19,12,59,12126,4928,260,297,87.5,262,328,79.9,94,183,51.4,473,2266,1224,23,20,4,20,16,546,42,984,33,270,476,253,10,984,33,21,20,12,1,9,14,64.3,5,12,2,10,4,37,25,0,13,11,54.2,DF
22,Tosin Adarabioyo,2022-2023,24,eng ENG,Fulham,eng Premier League,25,2085,23.2,23,2,13,1,0,1,1066,1300,82,6,96,7,0,95,22623,8478,265,307,86.3,653,735,88.8,136,223,61,834,4470,2733,16,12,1,4,4,975,3,1545,231,776,735,47,19,1545,30,13,22,6,2,16,23,69.6,7,20,15,5,26,56,140,1,59,26,69.4,DF
23,Tosin Adarabioyo,2023-2024,25,eng ENG,Fulham,eng Premier League,20,1617,18,18,2,2,2,0,2,1028,1216,84.5,2,47,2,0,62,21010,7956,277,307,90.2,627,699,89.7,115,177,65,817,4560,2661,10,12,1,4,4,1009,5,1390,181,713,631,48,29,1390,21,11,16,5,0,12,21,57.1,9,16,11,5,25,46,80,0,56,28,66.7,DF
24,Tosin Adarabioyo,2024-2025,26,eng ENG,Chelsea,eng Premier League,22,1409,15.7,15,7,16,1,1,2,1079,1184,91.1,1,62,1,0,42,19805,7144,406,425,95.5,603,636,94.8,66,109,60.6,777,3207,1809,5,2,0,4,0,1000,1,1330,175,630,674,27,14,1330,17,13,11,6,0,8,12,66.7,4,9,7,2,11,28,80,0,42,28,60,DF
25,Nathaniel Adjei,2023-2024,20,gh GHA,Lorient,fr Ligue 1,15,1243,13.8,14,1,0,0,0,0,578,669,86.4,3,38,1,0,34,10635,4097,216,246,87.8,294,323,91,52,73,71.2,554,3506,1609,10,12,0,12,5,511,4,811,94,374,397,46,10,811,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,30,22,57.7,DF
26,Emmanuel Agbadou,2022-2023,25,ci CIV,Reims,fr Ligue 1,29,2388,26.5,27,2,0,0,3,3,1281,1493,85.8,13,112,15,1,131,27077,9413,360,413,87.2,705,764,92.3,202,284,71.1,1287,7671,3866,15,19,2,23,13,1087,8,1798,213,851,877,87,21,1798,71,49,53,16,2,42,65,64.6,23,30,14,16,32,103,107,3,60,36,62.5,DF
27,Emmanuel Agbadou,2023-2024,26,ci CIV,Reims,fr Ligue 1,32,2596,28.8,29,3,1,1,1,2,1599,1838,87,12,172,5,1,179,32774,10984,476,525,90.7,855,926,92.3,240,343,70,1582,10223,5460,42,26,2,24,23,1405,19,2198,237,820,1233,165,32,2198,65,41,38,23,4,44,64,68.8,20,47,25,22,55,120,116,1,45,32,58.4,DF
28,Emmanuel Agbadou,2024-2025,27,ci CIV,2 Teams,2 Comps,30,2670,29.7,30,0,0,1,0,1,1665,1923,86.6,12,111,5,1,108,33865,13165,569,615,92.5,866,918,94.3,217,355,61.1,1379,7083,3726,16,13,0,15,10,1497,2,2252,368,1214,978,73,11,2252,55,36,40,12,3,32,46,69.6,14,41,26,15,31,86,154,1,44,31,58.7,DF
29,Felix Agu,2022-2023,22,ng NGA,Werder Bremen,de Bundesliga,3,49,0.5,0,3,9,0,0,0,16,25,64,1,1,1,0,2,299,144,4,5,80,9,10,90,2,6,33.3,19,165,24,0,2,0,1,2,19,2,33,1,7,13,14,2,33,1,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,1,1,50,"DF,FW"
30,Felix Agu,2023-2024,23,ng NGA,Werder Bremen,de Bundesliga,24,1614,17.9,19,5,5,0,0,0,488,669,72.9,7,18,16,7,32,7657,2921,246,292,84.2,203,253,80.2,27,67,40.3,460,2297,1223,32,16,7,32,10,495,90,886,61,302,363,229,24,886,45,29,28,13,4,29,41,70.7,12,27,7,20,13,58,41,0,15,24,38.5,"DF,MF"
31,Felix Agu,2024-2025,24,ng NGA,Werder Bremen,de Bundesliga,22,1751,19.5,21,1,2,3,0,3,655,822,79.7,20,36,22,12,43,10350,3456,336,379,88.7,244,298,81.9,50,81,61.7,545,2589,1278,33,12,8,33,12,605,105,1045,48,315,465,270,37,1045,30,14,12,14,4,12,23,52.2,11,27,9,18,21,51,48,0,21,30,41.2,DF
32,Nayef Aguerd,2022-2023,26,ma MAR,West Ham,eng Premier League,18,1595,17.7,17,1,3,2,0,2,599,763,78.5,6,37,4,0,25,12203,5332,224,244,91.8,287,335,85.7,82,169,48.5,523,2127,1137,2,1,0,8,7,564,4,949,161,563,358,35,23,949,27,18,18,8,1,13,20,65,7,26,24,2,18,45,79,2,32,31,50.8,DF
33,Nayef Aguerd,2023-2024,27,ma MAR,West Ham,eng Premier League,21,1857,20.6,21,0,4,1,0,1,943,1177,80.1,4,74,2,0,68,19870,8804,335,360,93.1,452,493,91.7,143,297,48.1,861,4211,2388,10,8,0,10,2,912,3,1373,187,709,618,50,21,1373,26,14,19,7,0,16,22,72.7,6,33,24,9,17,43,85,2,48,32,60,DF
34,Nayef Aguerd,2024-2025,28,ma MAR,Real Sociedad,es La Liga,21,1760,19.6,21,0,3,0,0,0,1213,1389,87.3,5,87,3,1,75,23636,8366,438,462,94.8,618,662,93.4,144,229,62.9,1019,6113,3798,26,18,0,7,3,1138,1,1594,132,729,815,53,16,1594,30,24,17,12,1,12,18,66.7,6,21,15,6,13,43,91,0,61,32,65.6,DF
35,Ruben Aguilar,2022-2023,29,fr FRA,Monaco,fr Ligue 1,20,1172,13,14,6,5,0,0,0,696,847,82.2,3,72,11,5,102,10933,4515,352,394,89.3,291,343,84.8,36,68,52.9,637,3256,1501,29,23,3,14,4,573,78,975,44,210,463,305,24,975,19,9,7,7,5,8,22,36.4,14,13,1,12,18,37,28,1,12,14,46.2,DF
36,Ruben Aguilar,2023-2024,30,fr FRA,2 Teams,fr Ligue 1,25,1922,21.4,22,3,5,1,3,4,1044,1282,81.4,26,73,42,14,110,15383,5987,594,666,89.2,369,443,83.3,44,93,47.3,1039,5334,2333,36,37,2,31,10,970,162,1533,64,326,699,518,38,1533,53,31,27,23,3,27,45,60,18,35,5,30,26,79,46,0,24,23,51.1,DF
37,Ruben Aguilar,2024-2025,31,fr FRA,Lens,fr Ligue 1,16,1124,12.5,13,3,3,1,2,3,677,843,80.3,11,44,21,6,74,9523,4115,430,487,88.3,184,238,77.3,34,54,63,518,2371,1309,32,21,5,19,6,612,101,996,27,253,430,320,30,996,34,18,17,12,5,24,39,61.5,15,25,3,22,13,47,23,0,10,16,38.5,"DF,MF"
38,Honest Ahanor,2024-2025,16,it ITA,Genoa,it Serie A,6,270,3,3,3,11,0,0,0,51,76,67.1,2,0,0,0,3,868,299,24,32,75,24,34,70.6,3,7,42.9,52,282,119,3,1,0,7,2,50,7,106,8,27,43,38,7,106,7,5,2,3,2,7,10,70,3,4,0,4,1,8,9,0,5,3,62.5,"DF,MF"
39,Anel Ahmedhodžić,2023-2024,24,ba BIH,Sheffield Utd,eng Premier League,31,2649,29.4,29,2,0,2,0,2,749,993,75.4,7,41,3,1,43,12780,5078,334,386,86.5,348,425,81.9,54,137,39.4,606,3527,1953,15,15,3,14,11,697,21,1336,229,736,507,104,33,1336,64,36,48,14,2,30,49,61.2,19,43,26,17,34,98,137,2,52,36,59.1,DF
40,Joseph Aidoo,2022-2023,26,gh GHA,Celta Vigo,es La Liga,35,3119,34.7,35,0,0,3,0,3,1525,1766,86.4,2,83,4,0,95,31337,9650,383,439,87.2,974,1050,92.8,163,244,66.8,1306,6192,3226,15,6,0,12,9,1321,2,2082,301,1114,938,46,15,2082,51,36,33,17,1,16,28,57.1,12,26,14,12,31,82,150,0,63,63,50,DF
41,Joseph Aidoo,2023-2024,27,gh GHA,Celta Vigo,es La Liga,6,407,4.5,4,2,3,0,0,0,145,185,78.4,1,8,1,0,12,2918,1187,41,46,89.1,84,102,82.4,19,35,54.3,133,630,322,2,0,0,1,2,137,0,240,34,132,107,6,2,240,8,3,6,2,0,4,8,50,4,3,1,2,4,12,28,0,14,9,60.9,DF
42,Joseph Aidoo,2024-2025,28,gh GHA,2 Teams,es La Liga,9,585,6.5,6,3,14,0,0,0,343,385,89.1,0,9,2,0,15,7170,2599,81,88,92,220,231,95.2,41,63,65.1,266,1257,686,1,0,0,0,2,326,0,439,61,269,172,2,1,439,6,5,4,2,0,2,3,66.7,1,8,4,4,5,11,26,1,9,8,52.9,DF
43,Ola Aina,2022-2023,25,ng NGA,Torino,it Serie A,19,876,9.7,9,10,3,1,1,2,402,544,73.9,12,35,14,9,43,6725,2554,210,232,90.5,130,173,75.1,48,93,51.6,361,2268,1112,35,26,4,15,8,390,43,679,20,146,294,250,13,679,17,13,5,8,4,9,15,60,6,12,2,10,11,28,26,0,12,10,54.5,DF
44,Ola Aina,2023-2024,26,ng NGA,Nott'ham Forest,eng Premier League,22,1692,18.8,20,2,3,1,1,2,605,803,75.3,11,58,13,6,69,9657,4065,329,375,87.7,217,284,76.4,46,99,46.5,494,3136,1828,52,28,11,24,10,539,37,1020,62,340,464,227,13,1020,47,31,31,12,4,29,40,72.5,11,19,3,16,18,65,51,1,17,12,58.6,DF
45,Ola Aina,2024-2025,27,ng NGA,Nott'ham Forest,eng Premier League,35,2995,33.3,35,0,0,2,1,3,994,1352,73.5,16,85,23,11,107,15371,6297,530,598,88.6,374,502,74.5,57,166,34.3,749,4798,2787,67,46,10,44,22,823,67,1708,156,613,717,409,22,1708,55,42,39,15,1,36,64,56.3,28,34,12,22,33,88,115,4,13,19,40.6,DF
46,Rayan Aït-Nouri,2022-2023,21,dz ALG,Wolves,eng Premier League,21,1076,12,9,12,7,1,0,1,470,578,81.3,7,29,14,5,43,7079,2353,268,300,89.3,169,205,82.4,20,32,62.5,395,2260,1244,30,13,10,28,12,454,76,740,40,240,279,233,28,740,33,20,25,7,1,9,16,56.3,7,3,0,3,9,42,28,0,14,17,45.2,DF
47,Rayan Aït-Nouri,2023-2024,22,dz ALG,Wolves,eng Premier League,33,2329,25.9,29,4,0,2,1,3,1005,1190,84.5,25,60,13,4,99,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,868,4898,2435,67,48,8,51,56,1007,99,1523,56,406,699,446,49,1523,71,44,41,23,7,28,49,57.1,21,32,6,26,15,86,38,0,21,25,45.7,"DF,MF"
48,Rayan Aït-Nouri,2024-2025,23,dz ALG,Wolves,eng Premier League,37,3109,34.5,37,0,0,4,7,11,1449,1721,84.2,46,77,30,10,108,19837,5926,897,959,93.5,435,499,87.2,48,118,40.7,1129,6166,3205,89,62,28,52,47,1321,176,2148,96,577,916,685,96,2148,89,57,52,28,9,43,70,61.4,27,42,6,36,26,115,75,2,22,30,42.3,DF
49,Emanuel Aiwum,2022-2023,21,at AUT,Cremonese,it Serie A,23,1653,18.4,17,6,13,0,0,0,646,817,79.1,4,48,7,1,46,10819,3713,297,332,89.5,294,349,84.2,40,97,41.2,500,3147,1569,19,11,0,6,5,521,7,997,105,506,452,51,5,997,55,34,36,17,2,33,47,70.2,14,28,16,12,25,80,52,3,28,17,62.2,DF
50,Kristoffer Ajer,2022-2023,24,no NOR,Brentford,eng Premier League,9,763,8.5,9,0,10,0,0,0,259,345,75.1,1,20,3,1,31,4480,1887,131,159,82.4,102,128,79.7,23,40,57.5,213,1123,613,10,5,0,3,8,231,12,412,45,184,167,64,9,412,11,8,5,4,2,9,16,56.3,7,6,5,1,7,18,22,0,15,11,57.7,DF
51,Kristoffer Ajer,2023-2024,25,no NOR,Brentford,eng Premier League,28,1832,20.4,21,7,1,2,1,3,610,810,75.3,12,56,10,3,61,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,464,2367,1435,22,11,5,16,6,563,31,1042,112,430,457,158,58,1042,38,21,25,9,4,23,36,63.9,13,26,11,15,25,63,79,1,63,23,73.3,DF
52,Kristoffer Ajer,2024-2025,26,no NOR,Brentford,eng Premier League,24,1438,16,17,7,2,0,0,0,504,644,78.3,8,44,7,4,56,7868,2831,260,299,87,199,248,80.2,27,54,50,387,2098,1180,27,11,2,15,12,491,44,795,53,265,368,168,38,795,26,18,14,11,1,14,27,51.9,13,17,4,13,12,38,50,0,27,23,54,DF
53,Manuel Akanji,2022-2023,27,ch SUI,Manchester City,eng Premier League,29,2287,25.4,24,5,1,0,1,1,1912,2056,93,7,140,3,1,116,32634,10258,867,902,96.1,903,945,95.6,117,166,70.5,1544,8443,5039,24,40,1,12,3,1734,17,2231,121,815,1248,176,34,2231,36,25,15,18,3,23,36,63.9,13,27,9,18,16,52,33,1,23,34,40.4,DF
54,Manuel Akanji,2023-2024,28,ch SUI,Manchester City,eng Premier League,30,2511,27.9,28,2,4,2,0,2,2180,2334,93.4,13,214,15,2,148,35688,9787,1091,1136,96,923,975,94.7,126,163,77.3,1639,8282,4923,46,51,3,14,9,1983,36,2544,163,779,1385,392,27,2544,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3,27,27,50,"DF,MF"
55,Manuel Akanji,2024-2025,29,ch SUI,Manchester City,eng Premier League,26,2014,22.4,23,3,2,0,0,0,1632,1744,93.6,9,177,11,2,158,27046,7578,776,812,95.6,757,795,95.2,84,113,74.3,1254,6953,4234,46,64,0,5,5,1483,7,1881,119,559,920,405,19,1881,19,12,12,4,3,11,17,64.7,6,11,8,3,9,28,64,3,30,33,47.6,DF
56,Ümit Akdag,2024-2025,20,ro ROU,Toulouse,fr Ligue 1,9,500,5.6,6,3,22,0,0,0,274,348,78.7,2,18,1,0,29,4648,1667,122,144,84.7,137,152,90.1,13,39,33.3,217,947,452,4,3,0,1,0,240,9,400,29,145,232,27,1,400,8,4,3,4,1,5,12,41.7,7,10,8,2,11,19,19,0,18,7,72,DF
57,Nathan Aké,2022-2023,27,nl NED,Manchester City,eng Premier League,26,1873,20.8,22,4,4,1,0,1,1639,1813,90.4,9,165,9,1,140,26199,8953,803,846,94.9,745,809,92.1,63,98,64.3,1223,5455,3314,25,19,4,16,0,1492,30,1959,86,615,1097,256,32,1959,26,12,15,9,2,11,15,73.3,4,20,10,10,20,46,48,0,36,23,61,DF
58,Nathan Aké,2023-2024,28,nl NED,Manchester City,eng Premier League,29,2042,22.7,24,5,6,2,2,4,1716,1864,92.1,10,148,5,1,116,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,1280,6039,3501,24,43,1,8,2,1507,18,2026,105,634,1116,281,38,2026,26,16,15,8,3,13,20,65,7,17,2,15,14,40,54,0,46,28,62.2,DF
59,Nathan Aké,2024-2025,29,nl NED,Manchester City,eng Premier League,10,678,7.5,8,2,9,0,0,0,509,542,93.9,1,42,1,0,50,8321,2950,248,253,98,237,244,97.1,20,34,58.8,403,2244,1501,12,12,1,4,3,449,2,596,51,205,331,61,5,596,9,7,7,2,0,4,6,66.7,2,7,2,5,3,12,22,1,13,10,56.5,DF
60,Sergio Akieme,2022-2023,24,es ESP,Almería,es La Liga,29,2297,25.5,27,2,4,1,0,1,821,1061,77.4,21,43,22,17,58,13314,5012,430,485,88.7,315,386,81.6,52,128,40.6,660,4200,2232,60,34,11,29,25,710,84,1283,78,434,563,307,35,1283,27,16,19,6,2,12,22,54.5,10,22,6,16,14,41,41,0,14,15,48.3,DF
61,Sergio Akieme,2023-2024,25,es ESP,2 Teams,2 Comps,32,2493,27.7,27,5,3,4,0,4,897,1151,77.9,23,45,18,14,48,14542,4403,462,509,90.8,356,431,82.6,62,148,41.9,757,4082,1883,47,35,5,27,24,764,106,1402,90,473,615,335,31,1402,38,20,24,10,4,21,27,77.8,6,23,7,16,20,58,59,0,16,19,45.7,DF
62,Sergio Akieme,2024-2025,26,es ESP,Reims,fr Ligue 1,30,2523,28,29,1,0,2,3,5,929,1147,81,21,42,20,12,86,13641,4062,527,575,91.7,338,403,83.9,35,108,32.4,710,4339,2357,55,36,5,31,19,817,97,1436,100,524,548,377,34,1436,34,23,30,3,1,22,36,61.1,14,26,9,17,17,51,97,4,19,26,42.2,DF
63,Paul Akouokou,2022-2023,24,ci CIV,Betis,es La Liga,12,447,5,3,9,19,0,0,0,160,174,92,0,13,1,0,10,2670,645,71,73,97.3,66,69,95.7,14,18,77.8,116,369,122,1,2,0,5,0,136,1,233,33,102,117,16,1,233,16,9,13,3,0,13,20,65,7,2,2,0,12,28,17,1,6,7,46.2,"MF,DF"
64,Clément Akpa,2024-2025,22,ci CIV,Auxerre,fr Ligue 1,31,2486,27.6,29,2,1,0,1,1,998,1209,82.5,8,74,10,5,74,19673,7381,366,407,89.9,495,549,90.2,123,215,57.2,895,4510,2340,27,20,1,9,4,929,24,1532,171,797,636,117,10,1532,55,34,36,12,7,31,46,67.4,15,38,14,24,42,97,141,2,38,31,55.1,DF
65,Kevin Akpoguma,2022-2023,27,ng NGA,Hoffenheim,de Bundesliga,28,1950,21.7,21,7,3,0,0,0,814,1024,79.5,5,83,10,3,85,15380,5931,275,319,86.2,437,495,88.3,83,162,51.2,691,3422,1537,17,13,3,16,7,742,23,1306,143,613,609,93,16,1306,75,44,45,27,3,32,45,71.1,13,45,16,29,24,99,70,1,57,45,55.9,DF
66,Kevin Akpoguma,2023-2024,28,ng NGA,Hoffenheim,de Bundesliga,17,1097,12.2,11,6,11,0,0,0,611,711,85.9,5,71,2,0,55,10584,3879,275,302,91.1,277,307,90.2,50,79,63.3,483,2251,1054,10,11,2,10,1,564,9,861,72,360,449,59,5,861,35,18,22,12,1,26,35,74.3,9,28,8,20,18,53,32,0,25,21,54.3,DF
67,Kevin Akpoguma,2024-2025,29,ng NGA,Hoffenheim,de Bundesliga,32,2220,24.7,23,9,2,0,0,0,1193,1369,87.1,7,101,10,0,98,21274,7664,477,507,94.1,598,654,91.4,88,159,55.3,892,3929,1772,14,15,0,11,9,1025,16,1692,227,759,830,115,5,1692,54,27,36,12,6,30,46,65.2,16,65,37,28,29,83,115,1,48,47,50.5,DF
68,David Alaba,2022-2023,30,at AUT,Real Madrid,es La Liga,23,1838,20.4,21,2,3,1,3,4,1042,1189,87.6,16,68,9,4,67,15258,5475,601,626,96,340,388,87.6,53,99,53.5,779,3566,2070,16,24,2,7,5,938,60,1293,137,531,530,240,22,1293,15,11,8,4,3,9,15,60,6,18,9,9,14,29,37,1,11,8,57.9,DF
69,David Alaba,2023-2024,31,at AUT,Real Madrid,es La Liga,14,1154,12.8,14,0,1,0,1,1,810,904,89.6,10,56,5,0,51,12977,4997,447,464,96.3,297,330,90,49,84,58.3,699,3567,2011,9,11,0,5,1,730,13,1004,127,474,457,80,11,1004,13,9,7,5,1,4,8,50,4,10,7,3,15,28,34,0,10,9,52.6,DF
70,David Alaba,2024-2025,32,at AUT,Real Madrid,es La Liga,7,317,3.5,4,3,5,0,0,0,206,228,90.4,1,11,1,0,7,3522,1456,90,90,100,96,98,98,15,32,46.9,180,934,482,2,1,0,1,0,199,4,247,36,137,100,11,2,247,1,0,1,0,0,0,0,,0,5,5,0,6,7,7,0,4,1,80,DF
