Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,Pass Cmp,Pass Att,Pass Cmp%,KP,Pass Final 3rd,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Lng Cmp,Lng Att,Lng Cmp%,Carries,TotDist,PrgDist,PrgC,Carries Final 3rd,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Challenges,Ch Att,Chl%,Ch Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1871,Diego Moreno,2022-2023,21,es ESP,Osasuna,es La Liga,11,638,7.1,7,4,7,0,0,0,216,324,66.7,3,17,3,1,14,3805,1315,90,106,84.9,96,133,72.2,26,65,40,177,867,393,9,5,2,8,3,184,19,389,35,134,176,81,7,389,4,4,2,2,0,3,8,37.5,5,7,4,3,5,9,21,0,5,8,38.5,DF
1872,Marlos Moreno,2022-2023,25,co COL,Troyes,fr Ligue 1,2,13,0.1,0,2,6,0,0,0,3,4,75,0,0,0,0,1,40,10,2,2,100,1,1,100,0,1,0,5,30,0,0,0,0,0,2,5,0,8,0,4,3,1,0,8,2,2,2,0,0,2,3,66.7,1,1,1,0,0,2,0,0,1,1,50,"MF,DF"
1873,Matias Moreno,2024-2025,20,ar ARG,Fiorentina,it Serie A,4,144,1.6,2,2,30,0,0,0,58,71,81.7,1,5,2,0,6,1022,367,24,28,85.7,26,29,89.7,5,7,71.4,55,251,145,1,0,0,1,1,55,1,98,8,41,48,10,1,98,8,8,5,3,0,4,4,100,0,5,1,4,1,9,9,0,3,4,42.9,DF
1874,Tete Morente,2022-2023,25,es ESP,Elche,es La Liga,32,2068,23,23,9,4,4,0,4,571,785,72.7,16,44,19,9,63,8632,2680,342,395,86.6,166,228,72.8,44,87,50.6,640,3751,1773,60,39,15,40,21,703,193,1068,40,190,379,509,60,1068,33,21,18,13,2,15,36,41.7,21,23,3,20,25,58,28,0,35,21,62.5,"MF,DF"
1875,Mateu Morey,2023-2024,23,es ESP,Dortmund,de Bundesliga,3,110,1.2,2,1,11,0,0,0,74,87,85.1,1,3,0,0,6,1052,352,42,47,89.4,27,32,84.4,3,5,60,67,315,172,3,2,0,2,1,68,4,100,5,46,41,13,2,100,2,2,1,1,0,2,4,50,2,3,1,2,1,3,3,0,2,2,50,DF
1876,Mateu Morey,2024-2025,24,es ESP,Mallorca,es La Liga,16,741,8.2,8,8,17,0,0,0,301,390,77.2,4,14,3,1,17,4650,1337,161,179,89.9,124,151,82.1,13,36,36.1,254,1238,581,17,8,6,8,10,272,32,502,38,177,227,101,7,502,22,18,13,6,3,12,22,54.5,10,11,0,11,15,37,32,2,8,6,57.1,DF
1877,Gabriel Moscardo,2024-2025,18,br BRA,Reims,fr Ligue 1,6,84,0.9,0,6,10,0,0,0,30,38,78.9,0,1,2,0,3,414,80,20,26,76.9,8,9,88.9,1,1,100,29,151,62,1,0,0,3,3,36,3,54,0,14,31,9,2,54,3,1,2,1,0,1,3,33.3,2,3,1,2,0,3,1,0,3,1,75,"MF,DF"
1878,Cristhian Mosquera,2022-2023,18,es ESP,Valencia,es La Liga,3,145,1.6,1,2,28,0,0,0,53,65,81.5,0,0,0,0,1,828,314,29,33,87.9,20,23,87,4,9,44.4,38,180,61,0,1,0,2,0,38,1,81,11,46,26,9,2,81,4,2,3,1,0,4,5,80,1,1,0,1,1,5,5,0,3,2,60,DF
1879,Cristhian Mosquera,2023-2024,19,es ESP,Valencia,es La Liga,36,3075,34.2,33,3,1,0,0,0,1454,1646,88.3,1,45,0,0,77,27551,8196,500,543,92.1,808,859,94.1,134,211,63.5,1111,5497,2731,14,6,3,15,4,1240,4,1980,274,1105,841,46,15,1980,57,34,36,18,3,25,39,64.1,14,42,23,19,36,93,137,2,52,66,44.1,DF
1880,Cristhian Mosquera,2024-2025,20,es ESP,Valencia,es La Liga,37,3319,36.9,37,0,0,1,0,1,1858,2053,90.5,0,118,1,0,123,32827,11556,766,812,94.3,947,1009,93.9,126,185,68.1,1401,7430,4283,35,11,0,18,10,1583,6,2367,233,1159,1144,74,7,2367,56,36,41,13,2,31,40,77.5,9,37,24,13,35,91,128,4,41,51,44.6,DF
1881,Yerson Mosquera,2023-2024,22,co COL,2 Teams,2 Comps,16,1229,13.7,14,2,2,2,1,3,628,734,85.6,5,32,3,2,36,11494,3926,225,246,91.5,350,373,93.8,45,89,50.6,438,2218,1116,8,8,2,5,4,535,12,885,142,497,324,67,21,885,27,13,18,7,2,12,15,80,3,12,2,10,17,44,65,0,26,8,76.5,DF
1882,Yerson Mosquera,2024-2025,23,co COL,Wolves,eng Premier League,5,441,4.9,5,0,0,0,0,0,205,240,85.4,2,16,1,1,7,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,168,683,322,0,1,0,4,1,182,0,294,43,170,115,12,7,294,11,7,9,2,0,9,14,64.3,5,13,10,3,10,21,14,0,11,6,64.7,DF
1883,Yael Mouanga,2024-2025,19,fr FRA,Montpellier,fr Ligue 1,14,946,10.5,10,4,8,0,0,0,420,479,87.7,2,25,1,1,22,7555,2597,167,178,93.8,207,226,91.6,33,54,61.1,337,1862,945,4,5,2,9,3,386,2,589,92,316,253,22,4,589,14,8,9,3,2,7,9,77.8,2,16,8,8,10,24,50,0,14,15,48.3,DF
1884,Lucas Moura,2022-2023,29,br BRA,Tottenham,eng Premier League,15,153,1.7,0,15,7,1,0,1,62,89,69.7,4,3,5,1,13,831,264,39,50,78,21,26,80.8,0,3,0,65,387,169,4,8,2,6,5,83,15,118,0,15,47,58,12,118,8,5,1,3,4,1,4,25,3,0,0,0,2,10,1,1,5,4,55.6,"MF,DF"
1885,Santiago Mouriño,2024-2025,22,uy URU,Alavés,es La Liga,25,1849,20.5,20,5,7,0,1,1,539,691,78,7,47,5,2,46,9882,4329,213,247,86.2,267,316,84.5,53,108,49.1,442,2624,1513,14,15,0,7,11,440,1,952,116,465,442,57,14,952,43,28,31,12,0,21,38,55.3,17,27,12,15,29,72,120,0,38,28,57.6,DF
1886,Nordi Mukiele,2022-2023,24,fr FRA,Paris S-G,fr Ligue 1,19,1137,12.6,12,7,2,0,3,3,585,674,86.8,10,17,9,2,26,8570,2494,320,342,93.6,220,253,87,19,29,65.5,588,3067,1363,19,10,3,12,12,548,57,801,50,236,387,189,29,801,31,23,16,6,9,19,29,65.5,10,22,9,13,14,45,16,0,21,10,67.7,DF
1887,Nordi Mukiele,2023-2024,25,fr FRA,Paris S-G,fr Ligue 1,16,796,8.8,9,7,13,0,0,0,486,578,84.1,3,20,4,1,32,7865,2275,235,266,88.3,208,231,90,28,45,62.2,480,2242,996,12,6,3,15,11,444,26,676,62,278,296,107,15,676,12,8,6,5,1,8,15,53.3,7,17,4,13,14,26,28,0,26,8,76.5,DF
1888,Nordi Mukiele,2024-2025,26,fr FRA,Leverkusen,de Bundesliga,15,899,10,10,5,12,1,0,1,488,607,80.4,9,44,4,2,36,7457,2544,290,326,89,168,215,78.1,22,40,55,363,1750,992,20,14,6,10,3,441,28,725,27,184,407,141,22,725,20,16,8,8,4,12,18,66.7,6,10,0,10,16,36,37,2,16,17,48.5,DF
1889,Jannik Müller,2023-2024,29,de GER,Darmstadt 98,de Bundesliga,16,1134,12.6,12,4,11,0,0,0,424,549,77.2,2,28,4,3,31,8305,2641,152,189,80.4,217,254,85.4,50,86,58.1,314,1546,807,8,5,0,10,3,369,7,687,61,332,312,51,5,687,33,16,21,9,3,16,27,59.3,11,24,12,12,17,50,39,1,21,17,55.3,"DF,MF"
1890,Abdul Mumin,2022-2023,24,gh GHA,Rayo Vallecano,es La Liga,16,922,10.2,9,7,18,0,0,0,299,390,76.7,1,18,1,1,19,6424,1975,73,82,89,180,202,89.1,45,99,45.5,268,1328,646,5,6,0,4,5,270,1,493,59,248,231,19,8,493,11,9,5,6,0,3,7,42.9,4,13,5,8,9,20,36,2,13,18,41.9,DF
1891,Abdul Mumin,2023-2024,25,gh GHA,Rayo Vallecano,es La Liga,20,1694,18.8,19,1,15,1,0,1,617,773,79.8,4,34,4,0,38,12936,4915,179,203,88.2,355,393,90.3,76,163,46.6,492,2318,989,6,2,0,7,3,558,4,956,127,578,359,25,8,956,19,10,13,4,2,8,10,80,2,27,19,8,22,41,82,1,39,31,55.7,DF
1892,Abdul Mumin,2024-2025,26,gh GHA,Rayo Vallecano,es La Liga,24,2017,22.4,24,0,0,2,1,3,900,1085,82.9,1,40,1,0,40,17231,7016,315,339,92.9,492,536,91.8,87,190,45.8,725,3467,1525,12,5,2,16,5,819,6,1351,253,874,447,39,13,1351,37,25,30,7,0,17,27,63,10,40,29,11,23,60,125,0,31,25,55.4,DF
1893,Aihen Muñoz,2022-2023,24,es ESP,Real Sociedad,es La Liga,23,1756,19.5,20,3,10,0,1,1,781,1027,76,14,48,18,11,57,13080,5178,389,436,89.2,323,403,80.1,60,132,45.5,624,3038,1395,37,32,2,25,18,704,87,1226,39,340,531,366,9,1226,38,23,17,17,4,22,47,46.8,25,26,5,21,9,47,38,0,21,25,45.7,DF
1894,Aihen Muñoz,2023-2024,25,es ESP,Real Sociedad,es La Liga,21,1127,12.5,11,10,0,0,2,2,504,702,71.8,12,35,11,10,39,9001,4109,216,240,90,234,315,74.3,48,112,42.9,372,2000,917,24,23,1,14,8,429,23,838,44,244,418,181,6,838,36,21,20,10,6,24,35,68.6,11,16,8,8,9,45,33,0,23,17,57.5,DF
1895,Aihen Muñoz,2024-2025,26,es ESP,Real Sociedad,es La Liga,21,1098,12.2,13,8,14,0,0,0,448,631,71,3,38,3,2,38,7078,2813,238,263,90.5,172,235,73.2,26,97,26.8,356,1491,703,26,16,3,10,3,404,28,763,44,245,349,173,4,763,24,12,14,8,2,14,28,50,14,11,6,5,14,38,47,0,23,17,57.5,DF
1896,Álex Muñoz,2024-2025,30,es ESP,Las Palmas,es La Liga,21,1415,15.7,18,3,16,3,0,3,618,775,79.7,7,34,9,8,45,9935,3534,298,335,89,286,353,81,27,57,47.4,398,1740,1027,15,8,1,10,1,544,53,974,82,392,418,169,19,974,39,29,22,16,1,21,38,55.3,17,28,11,17,16,55,69,0,24,21,53.3,DF
1897,Daniel Muñoz,2023-2024,27,co COL,Crystal Palace,eng Premier League,16,1439,16,16,0,0,0,4,4,561,720,77.9,21,25,4,0,38,7556,2865,365,417,87.5,164,228,71.9,14,35,40,385,1841,873,25,17,5,21,7,465,80,947,54,262,411,284,42,947,55,35,31,14,10,19,38,50,19,29,7,22,24,79,47,0,26,28,48.1,"DF,MF"
1898,Daniel Muñoz,2024-2025,28,co COL,Crystal Palace,eng Premier League,37,3228,35.9,37,0,0,4,5,9,1129,1492,75.7,46,59,35,15,97,17091,5219,645,753,85.7,414,538,77,48,108,44.4,806,4046,1797,62,40,18,55,20,956,206,2010,119,568,826,637,107,2010,123,80,57,41,25,55,97,56.7,42,40,6,34,44,167,108,1,58,78,42.6,DF
1899,Javier Muñoz,2024-2025,29,es ESP,Las Palmas,es La Liga,35,2588,28.8,28,7,1,1,3,4,918,1178,77.9,29,115,32,13,108,15854,4646,442,509,86.8,349,433,80.6,97,166,58.4,700,3825,1599,36,29,7,29,15,939,91,1411,44,272,814,342,32,1411,45,35,18,17,10,16,46,34.8,30,27,4,23,31,76,39,3,15,26,36.6,"MF,DF"
1900,Murillo,2023-2024,21,br BRA,Nott'ham Forest,eng Premier League,32,2789,31,32,0,0,0,2,2,1122,1459,76.9,7,101,11,0,89,22965,10556,387,440,88,571,656,87,154,326,47.2,985,5485,3398,22,15,3,20,15,1090,7,1848,357,1043,731,94,30,1848,50,31,36,13,1,19,33,57.6,14,41,24,17,37,87,188,0,38,40,48.7,DF
1901,Murillo,2024-2025,22,br BRA,Nott'ham Forest,eng Premier League,36,3188,35.4,36,0,0,2,0,2,1138,1450,78.5,13,139,13,1,115,22680,10645,420,466,90.1,535,609,87.8,161,327,49.2,821,4254,2531,22,25,1,19,10,989,5,1918,421,989,840,105,24,1918,53,36,38,12,3,27,46,58.7,19,69,45,24,36,89,249,3,44,22,66.7,DF
1902,Jeison Murillo,2022-2023,30,co COL,Sampdoria,it Serie A,20,1057,11.7,12,8,12,0,0,0,456,557,81.9,2,30,1,0,35,9153,3324,145,159,91.2,254,286,88.8,55,97,56.7,336,1509,903,8,4,0,7,1,385,3,671,81,323,325,28,4,671,22,11,16,6,0,17,26,65.4,9,22,14,8,8,30,39,0,28,20,58.3,DF
1903,Jacob Murphy,2023-2024,28,eng ENG,Newcastle Utd,eng Premier League,21,1189,13.2,14,7,5,3,7,10,343,519,66.1,31,32,30,8,52,5229,2012,200,244,82,117,175,66.9,19,61,31.1,381,2179,981,33,27,15,19,14,434,113,666,24,111,229,339,53,666,20,10,8,4,8,12,26,46.2,14,17,0,17,6,26,16,0,4,10,28.6,"FW,DF"
1904,Nicola Murru,2022-2023,27,it ITA,Sampdoria,it Serie A,20,784,8.7,5,15,15,0,0,0,254,331,76.7,2,21,4,3,27,4454,2064,114,126,90.5,112,137,81.8,23,53,43.4,210,792,381,7,6,0,7,1,233,13,418,48,178,185,58,2,418,24,14,15,8,1,7,13,53.8,6,17,7,10,10,34,21,0,8,8,50,DF
1905,Phillipp Mwene,2023-2024,29,at AUT,Mainz 05,de Bundesliga,23,1996,22.2,23,0,2,1,2,3,652,934,69.8,22,49,32,15,73,11014,4320,330,393,84,235,334,70.4,69,148,46.6,508,3246,1571,50,32,6,26,14,587,93,1151,43,302,480,381,29,1151,34,15,15,16,3,16,33,48.5,17,27,3,24,17,51,47,0,18,18,50,DF
1906,Phillipp Mwene,2024-2025,30,at AUT,Mainz 05,de Bundesliga,32,2607,29,32,0,0,1,4,5,954,1272,75,22,68,38,19,106,16061,5575,465,537,86.6,404,514,78.6,71,139,51.1,775,4375,1993,62,49,12,47,26,893,144,1555,68,356,628,586,49,1555,51,29,23,22,6,19,46,41.3,27,27,6,21,24,75,51,1,20,34,37,DF
1907,Vitaliy Mykolenko,2022-2023,23,ua UKR,Everton,eng Premier League,34,2655,29.5,30,4,0,0,0,0,966,1292,74.8,19,84,21,11,100,15199,5874,509,585,87,365,477,76.5,63,147,42.9,701,3103,1491,31,33,7,32,8,798,72,1625,124,576,693,370,26,1625,58,34,36,19,3,28,51,54.9,23,50,16,34,46,104,99,0,25,34,42.4,DF
1908,Vitaliy Mykolenko,2023-2024,24,ua UKR,Everton,eng Premier League,28,2469,27.4,28,0,4,2,0,2,869,1166,74.5,13,46,17,10,55,13579,5739,488,549,88.9,275,368,74.7,81,169,47.9,608,2518,1028,14,22,0,39,11,691,68,1501,123,531,611,374,30,1501,69,38,46,21,2,41,66,62.1,25,36,11,25,36,105,92,0,30,27,52.6,DF
1909,Vitaliy Mykolenko,2024-2025,25,ua UKR,Everton,eng Premier League,35,3082,34.2,35,0,0,1,2,3,986,1322,74.6,24,102,40,24,110,16470,6579,510,571,89.3,369,500,73.8,87,193,45.1,697,2825,1506,33,28,1,23,11,860,99,1678,125,525,713,452,32,1678,63,38,39,14,10,29,56,51.8,27,25,10,15,44,107,145,2,47,37,56,DF
1910,Obite N'Dicka,2022-2023,22,ci CIV,Eint Frankfurt,de Bundesliga,30,2692,29.9,30,0,1,1,0,1,1563,1815,86.1,3,74,3,0,94,26918,10983,683,736,92.8,750,834,89.9,108,199,54.3,1265,5821,3115,16,14,2,18,5,1394,5,2159,234,1078,1003,90,25,2159,25,18,10,11,4,18,32,56.3,14,47,19,28,31,56,150,0,77,48,61.6,DF
1911,Obite N'Dicka,2023-2024,23,ci CIV,Roma,it Serie A,25,2168,24.1,25,0,4,0,3,3,1437,1587,90.5,6,74,3,1,87,24097,8613,655,676,96.9,687,735,93.5,79,148,53.4,1164,5998,3599,26,22,1,7,4,1345,11,1770,230,860,843,81,13,1770,32,18,12,19,1,12,20,60,8,30,16,14,16,48,75,0,38,27,58.5,DF
1912,Obite N'Dicka,2024-2025,24,ci CIV,Roma,it Serie A,38,3420,38,38,0,0,0,1,1,2295,2492,92.1,8,124,3,0,107,42188,14137,811,843,96.2,1288,1340,96.1,165,258,64,1734,8749,4009,29,19,0,20,3,2065,5,2823,360,1348,1401,85,26,2823,32,26,17,15,0,14,21,66.7,7,46,30,16,33,65,150,2,61,49,55.5,DF
1913,Stanley N'Soki,2022-2023,23,fr FRA,Hoffenheim,de Bundesliga,19,1286,14.3,14,5,4,1,0,1,652,796,81.9,3,62,3,0,64,11918,4902,262,299,87.6,314,358,87.7,63,116,54.3,598,2708,1443,17,6,0,14,4,601,10,931,65,415,481,43,7,931,22,13,14,7,1,12,22,54.5,10,22,5,17,24,46,34,0,22,12,64.7,DF
1914,Stanley N'Soki,2023-2024,24,fr FRA,Hoffenheim,de Bundesliga,11,631,7,7,4,3,0,0,0,318,399,79.7,2,21,3,0,37,5355,2302,141,162,87,148,173,85.5,20,41,48.8,261,1176,615,7,7,0,7,1,288,14,500,53,210,237,58,2,500,21,10,12,8,1,17,29,58.6,12,13,2,11,8,29,33,0,12,9,57.1,DF
1915,Stanley N'Soki,2024-2025,25,fr FRA,Hoffenheim,de Bundesliga,22,1308,14.5,16,6,8,0,0,0,719,838,85.8,7,50,7,1,52,12972,4938,291,311,93.6,360,412,87.4,62,93,66.7,529,2262,1033,10,8,0,16,5,615,6,1005,110,480,486,50,4,1005,22,16,13,7,2,12,23,52.2,11,22,7,15,26,48,58,3,22,14,61.1,DF
1916,Nacho,2022-2023,32,es ESP,Real Madrid,es La Liga,27,1637,18.2,18,9,9,1,1,2,1085,1184,91.6,12,79,8,1,75,16750,5906,577,612,94.3,427,454,94.1,53,74,71.6,762,3224,1899,18,10,4,15,9,937,34,1327,95,503,629,205,19,1327,24,16,17,5,2,12,29,41.4,17,11,6,5,18,42,37,0,36,21,63.2,DF
1917,Nacho,2023-2024,33,es ESP,Real Madrid,es La Liga,29,1746,19.4,18,11,5,0,1,1,1183,1281,92.3,5,47,3,1,55,19465,7898,574,598,96,532,561,94.8,65,98,66.3,821,3372,2023,13,10,1,7,0,1028,9,1418,202,724,632,67,18,1418,18,10,9,7,2,6,13,46.2,7,23,13,10,18,36,56,0,27,18,60,DF
1918,Mickael Nade,2024-2025,25,fr FRA,Saint-Étienne,fr Ligue 1,26,2306,25.6,25,1,4,1,2,3,1229,1366,90,7,73,3,0,72,21143,6996,521,545,95.6,635,674,94.2,66,125,52.8,825,3565,2148,17,11,1,16,5,1076,2,1665,280,841,785,51,10,1665,59,43,40,19,0,28,36,77.8,8,37,19,18,33,92,132,8,28,9,75.7,DF
1919,Mahamadou Nagida,2023-2024,18,cm CMR,Rennes,fr Ligue 1,3,106,1.2,1,2,7,0,0,0,47,65,72.3,3,2,3,3,2,815,214,24,28,85.7,17,24,70.8,5,8,62.5,62,413,251,5,6,2,2,1,53,11,82,0,15,30,39,6,82,1,1,0,0,1,0,2,0,2,2,1,1,4,5,0,0,2,5,28.6,DF
1920,Mahamadou Nagida,2024-2025,19,cm CMR,Rennes,fr Ligue 1,12,430,4.8,4,8,14,2,0,2,174,226,77,3,10,4,2,15,2662,707,96,111,86.5,57,75,76,12,21,57.1,169,1217,674,22,12,3,10,7,179,55,289,8,64,118,113,9,289,8,6,4,3,1,4,5,80,1,3,0,3,9,17,6,0,5,11,31.3,DF
1921,Nahitan Nández,2023-2024,27,uy URU,Cagliari,it Serie A,33,2341,26,29,4,0,2,3,5,544,916,59.4,43,47,31,15,76,9670,3591,265,341,77.7,189,301,62.8,72,205,35.1,557,3433,1808,57,22,10,40,37,656,89,1143,40,229,476,463,45,1142,59,40,27,23,9,27,64,42.2,37,25,2,23,19,78,32,0,37,46,44.6,"MF,DF"
1922,Yael Nandjou,2024-2025,19,fr FRA,Nice,fr Ligue 1,3,154,1.7,2,1,5,0,0,0,50,66,75.8,2,5,1,1,3,723,256,28,32,87.5,22,28,78.6,0,3,0,27,82,52,2,0,1,1,0,40,9,89,10,32,35,23,6,89,4,1,2,1,1,4,8,50,4,4,1,3,4,8,7,0,3,1,75,DF
1923,Nikolas Nartey,2022-2023,22,dk DEN,Stuttgart,de Bundesliga,9,473,5.3,5,4,14,0,0,0,225,282,79.8,4,17,5,1,22,3486,1202,130,149,87.2,80,100,80,12,26,46.2,163,718,356,7,5,1,4,9,205,20,340,10,103,172,70,4,340,11,6,7,3,1,5,9,55.6,4,9,0,9,4,15,12,0,9,6,60,"DF,MF"
1924,Matija Nastasić,2022-2023,29,rs SRB,2 Teams,2 Comps,14,906,10.1,10,4,13,1,0,1,238,298,79.9,0,24,4,0,25,5007,2120,75,87,86.2,128,137,93.4,35,70,50,202,833,432,4,2,0,2,0,221,1,392,59,219,162,13,6,392,10,8,7,1,2,3,6,50,3,11,4,7,18,28,43,1,9,6,60,DF
1925,Matija Nastasić,2023-2024,30,rs SRB,Mallorca,es La Liga,26,2258,25.1,25,1,7,2,0,2,788,992,79.4,5,60,8,2,64,16422,6494,246,277,88.8,411,480,85.6,123,215,57.2,578,2737,1467,11,3,0,5,2,687,4,1253,186,667,552,37,13,1253,35,17,26,9,0,24,32,75,8,33,20,13,29,64,114,0,44,27,62,DF
1926,Matija Nastasić,2024-2025,31,rs SRB,Leganés,es La Liga,26,2110,23.4,24,2,4,1,0,1,704,852,82.6,2,37,1,0,59,14179,4820,206,228,90.4,418,462,90.5,72,145,49.7,499,2052,1051,1,1,0,5,0,626,0,1128,190,638,476,15,7,1128,25,11,21,4,0,17,25,68,8,39,30,9,21,46,165,0,39,17,69.6,DF
1927,Natan,2023-2024,22,br BRA,Napoli,it Serie A,14,952,10.6,11,3,19,0,0,0,581,666,87.2,4,35,5,1,34,10893,2971,219,230,95.2,298,320,93.1,61,103,59.2,470,2769,1512,15,7,0,10,1,552,11,756,70,327,384,50,8,756,14,10,10,3,1,5,10,50,5,12,9,3,8,22,32,0,25,23,52.1,DF
1928,Natan,2024-2025,23,br BRA,Betis,es La Liga,31,2175,24.2,23,8,5,1,1,2,1122,1265,88.7,5,52,3,1,52,21511,7065,383,406,94.3,623,677,92,104,164,63.4,929,4788,2750,12,5,0,15,8,994,6,1514,197,813,671,42,19,1514,35,24,24,9,2,26,30,86.7,4,24,14,10,28,63,123,2,65,30,68.4,DF
1929,Pau Navarro,2024-2025,19,es ESP,Villarreal,es La Liga,17,916,10.2,8,9,21,0,0,0,517,577,89.6,1,28,1,0,40,8684,3122,231,248,93.1,244,264,92.4,31,48,64.6,322,1190,568,3,3,0,4,4,403,7,668,51,283,323,66,2,668,23,17,15,6,2,19,39,48.7,20,13,6,7,4,27,41,0,9,14,39.1,DF
1930,Jesús Navas,2022-2023,36,es ESP,Sevilla,es La Liga,32,1981,22,21,11,4,0,0,0,1000,1332,75.1,26,60,46,14,99,17177,4865,492,549,89.6,394,517,76.2,93,177,52.5,867,4515,2101,46,33,9,17,10,976,207,1506,59,359,537,621,29,1506,19,12,8,3,8,11,22,50,11,18,7,11,22,41,52,1,15,28,34.9,"DF,FW"
1931,Jesús Navas,2023-2024,37,es ESP,Sevilla,es La Liga,29,2003,22.3,25,4,1,0,2,2,922,1270,72.6,22,74,37,21,103,16066,5129,458,523,87.6,326,437,74.6,107,214,50,782,3869,2044,54,39,9,21,4,905,141,1453,58,374,596,489,17,1453,37,27,21,14,2,22,40,55,18,15,7,8,22,59,48,0,10,14,41.7,DF
1932,Michel Ndary Adopo,2022-2023,22,fr FRA,Torino,it Serie A,9,264,2.9,3,6,29,0,0,0,122,141,86.5,1,8,0,0,10,1816,492,66,75,88,49,55,89.1,5,6,83.3,84,377,193,2,1,0,4,3,103,4,172,7,36,112,25,2,172,7,2,4,2,1,1,3,33.3,2,2,2,0,1,8,4,0,9,6,60,"MF,DF"
1933,Youssouf Ndayishimiye,2022-2023,23,bi BDI,Nice,fr Ligue 1,10,568,6.3,6,4,1,1,0,1,337,374,90.1,1,32,3,1,30,6228,1553,130,139,93.5,165,178,92.7,35,47,74.5,351,1768,937,7,10,1,9,3,320,5,446,31,159,250,43,7,446,13,9,8,5,0,6,11,54.5,5,8,5,3,12,25,22,1,5,6,45.5,"MF,DF"
1934,Youssouf Ndayishimiye,2023-2024,24,bi BDI,Nice,fr Ligue 1,23,1712,19,20,3,3,0,0,0,1223,1361,89.9,11,85,6,0,96,19183,5129,630,674,93.5,488,532,91.7,60,92,65.2,1178,5913,2546,16,17,1,14,14,1129,13,1516,87,435,981,110,18,1516,31,20,17,12,2,12,23,52.2,11,19,11,8,12,43,47,1,35,22,61.4,"MF,DF"
1935,Youssouf Ndayishimiye,2024-2025,25,bi BDI,Nice,fr Ligue 1,23,1932,21.5,22,1,0,3,0,3,1177,1316,89.4,5,94,5,0,86,20069,6861,526,557,94.4,584,612,95.4,56,120,46.7,906,4350,2619,17,12,0,14,7,1040,9,1581,179,648,866,83,10,1581,40,21,25,14,1,16,27,59.3,11,35,19,16,21,61,117,4,37,28,56.9,DF
1936,Papa Ndiaga Yade,2022-2023,22,mr MTN,Troyes,fr Ligue 1,14,568,6.3,6,8,8,0,2,2,250,347,72,10,9,7,5,16,3664,1248,151,175,86.3,72,107,67.3,16,42,38.1,292,1885,1032,29,20,3,9,5,273,45,421,16,91,187,146,11,421,10,6,6,2,2,7,22,31.8,15,10,2,8,8,18,10,0,5,7,41.7,"DF,MF"
1937,Wilfried Ndollo,2024-2025,19,cm CMR,Montpellier,fr Ligue 1,8,401,4.5,3,5,2,0,0,0,151,190,79.5,1,4,0,0,7,2006,581,96,102,94.1,45,56,80.4,3,13,23.1,119,554,257,5,2,1,11,5,143,18,251,9,83,97,74,2,251,6,5,4,1,1,4,8,50,4,9,1,8,7,13,11,0,1,7,12.5,DF
1938,Cher Ndour,2024-2025,20,it ITA,Fiorentina,it Serie A,9,406,4.5,4,5,6,0,0,0,184,227,81.1,1,15,3,3,17,2792,521,104,125,83.2,68,81,84,8,10,80,155,988,388,12,7,1,5,6,186,26,265,7,50,146,72,8,265,4,1,2,1,1,2,10,20,8,5,1,4,2,6,7,1,14,14,50,"MF,DF"
1939,Joseph Nduquidi,2023-2024,18,fr FRA,Metz,fr Ligue 1,13,751,8.3,7,6,10,0,0,0,173,212,81.6,2,10,1,0,22,3112,705,79,95,83.2,79,95,83.2,14,18,77.8,177,1094,542,6,12,1,12,4,153,4,289,21,82,172,43,7,289,11,4,6,3,2,1,9,11.1,8,11,3,8,11,22,15,1,6,14,30,"MF,DF"
1940,Loïc Nego,2023-2024,32,hu HUN,Le Havre,fr Ligue 1,28,1561,17.3,18,10,3,0,3,3,481,639,75.3,13,30,19,11,64,7463,3221,256,309,82.8,186,252,73.8,25,44,56.8,537,2909,1344,30,36,4,15,9,480,102,784,27,149,367,281,30,784,37,26,21,12,4,18,30,60,12,12,2,10,16,53,17,0,8,7,53.3,"DF,MF"
1941,Loïc Nego,2024-2025,33,hu HUN,Le Havre,fr Ligue 1,31,2459,27.3,28,3,3,0,0,0,922,1228,75.1,13,83,30,15,102,15621,6488,462,520,88.8,368,471,78.1,80,184,43.5,742,3703,2302,64,38,3,19,9,900,123,1469,96,476,693,312,34,1469,58,35,37,16,5,41,64,64.1,23,17,3,14,29,87,82,0,19,15,55.9,"DF,FW"
1942,Victor Nelsson,2024-2025,25,dk DEN,Roma,it Serie A,4,187,2.1,1,3,9,0,0,0,106,120,88.3,0,7,0,0,4,1908,447,36,41,87.8,65,71,91.5,5,8,62.5,66,269,149,0,0,0,4,0,99,0,141,6,61,73,8,2,141,5,4,3,1,1,3,5,60,2,1,0,1,2,7,9,0,7,2,77.8,DF
