Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,Pass Cmp,Pass Att,Pass Cmp%,KP,Pass Final 3rd,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Lng Cmp,Lng Att,Lng Cmp%,Carries,TotDist,PrgDist,PrgC,Carries Final 3rd,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Challenges,Ch Att,Chl%,Ch Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1811,Nikola Milenković,2024-2025,26,rs SRB,Nott'ham Forest,eng Premier League,37,3330,37,37,0,0,5,2,7,850,1033,82.3,9,53,2,0,51,17093,6325,258,293,88.1,475,538,88.3,103,167,61.7,547,2345,1116,3,3,2,4,2,727,6,1412,257,775,552,89,64,1412,51,29,36,13,2,27,34,79.4,7,41,24,17,27,78,209,1,101,39,72.1,DF
1812,Éder Militão,2022-2023,24,br BRA,Real Madrid,es La Liga,33,2703,30,30,3,2,5,0,5,1660,1881,88.3,6,138,5,1,98,31882,10563,648,691,93.8,794,862,92.1,188,273,68.9,1378,7011,3877,28,20,1,16,6,1505,16,2216,314,1088,984,157,31,2216,46,32,25,18,3,26,33,78.8,7,67,39,28,42,88,104,2,64,34,65.3,DF
1813,Éder Militão,2023-2024,25,br BRA,Real Madrid,es La Liga,10,496,5.5,6,4,0,0,0,0,297,329,90.3,0,13,0,0,15,5567,1956,110,114,96.5,156,165,94.5,28,40,70,244,1145,609,7,4,0,3,1,274,2,376,61,204,155,20,3,376,7,3,4,3,0,6,9,66.7,3,4,3,1,4,11,19,1,11,13,45.8,DF
1814,Éder Militão,2024-2025,26,br BRA,Real Madrid,es La Liga,12,938,10.4,11,1,0,1,1,2,636,712,89.3,6,56,3,0,46,13095,4633,189,201,94,372,394,94.4,72,110,65.5,533,2738,1593,7,7,0,6,3,603,1,819,92,395,395,33,13,819,19,17,14,5,0,7,12,58.3,5,13,8,5,12,31,35,0,21,12,63.6,DF
1815,James Milner,2022-2023,36,eng ENG,Liverpool,eng Premier League,31,913,10.1,7,24,3,0,1,1,563,727,77.4,13,61,15,5,70,9891,3403,261,291,89.7,238,279,85.3,52,112,46.4,447,1868,886,21,17,5,19,14,551,78,848,24,196,390,264,24,848,26,16,11,11,4,15,34,44.1,19,14,2,12,12,38,15,0,13,14,48.1,"MF,DF"
1816,James Milner,2023-2024,37,eng ENG,Brighton,eng Premier League,15,773,8.6,11,4,2,0,2,2,492,585,84.1,16,46,17,6,69,7622,2496,269,297,90.6,181,210,86.2,27,46,58.7,395,1230,562,11,6,4,11,6,457,73,675,25,135,300,245,17,675,20,14,9,10,1,9,14,64.3,5,9,0,9,8,28,16,0,6,13,31.6,"DF,MF"
1817,Kim Min-jae,2022-2023,25,kr KOR,Napoli,it Serie A,35,3050,33.9,35,0,2,2,2,4,2552,2812,90.8,10,201,8,2,169,46165,17303,1026,1090,94.1,1269,1347,94.2,214,295,72.5,1942,8608,4964,42,21,2,13,7,2349,8,3142,298,1329,1722,104,27,3142,55,30,32,22,1,25,29,86.2,4,36,26,10,41,96,123,1,91,54,62.8,DF
1818,Kim Min-jae,2023-2024,26,kr KOR,Bayern Munich,de Bundesliga,25,1970,21.9,22,3,3,1,1,2,1986,2139,92.8,8,129,2,0,131,33551,13144,863,905,95.4,1011,1061,95.3,94,131,71.8,1354,6415,3524,14,10,0,5,5,1730,3,2352,279,1065,1233,64,19,2352,37,24,21,11,5,12,24,50,12,29,19,10,45,82,70,2,75,29,72.1,DF
1819,Kim Min-jae,2024-2025,27,kr KOR,Bayern Munich,de Bundesliga,27,2283,25.4,27,0,3,2,0,2,2340,2530,92.5,6,236,2,0,181,39041,15291,1047,1101,95.1,1152,1213,95,115,164,70.1,1644,6867,3311,16,23,1,14,5,2098,5,2764,161,911,1762,101,14,2764,35,20,18,13,4,11,21,52.4,10,23,10,13,37,72,91,4,82,43,65.6,DF
1820,Yerry Mina,2022-2023,27,co COL,Everton,eng Premier League,7,594,6.6,7,0,17,2,0,2,286,325,88,1,15,1,0,13,4935,1808,117,125,93.6,146,161,90.7,17,27,63,217,1089,622,1,4,1,4,0,255,3,402,58,198,176,30,16,402,15,8,9,6,0,9,11,81.8,2,7,4,3,6,21,28,0,19,15,55.9,DF
1821,Yerry Mina,2023-2024,28,co COL,2 Teams,it Serie A,18,1259,14,14,4,11,2,0,2,463,579,80,0,17,4,1,25,9622,3440,134,151,88.7,263,299,88,63,116,54.3,345,1971,1072,4,0,0,10,0,373,4,734,139,456,260,20,6,733,21,14,15,6,0,14,21,66.7,7,23,14,9,4,25,79,0,36,14,72,"DF,MF"
1822,Yerry Mina,2024-2025,29,co COL,Cagliari,it Serie A,31,2569,28.5,31,0,1,1,0,1,1198,1394,85.9,4,63,6,1,76,22018,8376,451,497,90.7,642,705,91.1,91,157,58,948,4858,2737,17,11,0,20,13,969,9,1797,332,1047,686,89,43,1797,66,32,43,21,2,40,52,76.9,12,59,35,24,37,103,163,3,94,50,65.3,DF
1823,Lucas Mincarelli,2023-2024,19,fr FRA,Montpellier,fr Ligue 1,13,978,10.9,12,1,9,1,1,2,326,438,74.4,4,14,7,2,26,5326,1994,160,192,83.3,135,160,84.4,21,57,36.8,312,2156,998,24,27,1,11,15,276,40,572,38,190,253,135,10,572,29,16,19,6,4,17,34,50,17,17,4,13,8,37,27,0,10,13,43.5,"DF,MF"
1824,Lucas Mincarelli,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,10,715,7.9,8,2,6,1,0,1,309,379,81.5,3,24,2,2,25,5124,1980,149,163,91.4,128,146,87.7,20,51,39.2,255,1441,819,15,11,2,5,2,297,16,462,35,181,207,77,8,462,17,10,6,9,2,6,13,46.2,7,8,5,3,9,26,27,0,5,9,35.7,DF
1825,Tyrone Mings,2022-2023,29,eng ENG,Aston Villa,eng Premier League,35,3150,35,35,0,1,1,2,3,1617,1899,85.2,5,106,6,0,111,30932,11677,532,586,90.8,913,984,92.8,153,286,53.5,1379,7995,4556,20,21,3,8,7,1486,7,2228,384,1276,877,81,21,2228,15,7,10,5,0,9,20,45,11,40,21,19,54,69,163,2,61,24,71.8,DF
1826,Tyrone Mings,2024-2025,31,eng ENG,Aston Villa,eng Premier League,14,1120,12.4,12,2,13,0,0,0,596,676,88.2,3,48,5,0,40,10642,3364,234,256,91.4,323,342,94.4,34,64,53.1,484,2662,1365,7,13,1,3,1,532,1,794,146,405,346,47,17,794,7,6,6,1,0,2,2,100,0,13,11,2,7,14,61,1,27,22,55.1,DF
1827,Óscar Mingueza,2022-2023,23,es ESP,Celta Vigo,es La Liga,21,1284,14.3,13,8,6,0,0,0,721,908,79.4,11,70,13,4,69,12216,4925,370,408,90.7,285,338,84.3,58,126,46,596,3238,1751,24,19,2,18,11,649,40,1032,50,351,490,209,17,1032,37,21,27,9,1,25,32,78.1,7,10,4,6,12,49,25,0,8,8,50,DF
1828,Óscar Mingueza,2023-2024,24,es ESP,Celta Vigo,es La Liga,38,2998,33.3,33,5,0,2,2,4,1478,1967,75.1,48,169,55,17,170,24165,11712,778,875,88.9,536,699,76.7,125,277,45.1,1313,6460,3490,74,76,9,31,26,1498,134,2287,72,598,1012,701,43,2287,62,38,44,11,7,37,80,46.3,43,38,7,31,17,79,49,2,16,18,47.1,"DF,MF"
1829,Óscar Mingueza,2024-2025,25,es ESP,Celta Vigo,es La Liga,34,2729,30.3,31,3,0,4,6,10,1692,2197,77,35,176,69,11,200,29803,11814,770,852,90.4,709,893,79.4,173,348,49.7,1386,6489,3345,69,62,12,41,14,1692,194,2460,63,598,1123,759,42,2460,38,24,21,12,5,26,69,37.7,43,35,5,30,22,60,46,7,11,11,50,"MF,DF"
1830,Ignasi Miquel,2023-2024,30,es ESP,Granada,es La Liga,34,2992,33.2,33,1,1,1,1,2,1265,1549,81.7,12,72,5,0,83,25083,9540,396,447,88.6,715,790,90.5,145,284,51.1,1027,4460,2198,8,6,1,21,4,1146,8,1889,262,1133,703,67,37,1889,47,30,39,6,2,23,40,57.5,17,32,16,16,45,92,132,4,56,55,50.5,DF
1831,Juan Miranda,2022-2023,22,es ESP,Betis,es La Liga,21,1472,16.4,16,5,16,3,2,5,588,830,70.8,21,55,28,9,73,9875,5120,277,325,85.2,210,293,71.7,67,142,47.2,478,2263,1187,26,22,0,17,8,560,87,1014,67,298,418,306,33,1014,23,16,16,6,1,14,29,48.3,15,20,7,13,20,43,63,0,21,17,55.3,DF
1832,Juan Miranda,2023-2024,23,es ESP,Betis,es La Liga,25,1858,20.6,21,4,10,1,1,2,913,1166,78.3,23,64,32,9,103,15668,7497,416,467,89.1,382,488,78.3,86,149,57.7,654,2498,1316,35,24,3,22,5,789,95,1384,75,439,581,371,28,1384,38,24,21,13,4,17,31,54.8,14,31,6,25,19,57,62,0,26,27,49.1,DF
1833,Juan Miranda,2024-2025,24,es ESP,Bologna,it Serie A,31,2277,25.3,25,6,5,0,6,6,1420,1877,75.7,57,156,52,30,163,27816,10135,526,588,89.5,683,823,83,195,406,48,1047,3726,1792,34,27,4,23,8,1270,88,2080,62,588,848,655,20,2080,32,18,11,14,7,14,33,42.4,19,21,3,18,23,55,50,1,36,33,52.2,DF
1834,Filippo Missori,2022-2023,18,it ITA,Roma,it Serie A,3,181,2,2,1,2,0,0,0,41,61,67.2,0,1,0,0,0,688,291,18,24,75,21,28,75,1,5,20,20,72,17,1,0,0,3,1,27,3,82,4,41,25,16,0,82,4,3,3,0,1,3,6,50,3,0,0,0,3,7,5,0,2,2,50,DF
1835,Filippo Missori,2023-2024,19,it ITA,Sassuolo,it Serie A,8,266,3,2,6,26,0,0,0,89,113,78.8,2,5,2,2,8,1575,527,40,44,90.9,38,48,79.2,10,17,58.8,65,330,198,5,2,2,1,2,73,7,146,10,50,68,30,3,146,6,3,2,4,0,4,11,36.4,7,3,2,1,4,10,8,0,6,1,85.7,DF
1836,Tyrick Mitchell,2022-2023,22,eng ENG,Crystal Palace,eng Premier League,36,2891,32.1,34,2,0,0,2,2,1152,1607,71.7,15,90,21,9,106,18235,8262,600,710,84.5,483,635,76.1,53,169,31.4,827,3148,1433,23,19,4,35,17,957,90,1899,115,654,834,431,35,1899,71,49,43,23,5,30,53,56.6,23,48,11,37,42,113,78,0,25,26,49,DF
1837,Tyrick Mitchell,2023-2024,23,eng ENG,Crystal Palace,eng Premier League,37,3204,35.6,37,0,0,2,3,5,1177,1627,72.3,24,74,29,12,94,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4,818,3253,1564,32,23,9,46,28,979,159,2038,118,739,762,555,54,2038,105,60,75,21,9,43,60,71.7,17,63,10,53,26,131,104,0,21,26,44.7,"DF,MF"
1838,Tyrick Mitchell,2024-2025,24,eng ENG,Crystal Palace,eng Premier League,37,3092,34.4,37,0,1,0,5,5,976,1355,72,41,51,33,16,70,15688,5986,509,600,84.8,383,512,74.8,61,147,41.5,820,3825,1771,63,36,9,38,30,902,171,1754,114,622,671,475,43,1754,91,55,57,27,7,25,46,54.3,21,68,12,56,19,110,108,2,20,21,48.8,DF
1839,Stefan Mitrović,2022-2023,32,rs SRB,Getafe,es La Liga,22,1680,18.7,18,4,16,0,0,0,403,512,78.7,0,14,0,0,17,8685,3574,106,126,84.1,228,260,87.7,63,111,56.8,312,1443,616,1,0,0,2,0,331,1,663,110,396,260,11,8,663,14,6,12,2,0,7,11,63.6,4,12,10,2,17,31,90,2,38,16,70.4,DF
1840,Stefan Mitrović,2023-2024,33,rs SRB,Getafe,es La Liga,11,699,7.8,9,2,10,1,0,1,191,251,76.1,2,16,1,0,19,4178,1581,57,69,82.6,94,115,81.7,40,66,60.6,140,780,457,4,0,0,3,0,142,2,306,39,156,147,5,2,306,9,3,7,2,0,4,8,50,4,3,2,1,6,15,26,0,11,20,35.5,DF
1841,Maximilian Mittelstädt,2022-2023,25,de GER,Hertha BSC,de Bundesliga,17,849,9.4,7,10,14,0,0,0,326,472,69.1,11,29,7,4,37,5021,2310,182,206,88.3,113,168,67.3,21,74,28.4,261,1789,982,29,19,4,12,9,253,29,616,33,223,281,126,8,616,39,20,31,6,2,17,39,43.6,22,13,2,11,26,65,27,0,10,16,38.5,"DF,MF"
1842,Maximilian Mittelstädt,2023-2024,26,de GER,Stuttgart,de Bundesliga,31,2103,23.4,23,8,2,2,4,6,1447,1708,84.7,30,107,33,20,123,21937,6603,799,864,92.5,521,611,85.3,74,133,55.6,1056,5264,2712,70,58,6,30,21,1337,129,2041,78,494,1098,470,35,2041,91,51,46,39,6,53,89,59.6,36,36,6,30,46,137,65,0,30,20,60,DF
1843,Maximilian Mittelstädt,2024-2025,27,de GER,Stuttgart,de Bundesliga,31,2469,27.4,28,3,1,1,7,8,1698,2035,83.4,47,160,61,31,182,27337,8592,899,968,92.9,648,768,84.4,121,231,52.4,1251,6049,2909,62,52,2,24,8,1541,155,2385,106,525,1225,646,32,2385,79,54,42,30,7,53,73,72.6,20,47,11,36,47,126,96,2,24,19,55.8,DF
1844,Jakub Moder,2023-2024,24,pl POL,Brighton,eng Premier League,17,618,6.9,6,11,10,0,0,0,243,304,79.9,4,15,3,0,23,3263,908,150,165,90.9,75,94,79.8,5,14,35.7,218,985,423,10,8,2,11,6,259,26,388,23,106,180,106,14,388,19,10,9,5,5,9,18,50,9,8,2,6,2,21,12,0,3,5,37.5,"MF,DF"
1845,Rui Modesto,2024-2025,24,ao ANG,Udinese,it Serie A,20,608,6.8,4,16,14,0,1,1,231,310,74.5,14,15,6,5,22,3481,983,139,156,89.1,69,100,69,17,38,44.7,166,915,518,16,6,4,9,3,212,43,388,9,76,165,153,14,388,16,12,4,9,3,7,9,77.8,2,10,0,10,8,24,13,0,10,14,41.7,"DF,MF"
1846,Tobias Mohr,2022-2023,26,de GER,Schalke 04,de Bundesliga,18,839,9.3,8,10,8,0,3,3,308,506,60.9,20,24,13,8,28,6380,2809,108,135,80,137,193,71,55,139,39.6,263,1526,793,20,7,1,8,8,290,39,594,30,198,219,183,13,594,8,5,3,5,0,2,7,28.6,5,14,5,9,8,16,19,0,8,12,40,"DF,MF"
1847,Johan Mojica,2022-2023,29,co COL,2 Teams,es La Liga,20,912,10.1,8,12,18,0,0,0,445,573,77.7,12,23,7,4,28,7251,2051,214,237,90.3,187,222,84.2,32,66,48.5,411,2469,1240,41,26,7,15,9,388,49,667,29,202,250,221,13,667,19,12,14,4,1,7,12,58.3,5,11,5,6,8,27,19,1,11,5,68.8,DF
1848,Johan Mojica,2023-2024,30,co COL,Osasuna,es La Liga,30,2041,22.7,22,8,3,0,3,3,865,1193,72.5,25,58,36,25,82,14714,5344,460,513,89.7,315,416,75.7,78,185,42.2,675,3865,1785,57,52,13,46,10,799,117,1426,60,342,604,495,29,1426,30,22,11,15,4,16,25,64,9,15,2,13,21,51,40,2,15,14,51.7,DF
1849,Johan Mojica,2024-2025,31,co COL,Mallorca,es La Liga,36,2755,30.6,30,6,1,1,2,3,1217,1641,74.2,40,102,53,33,130,21542,9303,616,697,88.4,438,563,77.8,146,286,51,1024,5088,2228,66,53,5,52,27,1115,142,1949,96,593,818,569,18,1949,35,23,26,6,3,19,40,47.5,21,13,5,8,26,61,84,3,9,18,33.3,DF
1850,David Mokwa,2024-2025,20,fr FRA,Hoffenheim,de Bundesliga,2,22,0.2,0,2,3,0,0,0,1,4,25,0,0,0,0,0,9,0,1,3,33.3,0,1,0,0,0,,5,29,9,0,0,0,2,2,5,0,11,0,2,4,5,2,11,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,2,2,50,"DF,FW"
1851,Clinton Mola,2022-2023,21,eng ENG,Stuttgart,de Bundesliga,1,15,0.2,0,1,2,0,0,0,3,6,50,0,0,0,0,0,52,24,1,1,100,2,3,66.7,0,1,0,1,11,0,0,0,0,0,0,0,0,14,4,9,4,2,0,14,3,1,2,1,0,1,1,100,0,1,1,0,1,4,2,0,1,1,50,DF
1852,Nahuel Molina,2022-2023,24,ar ARG,Atlético Madrid,es La Liga,33,2867,31.9,33,0,1,4,2,6,1452,1930,75.2,38,74,49,17,112,21725,8461,840,930,90.3,466,653,71.4,94,205,45.9,1080,4861,2929,73,43,9,32,10,1386,249,2229,87,696,833,709,47,2229,69,43,38,18,13,39,91,42.9,52,38,7,31,18,87,63,1,22,32,40.7,DF
1853,Nahuel Molina,2023-2024,25,ar ARG,Atlético Madrid,es La Liga,30,1852,20.6,19,11,2,2,3,5,957,1304,73.4,19,48,30,12,68,14695,5346,571,641,89.1,292,415,70.4,66,159,41.5,817,3231,1779,47,43,8,35,13,953,170,1482,46,373,628,490,44,1482,38,22,16,18,4,26,54,48.1,28,19,3,16,9,47,36,1,7,11,38.9,DF
1854,Nahuel Molina,2024-2025,26,ar ARG,Atlético Madrid,es La Liga,30,1590,17.7,17,13,6,0,3,3,945,1182,79.9,13,43,19,5,61,14192,5083,538,593,90.7,327,406,80.5,50,108,46.3,782,3387,1971,35,28,4,21,3,883,96,1366,59,420,606,349,24,1366,44,19,21,21,2,31,56,55.4,25,16,3,13,13,57,53,0,10,12,45.5,DF
1855,Jon Moncayola,2022-2023,24,es ESP,Osasuna,es La Liga,37,2448,27.2,25,12,0,1,3,4,1136,1461,77.8,27,170,22,10,175,22841,7870,433,490,88.4,516,609,84.7,176,315,55.9,869,3900,2099,34,29,1,26,11,1060,50,1698,59,387,949,379,14,1698,55,39,24,22,9,30,76,39.5,46,37,5,32,17,72,32,2,17,15,53.1,"MF,DF"
1856,Ilario Monterisi,2023-2024,21,it ITA,Frosinone,it Serie A,24,1469,16.3,16,8,10,2,2,4,802,997,80.4,5,47,7,1,47,13842,6423,350,392,89.3,379,447,84.8,60,123,48.8,590,2370,1220,4,5,0,4,3,731,18,1136,146,607,457,76,12,1136,23,13,14,7,2,12,26,46.2,14,22,18,4,8,31,63,0,41,28,59.4,DF
1857,César Montes,2022-2023,25,mx MEX,Espanyol,es La Liga,20,1590,17.7,18,2,0,3,0,3,624,799,78.1,0,46,1,1,41,12344,4658,223,251,88.8,312,367,85,81,158,51.3,499,2365,1487,13,5,0,5,3,551,4,989,154,511,422,66,29,989,17,9,10,7,0,10,18,55.6,8,19,12,7,14,31,101,0,68,38,64.2,DF
1858,César Montes,2023-2024,26,mx MEX,Almería,es La Liga,21,1788,19.9,21,0,7,0,0,0,750,973,77.1,4,51,7,1,52,15594,5775,224,266,84.2,430,487,88.3,86,196,43.9,593,2990,1805,7,5,1,7,1,730,2,1156,148,650,468,43,23,1156,22,13,13,9,0,9,18,50,9,21,9,12,11,33,94,0,59,24,71.1,DF
1859,Gonzalo Montiel,2022-2023,25,ar ARG,Sevilla,es La Liga,28,1524,16.9,17,11,6,0,3,3,661,851,77.7,20,53,13,7,57,10029,3892,359,402,89.3,250,322,77.6,34,78,43.6,532,2769,1584,34,28,5,23,9,576,87,1023,54,291,433,310,33,1023,26,15,12,14,0,15,29,51.7,14,25,7,18,19,45,38,0,13,16,44.8,DF
1860,Gonzalo Montiel,2023-2024,26,ar ARG,2 Teams,2 Comps,14,801,8.9,8,6,11,0,2,2,292,386,75.6,9,22,9,1,28,4600,1987,155,172,90.1,112,154,72.7,16,38,42.1,209,920,566,9,10,0,7,3,239,32,474,47,175,186,117,13,474,22,19,12,8,2,16,29,55.2,13,8,3,5,9,31,31,1,12,8,60,DF
1861,Gonzalo Montiel,2024-2025,27,ar ARG,Sevilla,es La Liga,6,113,1.3,1,5,11,0,0,0,68,78,87.2,0,8,1,1,2,1288,364,29,30,96.7,33,37,89.2,6,10,60,37,153,90,3,0,0,2,0,57,3,99,9,41,42,16,2,99,4,2,3,1,0,3,4,75,1,0,0,0,2,6,11,0,1,0,100,"DF,MF"
1862,Martín Montoya,2022-2023,31,es ESP,Betis,es La Liga,6,453,5,6,0,28,0,0,0,190,244,77.9,4,12,3,2,16,2765,1133,107,116,92.2,60,77,77.9,12,31,38.7,151,594,309,6,2,0,7,4,167,12,302,22,95,161,48,5,302,13,8,9,4,0,10,12,83.3,2,6,1,5,9,22,14,1,8,3,72.7,DF
1863,Morato,2024-2025,23,br BRA,Nott'ham Forest,eng Premier League,26,907,10.1,6,20,8,0,0,0,238,309,77,0,19,0,0,19,3987,1931,107,123,87,108,129,83.7,15,35,42.9,164,789,417,1,2,0,6,3,206,1,457,90,270,170,19,2,457,22,14,18,3,1,13,21,61.9,8,14,5,9,10,32,78,2,6,14,30,DF
1864,Diego Moreira,2024-2025,19,be BEL,Strasbourg,fr Ligue 1,32,2568,28.5,29,3,0,2,7,9,1028,1327,77.5,30,30,37,10,87,16315,3941,534,619,86.3,408,528,77.3,61,104,58.7,953,5886,3285,99,63,36,65,33,1098,245,1701,82,408,736,588,81,1701,44,28,17,19,8,24,50,48,26,23,4,19,35,79,65,0,27,29,48.2,"DF,MF"
1865,Alberto Moreno,2022-2023,30,es ESP,Villarreal,es La Liga,24,1296,14.4,14,10,6,0,1,1,605,730,82.9,12,18,24,6,47,9845,2768,298,329,90.6,252,283,89,36,64,56.3,490,2569,1333,41,32,7,17,6,549,97,872,27,247,298,331,28,872,23,12,10,10,3,11,24,45.8,13,12,1,11,23,46,26,0,12,10,54.5,DF
1866,Alberto Moreno,2023-2024,31,es ESP,Villarreal,es La Liga,27,1484,16.5,17,10,3,2,2,4,586,733,79.9,16,35,23,9,55,10373,3766,272,307,88.6,246,291,84.5,60,104,57.7,402,2042,1033,26,21,2,17,3,523,79,885,53,279,349,266,27,885,31,21,19,10,2,10,30,33.3,20,12,2,10,24,55,33,0,10,13,43.5,DF
1867,Alberto Moreno,2024-2025,32,es ESP,Como,it Serie A,24,1727,19.2,21,3,6,0,0,0,893,1082,82.5,19,63,23,12,81,15712,5538,383,420,91.2,417,475,87.8,76,140,54.3,722,3027,1350,23,30,4,18,3,805,58,1224,58,391,563,283,17,1224,25,11,17,8,0,12,26,46.2,14,12,3,9,14,39,40,2,11,20,35.5,DF
1868,Álex Moreno,2022-2023,29,es ESP,2 Teams,2 Comps,34,2679,29.8,29,5,1,0,6,6,1106,1440,76.8,31,53,43,18,81,16311,6081,618,706,87.5,396,513,77.2,55,111,49.5,911,5888,3138,114,65,28,66,21,1035,198,1832,119,618,702,530,79,1832,52,36,34,15,3,31,72,43.1,41,35,7,28,24,76,76,2,18,30,37.5,DF
1869,Álex Moreno,2023-2024,30,es ESP,Aston Villa,eng Premier League,21,1031,11.5,11,10,4,2,0,2,428,542,79,11,10,13,2,24,6466,1602,235,264,89,171,210,81.4,17,30,56.7,364,2332,1106,32,20,10,14,6,383,83,690,40,246,235,213,29,690,18,12,18,0,0,12,19,63.2,7,11,2,9,13,31,37,0,4,10,28.6,DF
1870,Álex Moreno,2024-2025,31,es ESP,Nott'ham Forest,eng Premier League,15,955,10.6,11,4,12,0,1,1,308,428,72,8,25,9,2,34,4574,1911,184,210,87.6,95,148,64.2,14,40,35,229,1470,864,26,16,4,13,6,258,34,559,60,210,202,158,8,559,25,18,20,5,0,15,39,38.5,24,11,5,6,15,40,43,0,3,11,21.4,"DF,MF"
