Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
2468,Leo Skiri Østigård,2022-2023,22,no NOR,Napoli,it Serie A,7,419,4.7,4,3,31,0,0,0,0,0,0,0,306,357,85.7,0,26,0,0,23,6056,2161,108,118,91.5,150,173,86.7,41,55,74.5,259,1619,939,5,5,0,4,0,271,1,401,35,176,209,17,2,401,4,1,3,1,0,1,1,100,0,3,3,0,6,10,18,1,30,7,81.1,DF
2469,Leo Skiri Østigård,2023-2024,23,no NOR,Napoli,it Serie A,25,1625,18.1,18,7,11,1,0,1,1,0,0,0,1172,1339,87.5,3,68,4,0,76,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,872,4462,2440,13,7,0,4,2,1050,3,1487,171,668,769,57,18,1487,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,58,25,69.9,DF
2470,Leo Skiri Østigård,2024-2025,24,no NOR,2 Teams,2 Comps,27,2154,23.9,25,2,2,1,0,1,1,0,0,0,1160,1374,84.4,5,80,3,1,101,21749,8450,412,463,89,619,686,90.2,109,190,57.4,834,4000,1755,3,3,0,8,2,968,2,1695,229,798,864,39,23,1695,29,25,21,8,0,19,28,67.9,9,29,19,10,24,53,192,1,107,52,67.3,DF
2471,Robert Skov,2022-2023,26,dk DEN,Hoffenheim,de Bundesliga,23,1349,15,16,7,2,3,2,5,1,2,2,0,509,728,69.9,21,35,22,9,49,9105,3139,232,274,84.7,213,297,71.7,54,115,47,453,2377,1188,43,26,12,21,11,481,97,906,32,210,373,335,37,904,22,11,14,7,1,10,26,38.5,16,22,8,14,8,30,20,2,15,17,46.9,DF
2472,Robert Skov,2023-2024,27,dk DEN,Hoffenheim,de Bundesliga,25,1260,14,14,11,6,3,4,7,3,0,0,0,542,736,73.6,23,50,19,5,71,9703,3351,226,260,86.9,252,315,80,56,116,48.3,480,2439,1197,28,19,13,27,6,551,92,918,42,185,412,325,44,918,24,16,15,8,1,17,36,47.2,19,17,4,13,10,34,23,1,13,9,59.1,"DF,FW"
2473,Robert Skov,2024-2025,28,dk DEN,Union Berlin,de Bundesliga,15,852,9.5,11,4,5,2,2,4,1,1,1,0,305,463,65.9,19,18,16,5,36,5404,2361,147,173,85,111,166,66.9,40,92,43.5,263,1450,760,25,11,8,21,3,291,45,564,19,111,261,200,23,563,15,11,8,7,0,10,20,50,10,8,1,7,8,23,9,0,9,9,50,"DF,MF"
2474,Milan Škriniar,2022-2023,27,sk SVK,Inter,it Serie A,21,1769,19.7,20,1,2,0,0,0,0,0,0,0,1275,1397,91.3,6,79,4,1,81,23769,7731,445,479,92.9,707,739,95.7,103,144,71.5,976,4478,2134,16,11,0,14,3,1137,10,1546,151,741,721,90,13,1546,29,18,14,11,4,18,32,56.3,14,18,13,5,13,42,46,3,17,18,48.6,DF
2475,Milan Škriniar,2023-2024,28,sk SVK,Paris S-G,fr Ligue 1,24,1629,18.1,17,7,1,0,0,0,0,0,0,0,1735,1820,95.3,1,89,0,0,61,32486,9850,558,588,94.9,1032,1059,97.5,126,146,86.3,1630,7441,3525,5,11,0,6,1,1541,1,1959,197,751,1176,38,5,1959,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51,2,25,26,49,DF
2476,Milan Škriniar,2024-2025,29,sk SVK,Paris S-G,fr Ligue 1,5,382,4.2,4,1,9,0,0,0,0,0,0,0,361,374,96.5,1,15,0,0,20,6457,2316,133,136,97.8,208,213,97.7,16,20,80,244,1111,603,3,0,0,2,0,309,0,417,51,200,213,5,3,417,7,5,3,4,0,3,3,100,0,7,6,1,3,10,16,0,7,5,58.3,DF
2477,Chris Smalling,2022-2023,32,eng ENG,Roma,it Serie A,32,2808,31.2,31,1,2,3,1,4,3,0,0,0,1173,1344,87.3,6,35,3,0,51,22956,7520,335,366,91.5,713,778,91.6,113,162,69.8,877,3859,1889,5,7,0,10,2,1002,7,1657,254,977,637,52,34,1657,26,15,16,10,0,13,21,61.9,8,51,36,15,43,69,123,0,71,24,74.7,DF
2478,Chris Smalling,2023-2024,33,eng ENG,Roma,it Serie A,8,390,4.3,4,4,7,0,0,0,0,0,0,0,197,228,86.4,1,7,0,0,13,3810,1394,61,69,88.4,122,132,92.4,13,20,65,161,896,466,1,3,0,2,1,174,2,262,25,114,133,15,6,262,1,1,1,0,0,1,4,25,3,6,5,1,5,6,8,0,22,7,75.9,DF
2479,Adam Smith,2022-2023,31,eng ENG,Bournemouth,eng Premier League,37,2943,32.7,34,3,0,0,1,1,0,0,0,0,953,1264,75.4,16,70,28,19,83,16233,6898,450,513,87.7,398,501,79.4,88,194,45.4,647,2762,1368,28,21,3,21,4,771,54,1527,112,602,650,296,17,1527,49,29,27,19,3,29,60,48.3,31,30,13,17,25,74,81,1,29,38,43.3,DF
2480,Adam Smith,2023-2024,32,eng ENG,Bournemouth,eng Premier League,28,2150,23.9,25,3,6,0,2,2,0,0,0,0,782,1025,76.3,17,58,23,17,89,12722,5225,397,443,89.6,325,401,81,51,141,36.2,521,2455,1022,24,22,3,14,7,580,28,1229,92,404,537,295,11,1229,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,18,22,45,DF
2481,Adam Smith,2024-2025,33,eng ENG,Bournemouth,eng Premier League,25,1590,17.7,19,6,1,0,0,0,0,0,0,0,514,679,75.7,8,49,10,5,49,8452,2723,244,275,88.7,222,279,79.6,32,89,36,366,1552,711,15,18,1,13,7,403,34,825,41,240,394,197,8,825,24,12,11,7,6,14,27,51.9,13,13,5,8,15,39,49,1,14,15,48.3,DF
2482,Eric Smith,2024-2025,27,se SWE,St. Pauli,de Bundesliga,32,2827,31.4,32,0,0,1,1,2,1,0,0,0,1355,1677,80.8,28,118,19,4,118,26591,9803,484,531,91.1,676,772,87.6,174,330,52.7,838,3771,1730,16,19,0,11,7,1130,11,1956,161,674,985,315,8,1956,46,29,26,17,3,23,40,57.5,17,37,10,27,37,83,104,4,30,37,44.8,"DF,MF"
2483,Hrvoje Smolčić,2022-2023,21,hr CRO,Eint Frankfurt,de Bundesliga,9,471,5.2,4,5,15,0,0,0,0,0,0,0,287,355,80.8,0,8,0,0,18,5494,2389,96,111,86.5,166,188,88.3,23,45,51.1,231,1099,609,0,3,0,3,1,254,1,432,72,234,188,12,4,432,8,7,6,2,0,5,10,50,5,11,4,7,6,14,38,0,27,13,67.5,DF
2484,Hrvoje Smolčić,2023-2024,22,hr CRO,Eint Frankfurt,de Bundesliga,11,347,3.9,3,8,20,1,0,1,1,0,0,0,285,321,88.8,1,10,0,0,14,5288,1981,87,102,85.3,172,181,95,21,32,65.6,213,1062,557,0,1,0,1,2,259,0,369,56,212,152,6,2,369,7,3,7,0,0,4,5,80,1,3,1,2,6,13,23,1,14,12,53.8,DF
2485,Ivan Smolčić,2024-2025,23,hr CRO,Como,it Serie A,9,630,7,7,2,6,0,0,0,0,0,0,0,327,394,83,2,18,3,0,23,5985,1848,151,166,91,131,152,86.2,41,69,59.4,231,838,306,3,5,0,8,3,256,9,475,29,184,224,70,10,475,16,9,8,7,1,9,13,69.2,4,8,2,6,10,26,24,0,11,10,52.4,DF
2486,Cédric Soares,2022-2023,30,pt POR,2 Teams,eng Premier League,8,227,2.5,2,6,19,0,0,0,0,0,0,0,162,210,77.1,2,13,4,3,15,2651,740,82,88,93.2,65,78,83.3,13,34,38.2,134,583,309,5,4,1,2,2,160,12,240,12,66,98,76,3,240,8,5,4,3,1,3,4,75,1,4,1,3,1,9,6,0,2,7,22.2,DF
2487,Danilo Soares,2022-2023,30,br BRA,Bochum,de Bundesliga,23,1766,19.6,23,0,4,0,0,0,0,0,0,0,751,1004,74.8,11,82,14,5,93,13624,5004,333,383,86.9,312,412,75.7,92,159,57.9,507,2188,908,17,18,2,17,13,522,24,1251,90,469,643,154,2,1251,72,46,42,23,7,43,72,59.7,29,29,6,23,30,102,56,1,24,18,57.1,DF
2488,Danilo Soares,2023-2024,31,br BRA,Bochum,de Bundesliga,5,351,3.9,3,2,11,0,0,0,0,0,0,0,124,179,69.3,3,12,3,0,15,2028,942,65,75,86.7,50,79,63.3,8,20,40,93,447,173,3,1,0,6,2,95,8,227,18,70,116,48,1,227,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0,4,7,36.4,DF
2489,Eduard Sobol,2022-2023,27,ua UKR,Strasbourg,fr Ligue 1,15,870,9.7,9,6,1,0,1,1,0,0,0,0,298,391,76.2,8,25,10,3,34,4795,1729,156,179,87.2,108,151,71.5,21,43,48.8,300,1781,771,16,15,2,12,7,277,54,479,19,97,230,156,8,479,19,10,10,6,3,9,13,69.2,4,10,1,9,8,27,19,0,9,5,64.3,DF
2490,Alex Sola,2022-2023,23,es ESP,Real Sociedad,es La Liga,10,349,3.9,3,7,16,0,0,0,0,0,0,0,158,198,79.8,2,6,1,1,4,2779,704,60,68,88.2,78,91,85.7,15,28,53.6,116,739,298,8,3,1,2,6,131,19,252,12,73,99,84,6,252,18,9,14,3,1,7,10,70,3,7,2,5,7,25,10,0,7,3,70,DF
2491,Nikola Soldo,2022-2023,21,hr CRO,Köln,de Bundesliga,7,593,6.6,6,1,13,0,0,0,0,0,0,0,270,348,77.6,1,11,1,0,15,5661,1561,61,74,82.4,174,191,91.1,35,72,48.6,236,1193,722,3,2,0,1,0,261,0,421,47,230,182,13,7,421,15,9,8,7,0,7,11,63.6,4,7,6,1,7,22,28,0,7,9,43.8,DF
2492,Carlos Soler,2023-2024,26,es ESP,Paris S-G,fr Ligue 1,24,1090,12.1,12,12,9,2,2,4,2,0,0,0,670,782,85.7,20,58,17,2,74,10803,2917,322,356,90.4,265,299,88.6,50,72,69.4,707,3403,1302,15,23,2,14,8,673,59,872,27,183,423,273,36,872,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11,1,6,6,50,"MF,DF"
2493,Oumar Solet,2024-2025,24,fr FRA,Udinese,it Serie A,19,1672,18.6,19,0,0,1,2,3,1,0,0,0,982,1110,88.5,17,54,9,2,65,19162,5319,375,398,94.2,438,474,92.4,162,211,76.8,806,4076,2186,20,14,2,17,11,874,6,1325,175,609,632,101,15,1325,33,19,18,13,2,21,30,70,9,32,19,13,17,50,78,4,20,20,50,DF
2494,Brandon Soppy,2022-2023,20,fr FRA,2 Teams,it Serie A,16,733,8.1,9,7,18,0,3,3,0,0,0,0,265,354,74.9,13,29,10,4,37,3833,1591,151,172,87.8,93,126,73.8,12,31,38.7,253,1502,816,27,16,6,16,8,268,39,461,10,98,204,164,25,461,9,6,4,5,0,3,9,33.3,6,14,0,14,4,13,8,0,5,2,71.4,DF
2495,Borna Sosa,2022-2023,24,hr CRO,Stuttgart,de Bundesliga,25,1955,21.7,22,3,0,2,7,9,2,0,0,0,1076,1458,73.8,67,80,57,37,128,18458,7607,558,626,89.1,375,515,72.8,116,256,45.3,890,4751,2414,58,54,8,20,16,999,152,1630,51,386,631,630,20,1630,27,21,18,8,1,21,32,65.6,11,20,5,15,19,46,37,0,15,13,53.6,DF
2496,Borna Sosa,2024-2025,26,hr CRO,Torino,it Serie A,19,1181,13.1,14,5,9,0,0,0,0,0,0,0,546,686,79.6,11,43,22,12,51,9165,2699,244,275,88.7,237,283,83.7,51,94,54.3,417,2251,866,13,15,1,9,1,454,49,781,29,222,372,193,14,781,26,19,14,7,5,16,25,64,9,13,6,7,14,40,33,0,16,19,45.7,DF
2497,Joaquin Sosa,2022-2023,20,uy URU,Bologna,it Serie A,10,688,7.6,7,3,27,0,0,0,0,0,0,0,308,379,81.3,0,22,0,0,13,6349,2250,101,118,85.6,161,180,89.4,43,73,58.9,281,1593,958,6,3,0,5,2,296,1,445,49,243,195,8,3,445,6,2,5,1,0,4,18,22.2,14,5,3,2,6,12,31,0,14,12,53.8,DF
2498,Matìas Soulé,2024-2025,21,ar ARG,Roma,it Serie A,27,1781,19.8,22,5,10,5,5,10,5,0,0,0,785,955,82.2,51,53,34,12,89,11957,2869,452,493,91.7,243,300,81,59,102,57.8,794,4724,2444,84,56,32,56,32,915,191,1271,24,137,472,673,73,1271,26,16,12,7,7,10,23,43.5,13,25,3,22,9,35,25,0,10,17,37,"MF,DF"
2499,Adama Soumaoro,2022-2023,30,fr FRA,Bologna,it Serie A,23,1867,20.7,22,1,4,0,0,0,0,0,0,0,996,1075,92.7,1,28,1,0,50,18518,6098,358,376,95.2,550,580,94.8,78,95,82.1,721,3553,1787,7,5,0,6,1,830,1,1226,158,649,557,23,7,1226,25,17,11,12,2,5,7,71.4,2,18,13,5,15,40,75,1,31,15,67.4,DF
2500,Arnaud Souquet,2022-2023,30,fr FRA,Montpellier,fr Ligue 1,12,361,4,3,9,5,0,0,0,0,0,0,0,104,137,75.9,3,7,1,1,10,1509,690,65,75,86.7,29,40,72.5,4,10,40,98,532,245,5,1,0,5,1,86,14,185,17,57,93,37,3,185,22,16,13,7,2,11,14,78.6,3,8,3,5,4,26,4,0,9,10,47.4,"DF,FW"
2501,Harry Souttar,2022-2023,23,au AUS,Leicester City,eng Premier League,12,992,11,11,1,6,0,1,1,0,0,0,0,448,555,80.7,3,39,1,0,29,8500,3295,145,160,90.6,265,303,87.5,34,76,44.7,390,1878,948,6,2,1,3,0,420,4,663,104,365,282,20,15,663,15,9,10,5,0,7,18,38.9,11,16,12,4,12,27,45,0,38,6,86.4,DF
2502,Saidou Sow,2023-2024,21,gn GUI,Strasbourg,fr Ligue 1,10,719,8,8,2,12,0,1,1,0,0,0,0,301,353,85.3,2,24,3,0,24,5779,1946,98,108,90.7,175,186,94.1,23,50,46,315,1797,1010,1,3,0,3,3,281,0,440,60,230,202,14,6,440,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,14,8,63.6,DF
2503,Saidou Sow,2024-2025,22,gn GUI,2 Teams,fr Ligue 1,21,1817,20.2,20,1,5,1,1,2,1,0,0,0,909,1035,87.8,4,33,2,0,31,16601,5892,321,336,95.5,515,546,94.3,65,135,48.1,753,2867,1390,2,2,0,6,5,862,2,1246,223,782,441,26,14,1246,26,16,19,7,0,12,22,54.5,10,34,21,13,28,54,83,3,29,33,46.8,DF
2504,Çağlar Söyüncü,2022-2023,26,tr TUR,Leicester City,eng Premier League,7,529,5.9,6,1,15,1,0,1,1,0,0,0,241,309,78,1,9,0,0,12,4320,1537,104,115,90.4,112,136,82.4,22,48,45.8,185,1096,601,5,1,0,2,0,203,0,382,71,226,147,12,7,382,14,9,10,4,0,7,10,70,3,9,8,1,7,21,30,0,24,16,60,DF
2505,Çağlar Söyüncü,2023-2024,27,tr TUR,Atlético Madrid,es La Liga,6,114,1.3,1,5,8,0,0,0,0,0,0,0,71,81,87.7,0,4,1,0,6,1249,407,29,31,93.5,39,43,90.7,2,5,40,65,337,150,2,2,1,0,2,65,0,97,5,47,48,3,1,97,1,1,1,0,0,0,0,,0,1,0,1,1,2,7,0,1,0,100,DF
2506,Djed Spence,2022-2023,21,eng ENG,2 Teams,2 Comps,12,580,6.4,7,5,11,0,0,0,0,0,0,0,283,324,87.3,2,23,5,1,21,4261,895,143,159,89.9,127,141,90.1,5,11,45.5,276,1859,975,23,17,6,14,6,250,20,406,23,105,205,106,10,406,14,6,8,2,4,11,18,61.1,7,10,3,7,4,18,15,0,5,1,83.3,"FW,DF"
2507,Djed Spence,2023-2024,22,eng ENG,Genoa,it Serie A,16,859,9.5,8,8,2,0,0,0,0,0,0,0,272,342,79.5,6,17,9,6,25,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,220,1324,639,17,15,4,12,16,244,31,464,29,154,195,120,14,464,16,10,12,4,0,8,10,80,2,20,5,15,8,24,28,0,12,14,46.2,DF
2508,Djed Spence,2024-2025,23,eng ENG,Tottenham,eng Premier League,25,1792,19.9,19,6,8,1,2,3,1,0,0,0,992,1161,85.4,11,78,18,8,105,14185,4261,585,622,94.1,343,400,85.8,32,67,47.8,794,4661,2481,59,44,7,28,33,872,70,1428,81,500,641,309,25,1428,47,34,25,15,7,23,30,76.7,7,28,9,19,21,68,74,2,21,14,60,DF
2509,Leonardo Spinazzola,2022-2023,29,it ITA,Roma,it Serie A,26,1654,18.4,18,8,4,1,4,5,1,0,0,0,750,989,75.8,21,37,26,12,63,13111,4315,355,408,87,300,385,77.9,78,144,54.2,698,5327,3192,107,52,24,26,11,745,87,1157,36,296,560,319,41,1157,15,8,7,6,2,8,23,34.8,15,13,3,10,9,24,25,0,9,8,52.9,DF
2510,Leonardo Spinazzola,2023-2024,30,it ITA,Roma,it Serie A,24,1312,14.6,15,9,6,1,2,3,1,0,0,0,663,849,78.1,27,32,48,21,52,11631,3209,300,333,90.1,299,373,80.2,56,102,54.9,604,5548,3161,108,61,22,16,4,652,74,951,30,234,407,319,37,951,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15,0,6,6,50,DF
2511,Leonardo Spinazzola,2024-2025,31,it ITA,Napoli,it Serie A,27,1517,16.9,17,10,6,1,1,2,1,0,0,0,710,895,79.3,26,62,34,8,88,12378,3751,315,346,91,311,376,82.7,69,121,57,603,4478,2504,83,64,24,17,18,679,81,1051,38,244,472,344,38,1051,17,10,6,9,2,10,23,43.5,13,12,1,11,9,26,31,1,3,3,50,"DF,FW"
2512,Jack Stacey,2022-2023,26,eng ENG,Bournemouth,eng Premier League,10,299,3.3,3,7,17,0,0,0,0,0,0,0,74,130,56.9,0,6,1,1,2,1088,392,42,53,79.2,27,50,54,3,12,25,74,462,221,9,4,1,3,4,78,15,174,17,67,62,47,2,174,5,4,3,1,1,2,5,40,3,3,1,2,5,10,15,0,5,3,62.5,DF
2513,Anton Stach,2024-2025,25,de GER,Hoffenheim,de Bundesliga,30,2585,28.7,29,1,0,1,2,3,1,0,0,0,1270,1537,82.6,26,120,33,10,152,22480,8033,535,612,87.4,588,667,88.2,111,182,61,1002,5221,2932,33,31,5,23,10,1136,36,1925,141,578,1077,292,32,1925,66,46,25,37,4,32,47,68.1,15,47,13,34,46,112,101,2,53,41,56.4,"MF,DF"
2514,Kostas Stafylidis,2022-2023,28,gr GRE,Bochum,de Bundesliga,19,1043,11.6,11,8,3,0,2,2,0,0,0,0,297,423,70.2,7,23,5,4,26,5874,2037,113,128,88.3,139,190,73.2,42,89,47.2,240,1139,520,9,7,1,11,3,267,14,564,43,187,288,92,3,564,27,16,13,8,6,10,24,41.7,14,21,8,13,20,47,31,1,14,20,41.2,"DF,MF"
2515,Josip Stanišić,2022-2023,22,hr CRO,Bayern Munich,de Bundesliga,14,579,6.4,4,10,16,0,0,0,0,0,0,0,577,633,91.2,4,43,11,3,66,9398,2772,294,312,94.2,238,253,94.1,38,55,69.1,452,2116,1180,12,15,1,7,3,506,35,689,29,206,370,117,5,689,19,11,14,2,3,12,17,70.6,5,9,1,8,7,26,11,3,6,3,66.7,DF
2516,Josip Stanišić,2023-2024,23,hr CRO,Leverkusen,de Bundesliga,20,1261,14,13,7,12,3,1,4,3,0,0,0,961,1077,89.2,11,88,20,4,92,14733,4167,564,593,95.1,316,349,90.5,63,93,67.7,729,4356,2590,49,37,4,14,5,877,63,1205,55,307,628,282,21,1205,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26,0,12,14,46.2,DF
2517,Josip Stanišić,2024-2025,24,hr CRO,Bayern Munich,de Bundesliga,14,876,9.7,9,5,2,0,2,2,0,0,0,0,716,782,91.6,14,77,12,2,76,12338,3732,338,353,95.8,329,354,92.9,48,66,72.7,533,2691,1611,20,25,3,11,6,606,30,876,55,226,497,165,10,876,13,11,6,4,3,7,15,46.7,8,10,6,4,6,19,29,1,11,6,64.7,DF
2518,Carl Starfelt,2023-2024,28,se SWE,Celta Vigo,es La Liga,27,2216,24.6,26,1,7,1,0,1,1,0,0,0,907,1035,87.6,2,31,1,0,38,16597,6106,334,368,90.8,508,551,92.2,56,93,60.2,614,2485,1142,5,2,1,6,1,698,1,1333,262,847,459,32,17,1333,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,72,35,67.3,DF
2519,Carl Starfelt,2024-2025,29,se SWE,Celta Vigo,es La Liga,28,2270,25.2,26,2,2,1,0,1,1,0,0,0,1539,1643,93.7,6,56,1,0,66,27778,9742,555,579,95.9,895,937,95.5,80,105,76.2,1104,4606,2548,11,5,1,9,0,1337,1,1901,265,963,915,29,11,1901,40,20,25,14,1,18,27,66.7,9,29,21,8,31,71,129,3,60,51,54.1,DF
2520,Niklas Stark,2022-2023,27,de GER,Werder Bremen,de Bundesliga,27,2077,23.1,23,4,4,0,0,0,0,0,0,0,1027,1244,82.6,4,57,5,1,65,21155,8160,287,324,88.6,587,660,88.9,145,229,63.3,839,4648,2452,9,6,0,11,4,909,3,1516,174,812,673,39,11,1516,56,36,29,24,3,27,42,64.3,15,24,13,11,37,93,110,0,45,53,45.9,DF
2521,Niklas Stark,2023-2024,28,de GER,Werder Bremen,de Bundesliga,17,1088,12.1,12,5,3,2,0,2,2,0,0,0,475,595,79.8,0,32,3,0,37,9883,4445,138,167,82.6,262,290,90.3,73,124,58.9,375,1904,1062,5,3,0,4,1,433,1,731,94,422,301,10,3,731,26,15,13,11,2,12,18,66.7,6,14,7,7,19,45,61,1,29,23,55.8,DF
2522,Niklas Stark,2024-2025,29,de GER,Werder Bremen,de Bundesliga,26,2106,23.4,25,1,1,0,1,1,0,0,0,0,1098,1283,85.6,1,66,3,0,62,21262,7753,355,402,88.3,631,691,91.3,101,163,62,882,3545,1549,7,3,0,7,0,1003,3,1558,161,813,697,49,14,1558,33,21,20,11,2,14,21,66.7,7,41,27,14,36,69,129,1,48,31,60.8,DF
2523,Pascal Stenzel,2022-2023,26,de GER,Stuttgart,de Bundesliga,12,333,3.7,3,9,16,0,1,1,0,0,0,0,174,223,78,8,11,4,2,13,3784,1405,71,78,91,58,72,80.6,44,67,65.7,109,410,221,3,5,2,5,0,131,5,259,14,90,117,54,2,259,12,8,8,4,0,5,9,55.6,4,9,2,7,5,17,6,0,1,2,33.3,DF
2524,Pascal Stenzel,2023-2024,27,de GER,Stuttgart,de Bundesliga,23,1064,11.8,14,9,9,0,5,5,0,0,0,0,715,824,86.8,15,66,25,8,85,13536,3889,304,330,92.1,293,327,89.6,104,134,77.6,491,2454,1346,34,31,1,16,6,595,46,947,45,217,498,237,4,947,18,8,7,9,2,10,30,33.3,20,22,8,14,15,33,26,0,9,17,34.6,DF
2525,Pascal Stenzel,2024-2025,28,de GER,Stuttgart,de Bundesliga,10,290,3.2,4,6,21,0,0,0,0,0,0,0,181,218,83,5,9,4,2,12,3439,898,74,78,94.9,80,92,87,25,42,59.5,136,523,206,2,5,0,2,0,146,16,246,6,60,111,77,6,246,3,2,1,0,2,2,5,40,3,5,1,4,2,5,6,0,3,6,33.3,DF
2526,Jack Stephens,2022-2023,28,eng ENG,2 Teams,eng Premier League,17,1219,13.5,13,4,15,0,0,0,0,0,0,0,469,571,82.1,3,40,3,2,37,9111,3240,165,183,90.2,246,280,87.9,54,95,56.8,384,1809,949,10,5,0,5,2,423,3,698,129,372,292,36,7,698,17,13,12,4,1,7,11,63.6,4,24,17,7,17,34,55,0,17,19,47.2,DF
2527,Jack Stephens,2024-2025,30,eng ENG,Southampton,eng Premier League,19,1389,15.4,17,2,4,1,0,1,1,0,0,0,879,955,92,3,51,5,0,63,15471,4366,346,372,93,464,492,94.3,54,65,83.1,631,2996,1407,14,12,1,3,3,783,2,1097,128,461,543,97,11,1097,34,20,25,9,0,17,30,56.7,13,20,13,7,13,47,53,2,6,10,37.5,DF
2528,Leonidas Stergiou,2023-2024,21,ch SUI,Stuttgart,de Bundesliga,15,594,6.6,6,9,17,1,0,1,1,0,0,0,308,364,84.6,5,18,7,5,17,4390,1434,185,203,91.1,107,123,87,9,21,42.9,186,808,335,6,5,0,6,2,272,22,420,20,132,205,83,3,420,15,8,7,7,1,9,13,69.2,4,8,1,7,5,20,13,0,4,9,30.8,DF
2529,Leonidas Stergiou,2024-2025,22,ch SUI,Stuttgart,de Bundesliga,12,852,9.5,11,1,4,1,2,3,1,0,0,0,440,534,82.4,4,30,1,0,39,6941,2177,250,272,91.9,158,191,82.7,26,49,53.1,339,1536,640,11,13,2,6,4,376,32,642,32,171,322,152,9,642,24,13,9,11,4,16,19,84.2,3,16,5,11,14,38,39,0,6,8,42.9,DF
2530,Petar Stojanović,2022-2023,26,si SVN,Empoli,it Serie A,27,1530,17,16,11,10,0,1,1,0,0,0,0,821,1029,79.8,19,58,19,6,91,14171,5058,410,466,88,308,370,83.2,89,145,61.4,663,3977,2265,50,27,5,11,14,710,51,1210,60,387,539,293,15,1210,42,22,28,10,4,26,43,60.5,17,17,5,12,11,53,55,0,4,7,36.4,DF
2531,John Stones,2022-2023,28,eng ENG,Manchester City,eng Premier League,23,1846,20.5,21,2,6,2,2,4,2,0,0,0,1453,1563,93,8,109,3,0,101,24351,6789,708,740,95.7,625,666,93.8,99,124,79.8,1080,6201,3250,28,32,1,8,4,1312,34,1690,101,544,942,210,27,1690,23,13,11,8,4,7,10,70,3,17,10,7,9,32,40,0,33,16,67.3,"DF,MF"
2532,John Stones,2023-2024,29,eng ENG,Manchester City,eng Premier League,16,1064,11.8,12,4,11,1,0,1,1,0,0,0,781,839,93.1,6,53,1,0,57,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,596,3319,1646,16,24,1,5,6,742,24,907,54,239,484,189,10,907,2,1,1,0,1,0,3,0,3,11,7,4,10,12,21,0,14,5,73.7,"DF,MF"
2533,John Stones,2024-2025,30,eng ENG,Manchester City,eng Premier League,11,548,6.1,6,5,4,2,0,2,2,0,0,0,367,403,91.1,2,42,0,0,21,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,292,2146,1183,10,14,0,2,0,333,2,442,40,142,234,68,4,442,6,2,3,2,1,5,5,100,0,5,3,2,4,10,19,1,8,6,57.1,"DF,MF"
2534,Pascal Struijk,2022-2023,22,nl NED,Leeds United,eng Premier League,29,2200,24.4,26,3,5,2,1,3,2,0,0,0,1046,1320,79.2,14,90,13,4,119,15839,6757,571,655,87.2,396,485,81.6,51,104,49,700,2806,1465,24,25,1,25,12,803,53,1619,92,538,708,379,31,1619,84,57,43,31,10,49,77,63.6,28,32,12,20,32,116,70,1,60,43,58.3,DF
2535,Álex Suárez,2023-2024,30,es ESP,Las Palmas,es La Liga,32,2562,28.5,30,2,5,2,0,2,2,0,0,0,1396,1613,86.5,6,102,8,3,109,23196,9326,680,733,92.8,580,649,89.4,96,169,56.8,986,4052,2044,12,15,0,16,11,1211,15,1851,157,713,1019,132,16,1851,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0,47,47,50,DF
2536,Álex Suárez,2024-2025,31,es ESP,Las Palmas,es La Liga,30,2460,27.3,30,0,5,0,0,0,0,0,0,0,1165,1357,85.9,3,50,3,0,53,21803,7921,408,431,94.7,649,705,92.1,91,181,50.3,816,3700,1912,6,4,0,12,1,1020,3,1609,225,877,684,53,19,1609,40,23,30,9,1,20,27,74.1,7,39,24,15,13,53,107,2,25,48,34.2,DF
