Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
2868,Oliver Zandén,2022-2023,20,se SWE,Toulouse,fr Ligue 1,5,146,1.6,1,4,8,0,0,0,0,0,0,0,47,71,66.2,2,6,2,1,6,768,319,22,31,71,20,31,64.5,3,6,50,51,251,121,4,0,0,3,0,45,12,89,8,25,31,33,3,89,2,1,1,0,1,2,5,40,3,0,0,0,1,3,7,0,1,2,33.3,"DF,MF"
2869,Alessandro Zanoli,2022-2023,21,it ITA,2 Teams,it Serie A,23,1552,17.2,16,7,15,2,3,5,2,0,0,0,544,711,76.5,14,19,13,7,36,8897,2760,269,300,89.7,224,284,78.9,39,80,48.8,462,2836,1706,51,24,11,15,9,533,62,876,74,331,345,216,23,876,23,14,14,7,2,8,17,47.1,9,19,15,4,12,35,40,0,10,20,33.3,DF
2870,Alessandro Zanoli,2023-2024,22,it ITA,2 Teams,it Serie A,21,973,10.8,10,11,16,0,2,2,0,0,0,0,355,474,74.9,12,22,7,2,32,5223,1939,202,226,89.4,116,160,72.5,20,48,41.7,280,1706,837,29,14,6,10,4,354,48,575,23,135,257,189,19,575,17,14,10,7,0,7,12,58.3,5,10,2,8,2,19,18,0,7,14,33.3,DF
2871,Alessandro Zanoli,2024-2025,23,it ITA,Genoa,it Serie A,31,1711,19,19,12,4,1,0,1,1,0,0,0,339,507,66.9,19,10,21,13,27,5557,1725,175,213,82.2,129,186,69.4,23,56,41.1,364,3333,1829,65,48,24,32,9,442,90,720,29,165,298,267,43,720,29,20,11,14,4,10,23,43.5,13,20,3,17,12,41,40,0,19,19,50,"FW,DF"
2872,Gabriele Zappa,2023-2024,23,it ITA,Cagliari,it Serie A,38,2561,28.5,25,13,0,1,3,4,1,0,0,0,1024,1397,73.3,24,83,28,19,99,17247,8288,513,586,87.5,394,508,77.6,94,220,42.7,816,3989,2014,35,29,2,30,8,948,84,1670,72,559,730,392,33,1670,54,31,29,16,9,29,41,70.7,12,29,5,24,20,74,75,2,19,32,37.3,DF
2873,Gabriele Zappa,2024-2025,24,it ITA,Cagliari,it Serie A,37,3060,34,35,2,0,2,0,2,2,0,0,0,1318,1723,76.5,28,126,24,15,146,22297,10963,623,702,88.7,581,722,80.5,95,216,44,1100,5589,3187,57,39,4,31,7,1191,82,2017,120,803,887,342,34,2017,40,23,20,17,3,17,34,50,17,42,22,20,23,63,93,1,21,27,43.8,DF
2874,Davide Zappacosta,2022-2023,30,it ITA,Atalanta,it Serie A,21,1471,16.3,18,3,1,4,2,6,4,0,0,0,771,925,83.4,15,38,14,9,55,10806,3422,462,494,93.5,258,319,80.9,26,48,54.2,607,3660,1893,48,39,18,26,14,692,101,1122,31,261,415,456,56,1122,34,18,17,12,5,15,22,68.2,7,23,2,21,9,43,16,0,2,8,20,DF
2875,Davide Zappacosta,2023-2024,31,it ITA,Atalanta,it Serie A,31,1867,20.7,23,8,5,2,1,3,2,0,0,0,881,1049,84,17,46,29,14,78,13132,4003,526,576,91.3,288,341,84.5,50,77,64.9,680,3910,2001,67,33,14,27,15,820,132,1248,30,271,489,501,46,1248,30,20,15,10,5,16,34,47.1,18,29,4,25,5,35,19,0,9,13,40.9,DF
2876,Davide Zappacosta,2024-2025,32,it ITA,Atalanta,it Serie A,30,2067,23,26,4,4,4,2,6,4,0,0,0,986,1192,82.7,23,60,37,23,107,15489,4983,534,579,92.2,372,453,82.1,57,104,54.8,780,4350,2348,67,38,14,26,17,889,139,1416,41,301,545,584,47,1416,26,16,15,5,6,20,39,51.3,19,28,6,22,11,37,32,2,9,12,42.9,DF
2877,David Zec,2024-2025,24,si SVN,Holstein Kiel,de Bundesliga,18,1541,17.1,18,0,0,2,0,2,2,0,0,0,733,836,87.7,8,25,1,0,34,13801,5255,256,280,91.4,397,426,93.2,66,99,66.7,527,2288,1173,3,3,1,11,5,633,2,1049,206,654,363,39,24,1049,23,10,17,6,0,13,20,65,7,32,18,14,17,40,93,3,35,47,42.7,DF
2878,Akim Zedadka,2022-2023,27,dz ALG,2 Teams,fr Ligue 1,28,1953,21.7,23,5,8,1,0,1,1,0,0,0,728,929,78.4,19,43,22,10,66,11504,3680,352,415,84.8,307,380,80.8,38,79,48.1,735,4246,1869,31,24,5,31,20,645,89,1173,80,369,513,301,28,1173,36,22,22,10,4,18,34,52.9,16,20,3,17,25,61,57,1,29,28,50.9,DF
2879,Marvin Zeegelaar,2022-2023,31,nl NED,Udinese,it Serie A,7,353,3.9,4,3,5,1,0,1,1,0,0,0,153,187,81.8,4,6,3,1,9,2535,860,74,87,85.1,67,75,89.3,9,18,50,126,497,234,6,2,1,8,4,139,11,223,13,90,90,47,7,223,8,4,6,2,0,3,4,75,1,2,0,2,3,11,5,0,8,2,80,DF
2880,Mehdi Zeffane,2022-2023,30,dz ALG,Clermont Foot,fr Ligue 1,18,658,7.3,7,11,2,1,1,2,1,0,0,0,201,273,73.6,9,14,7,3,18,3443,1009,93,114,81.6,81,108,75,21,37,56.8,262,1201,511,9,8,3,13,1,223,31,360,19,79,178,110,11,360,12,7,5,7,0,4,21,19,17,14,6,8,22,34,12,0,3,8,27.3,"DF,MF"
2881,Mehdi Zeffane,2023-2024,31,dz ALG,Clermont Foot,fr Ligue 1,23,1231,13.7,15,8,10,0,0,0,0,0,0,0,500,666,75.1,9,43,5,3,53,8521,3237,239,283,84.5,206,268,76.9,47,93,50.5,537,2582,1112,14,15,2,16,4,501,48,816,45,229,414,179,17,816,31,20,17,11,3,17,34,50,17,14,3,11,16,47,34,0,7,13,35,"DF,MF"
2882,Jordan Zemura,2022-2023,22,zw ZIM,Bournemouth,eng Premier League,19,1454,16.2,17,2,5,0,1,1,0,0,0,0,423,594,71.2,18,32,12,5,45,6117,3247,242,284,85.2,133,187,71.1,23,55,41.8,375,2345,1235,39,29,10,35,16,409,48,808,46,302,297,222,31,808,39,24,24,14,1,23,44,52.3,21,31,9,22,16,55,32,0,7,11,38.9,DF
2883,Jordan Zemura,2023-2024,23,zw ZIM,Udinese,it Serie A,27,1038,11.5,10,17,7,1,0,1,1,0,0,0,242,346,69.9,8,23,7,3,32,3499,1539,154,178,86.5,69,109,63.3,11,33,33.3,264,1678,810,23,16,9,27,14,273,52,473,19,112,197,172,25,473,24,16,13,7,4,11,19,57.9,8,5,1,4,13,37,21,0,9,10,47.4,DF
2884,Jordan Zemura,2024-2025,24,zw ZIM,Udinese,it Serie A,23,1415,15.7,13,10,11,1,2,3,1,0,0,0,475,621,76.5,11,24,15,9,42,7519,2859,261,284,91.9,174,230,75.7,31,72,43.1,403,2146,1080,25,18,3,24,17,434,76,815,44,232,331,263,23,815,31,14,14,12,5,17,29,58.6,12,17,4,13,16,47,41,0,6,14,30,DF
2885,Alessio Zerbin,2023-2024,24,it ITA,2 Teams,it Serie A,20,834,9.3,8,12,17,0,1,1,0,0,0,0,274,353,77.6,16,16,14,11,23,5019,1295,113,130,86.9,121,142,85.2,32,56,57.1,251,1734,822,23,23,7,20,10,289,64,468,13,98,182,197,26,468,23,12,14,5,4,6,20,30,14,17,3,14,3,26,5,0,3,11,21.4,"DF,FW"
2886,Alessio Zerbin,2024-2025,25,it ITA,2 Teams,it Serie A,20,1520,16.9,17,3,17,1,1,2,1,0,0,0,400,612,65.4,24,26,21,10,54,6494,2778,198,243,81.5,160,229,69.9,30,85,35.3,383,2327,1234,53,26,20,37,19,401,70,867,34,190,336,358,53,867,53,29,32,12,9,30,53,56.6,23,28,3,25,15,68,25,1,10,12,45.5,DF
2887,Cedric Zesiger,2023-2024,25,ch SUI,Wolfsburg,de Bundesliga,23,1634,18.2,18,5,10,0,0,0,0,0,0,0,943,1118,84.3,1,71,4,2,81,17299,6554,351,380,92.4,509,559,91.1,74,142,52.1,729,3666,2046,14,9,0,4,6,857,3,1314,141,629,634,58,10,1314,19,9,13,4,2,10,22,45.5,12,32,21,11,15,34,88,1,39,16,70.9,DF
2888,Cedric Zesiger,2024-2025,26,ch SUI,2 Teams,de Bundesliga,22,1743,19.4,20,2,9,0,2,2,0,0,0,0,644,816,78.9,8,60,8,5,59,11868,4500,251,274,91.6,330,376,87.8,52,125,41.6,533,2403,1114,7,9,0,9,4,578,9,1074,149,494,502,80,9,1074,26,15,13,11,2,14,25,56,11,23,15,8,24,50,124,1,30,29,50.8,DF
2889,Nathan Zeze,2022-2023,17,fr FRA,Nantes,fr Ligue 1,1,59,0.7,1,0,2,0,0,0,0,0,0,0,18,26,69.2,0,1,0,0,0,325,104,4,5,80,12,17,70.6,1,2,50,20,103,49,0,0,0,0,0,18,0,30,1,15,15,0,0,30,3,2,2,1,0,1,1,100,0,0,0,0,0,3,1,0,1,1,50,DF
2890,Nathan Zeze,2023-2024,18,fr FRA,Nantes,fr Ligue 1,13,1022,11.4,11,2,10,0,0,0,0,0,0,0,407,481,84.6,0,22,1,0,30,7796,2854,133,152,87.5,234,255,91.8,35,65,53.8,399,2126,1219,1,2,0,4,0,369,2,580,65,298,273,9,3,580,11,6,9,2,0,7,14,50,7,12,3,9,12,23,47,1,17,12,58.6,DF
2891,Nathan Zeze,2024-2025,19,fr FRA,Nantes,fr Ligue 1,18,1512,16.8,17,1,4,0,0,0,0,0,0,0,737,859,85.8,1,47,2,0,46,14468,5641,234,251,93.2,433,462,93.7,65,132,49.2,600,2809,1477,2,2,0,9,1,678,0,1083,155,572,498,19,6,1083,38,22,22,16,0,23,33,69.7,10,22,9,13,23,61,120,1,28,25,52.8,DF
2892,David Zima,2022-2023,21,cz CZE,Torino,it Serie A,9,406,4.5,4,5,10,0,0,0,0,0,0,0,154,197,78.2,2,6,3,0,12,2708,743,60,77,77.9,73,86,84.9,12,20,60,111,541,279,3,2,0,1,2,129,5,245,20,114,121,12,5,245,9,5,5,4,0,3,4,75,1,7,2,5,9,18,11,2,15,9,62.5,DF
2893,David Zima,2023-2024,22,cz CZE,Torino,it Serie A,5,91,1,0,5,12,0,0,0,0,0,0,0,36,43,83.7,0,0,0,0,1,679,120,10,11,90.9,23,26,88.5,2,5,40,22,102,59,1,0,0,1,1,29,0,58,7,32,26,0,0,58,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,2,5,28.6,DF
2894,Christoph Zimmermann,2023-2024,30,de GER,Darmstadt 98,de Bundesliga,19,1220,13.6,12,7,5,0,0,0,0,0,0,0,455,555,82,3,33,2,0,34,9024,3318,159,179,88.8,236,266,88.7,59,95,62.1,341,1815,938,7,4,0,7,2,403,1,728,104,411,299,25,9,728,33,21,26,7,0,19,39,48.7,20,21,14,7,21,54,66,1,29,21,58,DF
2895,Oleksandr Zinchenko,2022-2023,25,ua UKR,Arsenal,eng Premier League,27,2118,23.5,26,1,0,1,2,3,1,0,0,0,1652,1911,86.4,19,201,41,4,227,27023,7899,808,876,92.2,696,798,87.2,105,148,70.9,1263,6899,3787,67,66,8,16,15,1398,68,2112,77,463,1058,610,33,2112,40,18,14,17,9,21,40,52.5,19,20,2,18,22,62,38,2,51,20,71.8,DF
2896,Oleksandr Zinchenko,2023-2024,26,ua UKR,Arsenal,eng Premier League,27,1722,19.1,20,7,5,1,2,3,1,0,0,0,1374,1568,87.6,29,154,49,4,229,23132,6928,653,706,92.5,601,667,90.1,95,134,70.9,1013,4792,2334,40,28,7,10,15,1178,58,1729,46,335,885,519,28,1729,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2,27,16,62.8,DF
2897,Oleksandr Zinchenko,2024-2025,27,ua UKR,Arsenal,eng Premier League,15,527,5.9,5,10,16,0,1,1,0,0,0,0,382,451,84.7,3,30,11,3,48,6080,1345,204,220,92.7,154,175,88,17,37,45.9,281,1348,573,10,8,3,3,4,348,14,499,16,86,233,181,20,499,6,1,1,3,2,3,8,37.5,5,8,1,7,5,11,10,0,12,11,52.2,"DF,MF"
2898,Luck Zogbé,2024-2025,19,ci CIV,Brest,fr Ligue 1,13,638,7.1,7,6,17,0,0,0,0,0,0,0,253,328,77.1,4,12,2,2,19,4265,1357,115,128,89.8,110,142,77.5,20,40,50,196,985,384,4,7,0,9,5,202,19,436,30,158,192,92,5,436,32,18,17,11,4,18,26,69.2,8,11,2,9,14,46,22,1,12,4,75,DF
2899,Nadir Zortea,2022-2023,23,it ITA,2 Teams,it Serie A,19,879,9.8,8,11,16,1,1,2,1,0,0,0,370,508,72.8,10,26,12,5,47,5849,2583,195,219,89,143,189,75.7,24,67,35.8,354,2097,1201,35,26,5,18,7,384,38,659,34,205,280,178,15,659,25,13,15,9,1,12,18,66.7,6,14,4,10,4,29,25,0,11,9,55,"DF,MF"
2900,Nadir Zortea,2023-2024,24,it ITA,2 Teams,it Serie A,19,1407,15.6,14,5,14,2,5,7,2,0,0,0,487,664,73.3,24,29,29,20,52,7876,3172,262,303,86.5,166,219,75.8,45,88,51.1,410,2325,1109,38,27,6,32,17,479,93,843,32,180,347,323,26,843,26,18,11,14,1,11,26,42.3,15,15,5,10,5,31,32,1,11,23,32.4,DF
2901,Nadir Zortea,2024-2025,25,it ITA,Cagliari,it Serie A,35,2713,30.1,33,2,1,6,2,8,6,0,0,0,557,827,67.4,28,42,31,21,63,9098,3140,300,372,80.6,191,269,71,50,110,45.5,661,3945,1877,69,38,8,57,31,732,144,1115,43,260,487,387,31,1115,30,14,16,12,2,14,37,37.8,23,11,0,11,19,49,47,2,17,30,36.2,"DF,MF"
2902,Yanis Zouaoui,2024-2025,30,dz ALG,Le Havre,fr Ligue 1,17,976,10.8,9,8,13,0,2,2,0,0,0,0,408,595,68.6,28,23,14,9,32,7484,2710,197,222,88.7,148,204,72.5,57,136,41.9,319,2191,1272,33,30,3,18,4,364,33,725,38,211,301,222,8,725,20,10,10,8,2,11,15,73.3,4,15,2,13,8,28,43,0,7,4,63.6,"DF,FW"
2903,Tanguy Zoukrou,2022-2023,19,fr FRA,Troyes,fr Ligue 1,8,511,5.7,5,3,18,0,0,0,0,0,0,0,191,221,86.4,1,7,0,0,11,3192,1172,79,88,89.8,91,98,92.9,11,22,50,194,766,353,0,2,0,1,2,167,3,291,56,186,95,12,1,291,14,7,8,6,0,10,14,71.4,4,18,11,7,2,16,24,0,7,7,50,DF
2904,Kurt Zouma,2022-2023,27,fr FRA,West Ham,eng Premier League,25,1989,22.1,24,1,3,2,0,2,2,0,0,0,701,831,84.4,1,19,2,0,31,13480,4437,247,271,91.1,363,407,89.2,79,129,61.2,523,2150,1018,3,1,0,5,2,621,1,1049,230,654,363,35,29,1049,9,4,4,5,0,5,8,62.5,3,17,14,3,30,39,120,1,55,13,80.9,DF
2905,Kurt Zouma,2023-2024,28,fr FRA,West Ham,eng Premier League,33,2838,31.5,32,1,1,3,0,3,3,0,0,0,962,1148,83.8,4,57,1,0,53,18843,6791,335,365,91.8,509,558,91.2,111,198,56.1,794,3751,2019,7,5,1,13,3,873,1,1455,275,798,626,34,28,1455,23,17,14,9,0,10,16,62.5,6,38,28,10,29,52,160,0,58,43,57.4,DF
2906,Igor Zubeldia,2022-2023,25,es ESP,Real Sociedad,es La Liga,31,2542,28.2,29,2,4,1,1,2,1,0,0,0,1329,1557,85.4,3,79,8,1,128,26531,9705,422,474,89,753,824,91.4,149,231,64.5,1080,6177,3803,14,3,1,6,1,1148,4,1772,180,820,912,48,10,1772,35,18,28,7,0,25,35,71.4,10,23,17,6,21,56,93,0,60,53,53.1,DF
2907,Igor Zubeldia,2023-2024,26,es ESP,Real Sociedad,es La Liga,30,2518,28,29,1,1,0,2,2,0,0,0,0,1476,1746,84.5,10,99,4,0,129,30351,9423,387,450,86,913,989,92.3,167,267,62.5,1229,7537,4725,28,2,0,14,3,1316,0,1983,162,908,1034,50,18,1983,32,25,20,10,2,19,26,73.1,7,28,19,9,32,64,97,3,83,81,50.6,DF
2908,Igor Zubeldia,2024-2025,27,es ESP,Real Sociedad,es La Liga,28,2269,25.2,27,1,1,0,0,0,0,0,0,0,1281,1483,86.4,4,93,6,0,101,24957,7655,396,436,90.8,778,826,94.2,100,192,52.1,1036,5787,3741,22,8,1,8,1,1145,3,1732,163,768,923,46,14,1732,34,22,21,10,3,14,26,53.8,12,32,18,14,31,65,100,2,65,80,44.8,DF
