Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
2838,Antal Yaakobishvili,2023-2024,19,hu HUN,Girona,es La Liga,1,61,0.7,0,1,6,0,0,0,0,0,0,0,37,42,88.1,1,1,0,0,0,715,266,15,17,88.2,14,14,100,7,10,70,26,148,54,0,0,0,0,1,39,0,50,8,31,18,1,1,50,2,1,1,1,0,1,1,100,0,0,0,0,3,5,3,0,2,1,66.7,DF
2839,Jawad El Yamiq,2022-2023,30,ma MAR,Valladolid,es La Liga,25,1608,17.9,19,6,5,1,0,1,1,0,0,0,745,919,81.1,5,48,2,0,55,14945,5590,269,296,90.9,354,403,87.8,110,188,58.5,606,3424,1777,21,9,3,14,5,660,3,1163,177,613,519,45,19,1163,17,11,10,7,0,6,11,54.5,5,27,19,8,37,54,101,0,42,25,62.7,DF
2840,Darlin Yongwa,2022-2023,21,cm CMR,Lorient,fr Ligue 1,14,781,8.7,8,6,23,1,1,2,1,0,0,0,264,331,79.8,9,11,16,3,24,3562,1191,175,198,88.4,77,95,81.1,6,16,37.5,311,1862,800,29,16,8,13,10,273,70,451,20,98,167,190,28,451,13,11,7,5,1,4,15,26.7,11,13,1,12,5,18,11,0,3,8,27.3,DF
2841,Darlin Yongwa,2023-2024,22,cm CMR,Lorient,fr Ligue 1,22,1159,12.9,11,11,9,1,1,2,1,0,0,0,421,614,68.6,11,32,19,13,43,6547,2244,217,266,81.6,148,210,70.5,32,77,41.6,536,3524,1568,39,36,13,26,19,471,81,801,47,237,291,287,33,801,30,23,17,11,2,14,25,56,11,14,2,12,15,45,36,0,11,11,50,DF
2842,Leny Yoro,2022-2023,16,fr FRA,Lille,fr Ligue 1,13,769,8.5,8,5,19,0,0,0,0,0,0,0,514,565,91,1,11,0,0,15,9564,2895,177,186,95.2,271,287,94.4,55,79,69.6,498,2516,1198,0,1,0,5,1,460,1,641,51,293,348,4,3,641,11,5,8,3,0,4,9,44.4,5,6,1,5,18,29,27,1,12,8,60,DF
2843,Leny Yoro,2023-2024,17,fr FRA,Lille,fr Ligue 1,32,2673,29.7,30,2,2,2,0,2,2,0,0,0,1731,1880,92.1,2,52,1,0,68,31353,9753,628,657,95.6,936,979,95.6,124,193,64.2,1639,8150,4082,8,7,0,15,1,1540,3,2118,241,1046,1048,35,18,2118,36,25,27,7,2,17,31,54.8,14,20,14,6,36,72,97,1,44,25,63.8,DF
2844,Leny Yoro,2024-2025,18,fr FRA,Manchester Utd,eng Premier League,21,1165,12.9,12,9,0,0,0,0,0,0,0,0,708,766,92.4,2,44,5,1,52,11513,3678,313,328,95.4,351,373,94.1,27,41,65.9,614,3173,1765,19,13,1,3,4,656,4,894,87,413,414,70,13,894,29,11,19,9,1,13,19,68.4,6,5,3,2,18,47,43,0,16,16,50,DF
2845,Maya Yoshida,2022-2023,33,jp JPN,Schalke 04,de Bundesliga,29,2553,28.4,28,1,2,0,0,0,0,0,0,0,1071,1407,76.1,4,70,10,1,85,23423,8479,252,318,79.2,653,729,89.6,163,326,50,837,3625,1620,7,8,1,12,2,920,4,1716,245,997,678,56,22,1716,34,22,19,13,2,18,29,62.1,11,40,29,11,46,80,132,2,83,42,66.4,DF
2846,Ashley Young,2022-2023,37,eng ENG,Aston Villa,eng Premier League,29,2036,22.6,23,6,9,1,0,1,1,0,0,0,897,1188,75.5,14,82,18,5,107,16006,6166,415,468,88.7,396,490,80.8,77,177,43.5,701,3235,1554,29,20,4,18,5,767,33,1411,86,502,675,252,10,1411,50,27,34,15,1,37,50,74,13,25,11,14,21,71,65,0,13,11,54.2,DF
2847,Ashley Young,2023-2024,38,eng ENG,Everton,eng Premier League,31,2280,25.3,27,4,1,0,0,0,0,0,0,0,723,1052,68.7,21,62,22,11,82,12752,5653,339,386,87.8,290,384,75.5,83,219,37.9,609,2909,1490,40,24,5,16,13,653,61,1284,77,378,554,365,20,1284,53,38,28,19,6,30,54,55.6,24,24,6,18,22,75,50,3,19,32,37.3,"DF,MF"
2848,Ashley Young,2024-2025,39,eng ENG,Everton,eng Premier League,32,1875,20.8,19,13,4,1,3,4,1,0,0,0,708,999,70.9,26,78,25,14,90,13051,5809,337,380,88.7,272,357,76.2,92,214,43,487,2447,1378,24,26,1,11,1,618,32,1194,61,369,528,305,9,1194,58,33,25,25,8,35,57,61.4,22,14,4,10,25,83,64,2,10,11,47.6,DF
2849,Mohamed Youssouf,2022-2023,34,km COM,Ajaccio,fr Ligue 1,30,2459,27.3,27,3,4,0,0,0,0,0,0,0,932,1279,72.9,15,83,24,17,91,14905,7094,487,582,83.7,341,457,74.6,75,167,44.9,886,5282,2314,48,35,0,30,14,770,83,1595,94,490,768,345,5,1595,72,44,41,24,7,38,61,62.3,23,32,8,24,65,137,70,0,47,37,56,DF
2850,Etienne Youte Kinkoue,2023-2024,21,fr FRA,Le Havre,fr Ligue 1,22,1941,21.6,22,0,12,0,0,0,0,0,0,0,833,962,86.6,3,41,0,0,31,16457,5709,257,277,92.8,465,489,95.1,94,175,53.7,793,4033,1886,12,2,0,8,2,727,3,1172,228,658,491,31,13,1172,15,9,13,2,0,7,11,63.6,4,21,16,5,44,59,104,0,30,12,71.4,DF
2851,Etienne Youte Kinkoue,2024-2025,22,fr FRA,Le Havre,fr Ligue 1,28,2320,25.8,26,2,1,0,0,0,0,0,0,0,1124,1262,89.1,3,62,3,1,63,23138,7156,258,274,94.2,745,777,95.9,115,193,59.6,861,4835,2565,12,10,0,6,1,1041,4,1544,270,843,654,53,15,1544,19,10,11,7,1,13,20,65,7,36,23,13,29,48,158,3,26,21,55.3,DF
2852,Illia Zabarnyi,2022-2023,19,ua UKR,Bournemouth,eng Premier League,5,299,3.3,3,2,6,0,0,0,0,0,0,0,184,200,92,0,13,0,0,11,3523,1083,55,58,94.8,115,121,95,14,20,70,166,1013,654,1,1,0,3,2,174,0,234,37,159,74,2,0,234,4,2,4,0,0,3,7,42.9,4,7,2,5,3,7,14,0,1,3,25,DF
2853,Illia Zabarnyi,2023-2024,20,ua UKR,Bournemouth,eng Premier League,37,3330,37,37,0,0,1,0,1,1,0,0,0,1471,1805,81.5,7,127,11,0,109,30757,10546,392,458,85.6,880,952,92.4,188,362,51.9,1303,7280,4408,24,15,0,15,2,1368,1,2169,312,1129,978,70,17,2169,59,32,29,29,1,23,50,46,27,53,34,19,33,92,143,4,75,60,55.6,DF
2854,Illia Zabarnyi,2024-2025,21,ua UKR,Bournemouth,eng Premier League,36,3109,34.5,35,1,0,0,1,1,0,0,0,0,1404,1710,82.1,12,153,7,0,140,29649,10860,373,418,89.2,833,914,91.1,187,346,54,1282,8351,4948,27,21,0,14,3,1306,4,2062,234,929,1078,77,16,2062,52,36,31,20,1,34,50,68,16,33,20,13,41,93,182,2,77,44,63.6,DF
2855,Dan-Axel Zagadou,2022-2023,23,fr FRA,Stuttgart,de Bundesliga,17,1271,14.1,14,3,5,0,0,0,0,0,0,0,841,985,85.4,9,45,1,0,44,17357,6453,237,273,86.8,478,523,91.4,124,171,72.5,673,2911,1308,3,1,0,5,3,787,0,1150,155,631,497,28,20,1150,14,9,10,4,0,5,14,35.7,9,19,16,3,21,35,81,1,53,20,72.6,DF
2856,Dan-Axel Zagadou,2023-2024,24,fr FRA,Stuttgart,de Bundesliga,19,1453,16.1,16,3,0,1,0,1,1,0,0,0,1179,1361,86.6,3,62,3,0,75,21604,8514,454,493,92.1,599,661,90.6,107,174,61.5,968,4603,2263,2,5,0,5,1,1089,3,1533,150,714,786,40,19,1533,21,14,16,5,0,4,8,50,4,23,18,5,20,41,78,1,60,13,82.2,DF
2857,Yoram Zague,2024-2025,18,fr FRA,Paris S-G,fr Ligue 1,4,183,2,2,2,18,0,0,0,0,0,0,0,172,183,94,2,4,2,1,10,2831,596,74,78,94.9,90,94,95.7,6,7,85.7,148,629,313,5,1,1,1,0,158,17,203,3,44,124,36,5,203,8,6,3,1,4,6,8,75,2,3,0,3,2,10,2,0,1,1,50,"DF,FW"
2858,Warren Zaïre-Emery,2022-2023,16,fr FRA,Paris S-G,fr Ligue 1,26,929,10.3,8,18,9,2,0,2,2,0,0,0,571,624,91.5,6,37,5,0,32,7791,1610,340,367,92.6,190,196,96.9,11,16,68.8,584,3412,1522,23,22,4,11,14,545,54,726,26,123,426,192,21,726,17,10,5,10,2,8,29,27.6,21,11,0,11,12,29,17,0,3,11,21.4,"MF,DF"
2859,Warren Zaïre-Emery,2023-2024,17,fr FRA,Paris S-G,fr Ligue 1,26,1962,21.8,21,5,2,2,3,5,2,0,0,0,1311,1428,91.8,21,121,21,2,116,19542,4001,692,744,93,517,547,94.5,41,46,89.1,1332,7036,3098,54,61,12,30,34,1295,90,1642,48,261,874,524,35,1642,51,28,18,24,9,28,51,54.9,23,32,8,24,15,66,22,2,7,19,26.9,"MF,DF"
2860,Warren Zaïre-Emery,2024-2025,18,fr FRA,Paris S-G,fr Ligue 1,29,2050,22.8,23,6,0,1,2,3,1,0,0,0,1557,1677,92.8,18,116,9,1,135,22787,4864,897,930,96.5,546,575,95,60,85,70.6,1211,6383,3200,49,63,6,39,32,1506,92,1908,49,314,1051,555,32,1908,51,26,17,21,13,23,45,51.1,22,35,6,29,23,74,20,2,9,14,39.1,"MF,DF"
2861,Denis Zakaria,2023-2024,26,ch SUI,Monaco,fr Ligue 1,25,2137,23.7,24,1,0,4,0,4,4,0,0,0,1081,1184,91.3,11,102,10,4,107,18845,5961,463,502,92.2,515,548,94,74,92,80.4,1117,5797,2766,27,39,4,30,12,990,23,1432,96,400,851,205,21,1432,38,27,11,20,7,12,30,40,18,39,13,26,47,85,41,0,10,14,41.7,"MF,DF"
2862,Joseba Zaldúa,2022-2023,30,es ESP,Cádiz,es La Liga,10,639,7.1,7,3,0,0,1,1,0,0,0,0,190,277,68.6,2,11,2,2,13,3001,1133,104,119,87.4,68,100,68,15,42,35.7,134,790,450,13,13,2,7,3,166,20,356,36,128,139,90,4,356,15,8,10,4,1,7,10,70,3,4,2,2,11,26,22,0,19,12,61.3,DF
2863,Joseba Zaldúa,2023-2024,31,es ESP,Cádiz,es La Liga,13,704,7.8,9,4,22,0,0,0,0,0,0,0,182,251,72.5,5,11,7,4,15,2892,1182,95,107,88.8,73,97,75.3,10,34,29.4,148,617,247,7,7,2,7,3,155,33,320,28,110,117,94,8,320,20,12,17,2,1,13,21,61.9,8,6,4,2,2,22,20,0,10,5,66.7,DF
2864,Nicola Zalewski,2022-2023,20,pl POL,Roma,it Serie A,33,2197,24.4,26,7,3,2,1,3,2,0,0,0,933,1252,74.5,12,58,24,6,85,16262,5001,441,503,87.7,364,462,78.8,103,220,46.8,839,5248,3029,92,56,21,29,14,942,99,1522,35,416,701,425,33,1522,45,26,25,15,5,22,71,31,49,27,1,26,31,76,23,0,4,16,20,DF
2865,Nicola Zalewski,2023-2024,21,pl POL,Roma,it Serie A,22,968,10.8,10,12,15,0,1,1,0,0,0,0,358,471,76,17,19,21,6,33,6112,1493,175,186,94.1,139,187,74.3,38,62,61.3,325,2471,1308,54,23,16,18,9,374,62,582,23,140,249,200,31,582,20,14,10,9,1,8,22,36.4,14,12,4,8,9,29,17,0,10,8,55.6,"DF,FW"
2866,Nicola Zalewski,2024-2025,22,pl POL,2 Teams,it Serie A,23,968,10.8,8,15,8,1,1,2,1,0,0,0,399,510,78.2,21,21,25,13,35,6505,1244,213,240,88.8,139,177,78.5,33,56,58.9,399,3119,1585,60,34,14,18,11,446,101,618,15,103,244,279,31,618,15,10,6,4,5,6,13,46.2,7,12,3,9,6,21,13,3,7,11,38.9,"DF,FW"
2867,Francesco Zampano,2024-2025,30,it ITA,Venezia,it Serie A,24,1639,18.2,17,7,11,1,2,3,1,0,0,0,416,568,73.2,12,26,17,6,41,6763,2156,222,255,87.1,155,215,72.1,30,60,50,418,2792,1428,42,21,9,28,17,439,85,731,42,209,296,234,26,731,31,20,19,10,2,14,31,45.2,17,21,1,20,6,37,29,2,10,18,35.7,DF
