Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,Pass Cmp,Pass Att,Pass Cmp%,KP,Pass Final 3rd,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Lng Cmp,Lng Att,Lng Cmp%,Carries,TotDist,PrgDist,PrgC,Carries Final 3rd,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Challenges,Ch Att,Chl%,Ch Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
401,Leandro Cabrera,2022-2023,31,uy URU,Espanyol,es La Liga,32,2669,29.7,31,1,2,0,1,1,959,1343,71.4,14,87,12,4,95,19673,9222,307,368,83.4,502,614,81.8,137,314,43.6,763,3158,1406,13,9,1,9,5,893,8,1642,198,723,802,125,40,1642,46,24,34,12,0,28,43,65.1,15,37,23,14,43,89,114,2,62,37,62.6,DF
402,Leandro Cabrera,2024-2025,33,uy URU,Espanyol,es La Liga,33,2869,31.9,32,1,0,4,2,6,1084,1442,75.2,9,90,15,3,69,22270,10095,362,419,86.4,563,647,87,149,334,44.6,834,3693,2284,9,9,0,9,1,1010,6,1796,332,1047,681,76,33,1796,40,23,29,8,3,19,33,57.6,14,35,25,10,30,70,199,2,77,42,64.7,DF
403,Liberato Cacace,2022-2023,21,nz NZL,Empoli,it Serie A,12,587,6.5,5,7,26,0,0,0,338,424,79.7,8,24,1,1,41,5441,1880,169,188,89.9,143,173,82.7,20,42,47.6,242,1509,814,21,14,4,6,7,292,31,525,33,166,243,122,12,525,25,10,12,8,5,9,15,60,6,15,7,8,4,29,16,0,7,21,25,DF
404,Liberato Cacace,2023-2024,22,nz NZL,Empoli,it Serie A,31,1912,21.2,18,13,6,0,1,1,832,1110,75,21,67,13,5,84,14084,5589,427,475,89.9,321,403,79.7,75,186,40.3,690,3935,2109,34,29,4,23,20,703,55,1341,74,442,614,306,17,1341,40,24,24,13,3,24,38,63.2,14,23,6,17,19,59,56,0,17,22,43.6,DF
405,Liberato Cacace,2024-2025,23,nz NZL,Empoli,it Serie A,33,2230,24.8,24,9,4,2,4,6,619,912,67.9,25,54,18,6,70,10590,4309,286,343,83.4,237,321,73.8,68,166,41,542,3590,1884,53,34,7,40,21,635,97,1187,81,343,485,381,56,1187,37,25,20,13,4,22,31,71,9,26,9,17,22,59,59,0,41,51,44.6,"MF,DF"
406,Anthony Caci,2022-2023,25,fr FRA,Mainz 05,de Bundesliga,31,2033,22.6,23,8,3,2,1,3,815,1140,71.5,21,85,29,15,90,16732,7645,304,360,84.4,341,461,74,150,262,57.3,667,3023,1468,20,16,1,14,8,681,41,1370,81,458,667,261,20,1370,58,33,32,20,6,28,42,66.7,14,28,4,24,54,112,40,0,20,32,38.5,DF
407,Anthony Caci,2023-2024,26,fr FRA,Mainz 05,de Bundesliga,31,2486,27.6,29,2,0,2,3,5,1118,1523,73.4,25,123,39,14,144,21669,9351,448,531,84.4,484,626,77.3,167,290,57.6,837,3889,2115,43,20,10,23,10,990,75,1791,89,587,865,358,41,1791,56,23,30,25,1,27,44,61.4,17,43,7,36,32,88,45,0,29,29,50,DF
408,Anthony Caci,2024-2025,27,fr FRA,Mainz 05,de Bundesliga,33,2684,29.8,33,0,0,1,7,8,1188,1655,71.8,50,96,46,21,133,19409,8082,620,735,84.4,444,603,73.6,93,199,46.7,960,3680,1650,45,25,13,44,24,1161,152,1973,70,398,884,709,62,1973,60,40,23,25,12,28,44,63.6,16,33,8,25,27,87,47,2,35,33,51.5,DF
409,Moisés Caicedo,2024-2025,22,ec ECU,Chelsea,eng Premier League,38,3351,37.2,38,0,0,1,2,3,1967,2194,89.7,30,235,34,2,215,33834,8949,893,964,92.6,878,951,92.3,159,208,76.4,1409,6882,3384,43,38,2,37,25,1780,37,2579,95,562,1570,476,15,2579,114,73,44,54,16,54,86,62.8,32,49,10,39,49,163,60,1,35,16,68.6,"MF,DF"
410,Cala,2022-2023,32,es ESP,Cádiz,es La Liga,3,137,1.5,1,2,9,0,0,0,30,38,78.9,0,0,0,0,2,792,274,4,5,80,14,17,82.4,12,16,75,19,59,8,0,0,0,0,1,22,0,59,13,37,21,1,1,59,2,1,1,1,0,1,2,50,1,2,1,1,1,3,12,0,3,4,42.9,DF
411,Davide Calabria,2022-2023,25,it ITA,Milan,it Serie A,25,1690,18.8,21,4,3,1,4,5,1040,1276,81.5,19,71,19,12,108,17672,5902,484,518,93.4,452,524,86.3,88,187,47.1,755,3303,1966,26,23,2,14,7,915,80,1474,59,414,768,307,16,1474,71,44,31,32,8,38,61,62.3,23,22,7,15,25,96,34,0,13,12,52,DF
412,Davide Calabria,2023-2024,26,it ITA,Milan,it Serie A,29,2185,24.3,26,3,4,1,3,4,1320,1541,85.7,12,104,23,12,140,22285,6489,601,661,90.9,612,690,88.7,89,151,58.9,932,4458,2474,31,31,2,19,9,1135,66,1784,74,512,953,325,26,1784,70,38,38,25,7,44,72,61.1,28,26,7,19,24,94,49,1,12,27,30.8,DF
413,Davide Calabria,2024-2025,27,it ITA,2 Teams,it Serie A,18,948,10.5,11,7,11,0,1,1,547,652,83.9,14,49,13,8,64,9425,2832,251,273,91.9,237,264,89.8,46,80,57.5,430,1935,944,15,12,0,11,4,459,51,748,19,197,380,180,8,748,22,15,15,5,2,9,19,47.4,10,5,0,5,11,33,30,1,11,9,55,DF
414,Riccardo Calafiori,2023-2024,21,it ITA,Bologna,it Serie A,30,2349,26.1,26,4,6,2,5,7,1622,1810,89.6,17,94,10,3,96,28565,8660,684,737,92.8,792,844,93.8,123,172,71.5,1291,7277,4024,28,28,1,31,12,1408,23,2103,236,956,1018,152,23,2103,47,32,28,16,3,22,32,68.8,10,38,13,25,50,97,74,3,60,24,71.4,DF
415,Riccardo Calafiori,2024-2025,22,it ITA,Arsenal,eng Premier League,19,983,10.9,11,8,3,2,1,3,470,549,85.6,6,41,9,1,54,6903,1705,280,306,91.5,163,188,86.7,19,28,67.9,308,1655,889,22,15,3,12,5,394,29,653,30,164,264,229,30,653,27,19,15,10,2,18,29,62.1,11,12,6,6,9,36,25,0,22,14,61.1,DF
416,Mattia Caldara,2022-2023,28,it ITA,Spezia,it Serie A,20,1253,13.9,13,7,15,0,0,0,461,600,76.8,1,23,1,0,35,8308,3214,183,220,83.2,223,270,82.6,45,93,48.4,380,1885,830,5,4,0,9,4,361,4,791,145,450,304,46,17,791,23,14,10,11,2,9,20,45,11,23,16,7,17,40,88,2,35,24,59.3,DF
417,Mattia Caldara,2023-2024,29,it ITA,Milan,it Serie A,1,33,0.4,0,1,5,0,0,0,20,24,83.3,0,0,0,0,2,345,117,7,8,87.5,12,12,100,0,3,0,14,63,43,0,0,0,0,0,17,0,29,4,10,18,1,1,29,1,1,1,0,0,1,1,100,0,1,1,0,1,2,1,0,2,0,100,DF
418,Luca Caldirola,2022-2023,31,it ITA,Monza,it Serie A,31,2353,26.1,27,4,4,2,0,2,1262,1435,87.9,4,55,4,1,63,22342,8287,534,555,96.2,592,653,90.7,109,179,60.9,978,4803,2623,12,11,0,5,1,1176,13,1636,219,891,674,75,12,1636,26,14,19,4,3,13,26,50,13,32,18,14,25,51,66,1,34,32,51.5,DF
419,Luca Caldirola,2023-2024,32,it ITA,Monza,it Serie A,29,2141,23.8,23,6,7,1,1,2,1247,1374,90.8,5,60,1,1,56,23794,7803,453,464,97.6,656,695,94.4,131,192,68.2,966,4882,2482,10,5,0,6,1,1146,9,1546,203,809,678,61,16,1546,25,14,19,4,2,13,22,59.1,9,26,17,9,29,54,53,0,30,23,56.6,DF
420,Luca Caldirola,2024-2025,33,it ITA,Monza,it Serie A,14,876,9.7,10,4,9,0,0,0,556,615,90.4,2,25,1,0,22,10352,4162,196,204,96.1,304,326,93.3,49,74,66.2,461,2278,1223,5,5,0,2,1,498,4,699,86,362,315,23,4,699,11,7,8,3,0,4,7,57.1,3,9,6,3,11,22,43,1,13,13,50,DF
421,Fernando Calero,2022-2023,26,es ESP,Espanyol,es La Liga,27,1611,17.9,20,7,9,0,1,1,617,765,80.7,4,58,3,0,64,11710,4547,245,275,89.1,289,335,86.3,78,139,56.1,454,1933,951,9,8,1,12,6,518,4,944,83,377,499,77,14,944,46,29,27,15,4,21,34,61.8,13,31,13,18,13,59,52,0,35,29,54.7,"DF,MF"
422,Fernando Calero,2024-2025,28,es ESP,Espanyol,es La Liga,21,715,7.9,6,15,10,1,0,1,325,381,85.3,3,17,1,1,17,6408,2520,106,115,92.2,171,185,92.4,43,67,64.2,236,947,525,0,2,0,6,0,286,2,498,66,288,187,24,2,498,18,10,13,4,1,8,12,66.7,4,16,9,7,16,34,50,1,12,17,41.4,"DF,MF"
423,Duje Ćaleta-Car,2022-2023,25,hr CRO,2 Teams,2 Comps,14,954,10.6,9,5,16,1,0,1,482,570,84.6,1,26,0,0,33,9444,3520,155,173,89.6,270,291,92.8,53,93,57,389,1834,996,5,1,0,1,2,431,0,698,137,418,269,15,9,698,14,10,9,4,1,6,9,66.7,3,15,11,4,15,29,66,1,20,13,60.6,DF
424,Duje Ćaleta-Car,2023-2024,26,hr CRO,Lyon,fr Ligue 1,24,1993,22.1,22,2,3,0,0,0,1051,1204,87.3,7,45,2,0,61,20032,7213,370,396,93.4,571,622,91.8,86,149,57.7,1016,4948,2358,5,2,0,3,1,952,1,1404,246,793,586,31,21,1404,26,11,19,6,1,18,22,81.8,4,27,14,13,18,44,94,1,57,15,79.2,DF
425,Duje Ćaleta-Car,2024-2025,27,hr CRO,Lyon,fr Ligue 1,19,1584,17.6,17,2,12,1,0,1,896,985,91,2,50,0,0,46,16876,5583,296,318,93.1,530,556,95.3,65,97,67,672,2869,1409,4,1,0,7,2,783,0,1178,205,601,546,34,21,1178,20,12,11,9,0,10,19,52.6,9,33,25,8,17,37,97,2,39,12,76.5,DF
426,Kerim Calhanoglu,2022-2023,19,de GER,Schalke 04,de Bundesliga,3,63,0.7,0,3,1,0,0,0,30,42,71.4,3,0,2,1,3,574,388,14,16,87.5,10,15,66.7,6,8,75,17,79,45,3,3,0,3,0,21,3,58,3,22,17,19,1,58,2,1,2,0,0,2,2,100,0,1,0,1,0,2,3,0,1,2,33.3,DF
427,Daniel Caligiuri,2022-2023,34,it ITA,Augsburg,de Bundesliga,13,290,3.2,2,11,20,1,0,1,107,166,64.5,4,10,4,0,16,1897,934,47,57,82.5,42,71,59.2,13,29,44.8,82,441,234,7,5,1,5,4,83,8,200,12,65,88,52,5,200,8,5,5,3,0,4,5,80,1,3,2,1,3,11,2,0,5,5,50,"DF,MF"
428,Ousmane Camara,2022-2023,19,ml MLI,Angers,fr Ligue 1,9,521,5.8,6,3,15,0,0,0,330,363,90.9,0,12,0,0,16,6431,2134,105,112,93.8,179,190,94.2,39,49,79.6,336,2207,1358,3,1,0,4,1,307,0,416,42,190,230,3,1,416,10,6,5,5,0,5,12,41.7,7,4,2,2,11,21,15,0,10,4,71.4,DF
429,Ousmane Camara,2024-2025,21,ml MLI,Angers,fr Ligue 1,3,252,2.8,3,0,6,0,0,0,91,101,90.1,1,3,0,0,3,1868,743,32,32,100,44,45,97.8,15,22,68.2,70,335,196,0,0,0,1,1,82,0,126,23,81,43,2,2,126,4,3,3,1,0,1,2,50,1,1,1,0,0,4,18,0,4,3,57.1,DF
430,Eduardo Camavinga,2022-2023,19,fr FRA,Real Madrid,es La Liga,37,2010,22.3,21,16,0,0,1,1,1364,1504,90.7,24,138,17,1,165,21221,5654,711,763,93.2,517,548,94.3,89,112,79.5,1162,6589,3684,69,77,12,39,28,1326,99,1770,51,372,942,485,39,1770,68,48,32,21,15,24,64,37.5,40,24,5,19,17,85,25,0,22,11,66.7,"MF,DF"
431,Eduardo Camavinga,2023-2024,20,fr FRA,Real Madrid,es La Liga,31,1817,20.2,21,10,0,0,2,2,1205,1328,90.7,20,100,14,3,106,19473,4856,593,629,94.3,505,540,93.5,75,102,73.5,1011,5798,3129,49,56,5,26,24,1196,31,1605,55,399,885,344,20,1605,76,47,39,29,8,23,39,59,16,36,8,28,29,105,29,1,18,17,51.4,"MF,DF"
432,Eduardo Camavinga,2024-2025,21,fr FRA,Real Madrid,es La Liga,19,1102,12.2,11,8,1,1,2,3,700,793,88.3,11,61,5,0,61,11361,3012,344,367,93.7,296,319,92.8,43,66,65.2,565,3051,1699,26,27,7,7,11,643,31,957,49,272,494,207,15,957,42,26,23,16,3,19,33,57.6,14,24,8,16,18,60,23,0,20,18,52.6,"MF,DF"
433,Andrea Cambiaso,2022-2023,22,it ITA,Bologna,it Serie A,32,2170,24.1,25,7,2,0,3,3,1277,1521,84,28,48,24,7,83,19674,6031,686,753,91.1,472,541,87.2,83,144,57.6,1030,5494,2822,64,59,17,42,18,1148,105,1791,70,621,771,423,40,1791,57,34,34,20,3,28,65,43.1,37,26,2,24,26,83,33,1,3,24,11.1,DF
434,Andrea Cambiaso,2023-2024,23,it ITA,Juventus,it Serie A,34,2372,26.4,28,6,1,2,3,5,1007,1207,83.4,38,40,24,11,71,16173,3526,516,565,91.3,387,450,86,73,104,70.2,857,5413,2832,87,53,23,38,21,993,172,1449,48,317,631,521,60,1449,47,30,23,15,9,25,43,58.1,18,28,3,25,11,58,26,1,13,16,44.8,"DF,FW"
435,Andrea Cambiaso,2024-2025,24,it ITA,Juventus,it Serie A,33,2221,24.7,25,8,0,2,3,5,1476,1667,88.5,34,82,31,9,111,24469,5281,732,779,94,598,657,91,112,150,74.7,1195,7318,3868,78,63,13,45,21,1364,122,1911,55,474,939,517,42,1911,46,30,27,13,6,27,44,61.4,17,24,4,20,16,62,34,5,6,11,35.3,"DF,FW"
436,Emre Can,2023-2024,29,de GER,Dortmund,de Bundesliga,25,1953,21.7,22,3,4,2,2,4,1286,1471,87.4,20,110,8,0,110,22739,7316,545,603,90.4,603,656,91.9,114,157,72.6,969,5308,2363,35,16,3,29,21,1173,18,1702,102,568,972,177,18,1700,63,45,37,23,3,28,48,58.3,20,30,7,23,22,85,41,2,29,21,58,"MF,DF"
