Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
2611,Malick Thiaw,2024-2025,22,de GER,Milan,it Serie A,22,1806,20.1,19,3,12,0,0,0,0,0,0,0,1181,1269,93.1,4,87,1,0,89,23117,7754,340,357,95.2,708,737,96.1,118,147,80.3,905,4167,2180,12,11,0,8,2,1044,1,1432,133,670,720,50,15,1432,24,17,15,6,3,6,10,60,4,14,12,2,15,39,76,1,49,27,64.5,DF
2612,Jan Thielmann,2023-2024,21,de GER,Köln,de Bundesliga,22,1579,17.5,20,2,1,1,0,1,1,0,0,0,364,551,66.1,16,25,13,8,51,6590,2186,150,201,74.6,172,225,76.4,38,79,48.1,406,2852,1357,46,34,11,40,24,438,69,760,35,177,324,272,34,760,28,18,13,9,6,12,24,50,12,31,6,25,8,36,28,0,20,27,42.6,"FW,DF"
2613,Sada Thioub,2022-2023,27,sn SEN,Angers,fr Ligue 1,27,1060,11.8,11,16,10,1,2,3,1,0,0,0,427,533,80.1,15,46,19,8,57,6580,2287,230,263,87.5,153,188,81.4,24,43,55.8,474,2899,1288,23,22,5,15,20,447,78,640,14,116,301,234,21,640,19,10,9,8,2,8,17,47.1,9,13,0,13,7,26,5,1,4,14,22.2,"DF,FW"
2614,Luke Thomas,2022-2023,21,eng ENG,Leicester City,eng Premier League,17,1073,11.9,11,6,19,0,0,0,0,0,0,0,521,654,79.7,5,38,7,2,48,8116,3439,291,329,88.4,194,238,81.5,32,57,56.1,355,1374,610,10,8,1,9,8,414,13,786,39,319,359,115,3,786,23,19,15,5,3,15,32,46.9,17,20,4,16,27,50,35,0,11,14,44,DF
2615,Luke Thomas,2023-2024,22,eng ENG,Sheffield Utd,eng Premier League,12,917,10.2,11,1,4,0,0,0,0,0,0,0,234,319,73.4,2,23,5,2,33,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,191,803,391,8,7,1,11,5,230,22,430,34,160,188,88,11,430,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,10,15,40,DF
2616,Luke Thomas,2024-2025,23,eng ENG,Leicester City,eng Premier League,14,1110,12.3,13,1,11,0,0,0,0,0,0,0,493,629,78.4,9,32,5,2,37,8065,2702,245,267,91.8,205,251,81.7,35,82,42.7,371,1457,585,5,8,2,12,4,431,16,775,50,294,366,120,8,775,31,25,23,5,3,21,41,51.2,20,15,6,9,21,52,49,1,13,11,54.2,DF
2617,Kieran Tierney,2022-2023,25,sct SCO,Arsenal,eng Premier League,27,795,8.8,6,21,11,0,1,1,0,0,0,0,362,486,74.5,4,35,9,1,36,6636,2048,152,172,88.4,170,215,79.1,35,69,50.7,316,1802,837,25,12,3,7,0,338,31,579,23,153,244,183,15,579,20,11,9,9,2,12,16,75,4,8,2,6,11,31,25,0,6,18,25,DF
2618,Kieran Tierney,2023-2024,26,sct SCO,Real Sociedad,es La Liga,20,1238,13.8,14,6,4,0,2,2,0,0,0,0,690,904,76.3,8,73,12,4,77,12195,5053,292,326,89.6,329,390,84.4,62,150,41.3,522,2201,1177,22,21,2,13,3,600,39,1056,45,297,552,214,10,1056,37,24,16,18,3,18,27,66.7,9,22,8,14,10,47,45,0,16,20,44.4,DF
2619,Kieran Tierney,2024-2025,27,sct SCO,Arsenal,eng Premier League,13,259,2.9,2,11,13,1,0,1,1,0,0,0,145,173,83.8,8,13,5,2,15,2325,699,69,73,94.5,65,78,83.3,8,15,53.3,108,447,253,8,6,1,3,0,143,29,199,8,36,72,91,6,199,7,5,4,1,2,4,6,66.7,2,0,0,0,3,10,9,0,5,5,50,"DF,FW"
2620,Jurriën Timber,2023-2024,22,nl NED,Arsenal,eng Premier League,2,71,0.8,1,1,0,0,0,0,0,0,0,0,66,74,89.2,0,11,0,0,8,982,221,35,36,97.2,30,33,90.9,1,2,50,61,249,121,0,3,0,0,1,61,5,79,0,11,51,17,1,79,2,2,1,1,0,0,0,,0,1,0,1,0,2,1,0,1,1,50,DF
2621,Jurriën Timber,2024-2025,23,nl NED,Arsenal,eng Premier League,30,2417,26.9,27,3,2,1,3,4,1,0,0,0,1194,1395,85.6,17,107,17,2,146,17327,4642,674,741,91,472,549,86,27,51,52.9,890,3916,2076,57,27,11,33,24,1052,104,1661,51,304,859,505,66,1661,58,38,17,30,11,18,27,66.7,9,19,4,15,22,80,44,1,22,20,52.4,DF
2622,Jean-Clair Todibo,2022-2023,22,fr FRA,Nice,fr Ligue 1,34,2870,31.9,33,1,0,0,0,0,0,0,0,0,1931,2181,88.5,5,137,6,1,153,37579,14089,614,646,95,1134,1198,94.7,161,289,55.7,1980,11039,5931,21,13,0,23,10,1760,6,2514,304,1267,1222,57,24,2514,76,48,54,19,3,41,56,73.2,15,41,19,22,41,117,110,2,39,29,57.4,DF
2623,Jean-Clair Todibo,2023-2024,23,fr FRA,Nice,fr Ligue 1,30,2651,29.5,30,0,0,0,2,2,0,0,0,0,2228,2487,89.6,9,113,7,1,150,38405,14380,982,1034,95,1068,1136,94,143,265,54,2247,11972,6410,32,19,1,19,9,2061,11,2779,286,1258,1440,99,16,2779,58,28,35,17,6,34,56,60.7,22,34,15,19,38,96,97,1,39,26,60,DF
2624,Jean-Clair Todibo,2024-2025,24,fr FRA,West Ham,eng Premier League,27,1825,20.3,20,7,5,0,0,0,0,0,0,0,951,1082,87.9,2,44,1,0,38,16772,5965,355,378,93.9,542,574,94.4,48,109,44,760,3221,1602,9,5,0,14,11,890,5,1297,165,716,543,47,11,1297,47,28,30,15,2,26,36,72.2,10,25,13,12,26,73,83,3,28,26,51.9,DF
2625,Harry Toffolo,2022-2023,26,eng ENG,Nott'ham Forest,eng Premier League,19,940,10.4,9,10,10,0,0,0,0,0,0,0,242,387,62.5,5,14,7,4,29,3806,1892,136,166,81.9,92,148,62.2,11,47,23.4,191,721,342,8,6,4,10,6,223,43,498,48,175,179,151,12,498,17,8,10,4,3,10,14,71.4,4,16,8,8,10,27,33,0,13,14,48.1,DF
2626,Harry Toffolo,2023-2024,27,eng ENG,Nott'ham Forest,eng Premier League,23,1459,16.2,15,8,9,1,3,4,1,0,0,0,424,590,71.9,18,40,10,10,42,6959,2983,207,244,84.8,159,216,73.6,41,96,42.7,272,966,475,10,7,1,7,5,343,34,745,70,283,296,172,12,745,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,25,15,62.5,DF
2627,Harry Toffolo,2024-2025,28,eng ENG,Nott'ham Forest,eng Premier League,4,137,1.5,1,3,20,0,0,0,0,0,0,0,47,67,70.1,0,1,0,0,2,653,304,30,32,93.8,15,24,62.5,1,7,14.3,17,57,23,0,0,0,0,0,30,4,88,9,32,22,34,2,88,5,3,3,1,1,3,4,75,1,2,2,0,2,7,12,0,1,0,100,DF
2628,Umut Tohumcu,2022-2023,17,de GER,Hoffenheim,de Bundesliga,8,271,3,2,6,7,0,0,0,0,0,0,0,56,78,71.8,2,9,0,0,7,915,254,27,34,79.4,22,25,88,4,9,44.4,59,285,106,2,4,0,6,2,60,4,125,6,26,67,33,1,125,10,5,4,5,1,3,9,33.3,6,4,0,4,2,12,8,0,2,0,100,"MF,DF"
2629,Jeremy Toljan,2022-2023,27,de GER,Sassuolo,it Serie A,31,2672,29.7,29,2,2,0,1,1,0,0,0,0,1363,1610,84.7,22,124,23,7,142,21955,8084,722,793,91,505,576,87.7,104,163,63.8,970,5068,2834,56,41,3,25,14,1105,99,1817,79,630,868,328,23,1817,36,23,17,14,5,22,33,66.7,11,31,14,17,18,54,60,1,10,21,32.3,DF
2630,Jeremy Toljan,2023-2024,28,de GER,Sassuolo,it Serie A,25,2083,23.1,24,1,4,0,5,5,0,0,0,0,775,1007,77,18,52,20,7,79,12656,5032,396,432,91.7,300,378,79.4,58,140,41.4,556,2821,1293,35,24,6,21,9,664,85,1167,67,363,518,296,32,1167,13,10,8,4,1,9,15,60,6,17,5,12,16,29,49,1,9,16,36,DF
2631,John Tolkin,2024-2025,22,us USA,Holstein Kiel,de Bundesliga,11,737,8.2,9,2,2,0,2,2,0,0,0,0,250,368,67.9,11,14,5,1,17,4390,1920,121,139,87.1,100,136,73.5,25,72,34.7,174,699,275,6,3,0,5,6,219,12,479,35,214,173,93,5,479,18,11,11,7,0,12,14,85.7,2,10,2,8,8,26,54,0,8,6,57.1,"DF,MF"
2632,Rafael Tolói,2022-2023,31,it ITA,Atalanta,it Serie A,32,2784,30.9,32,0,1,2,1,3,2,0,0,0,1351,1682,80.3,17,126,15,2,148,24720,9204,570,627,90.9,619,707,87.6,145,290,50,1095,4596,2514,21,42,0,21,5,1291,29,2031,161,834,922,297,43,2031,69,44,37,32,0,35,64,54.7,29,42,18,24,57,126,88,1,43,33,56.6,DF
2633,Rafael Tolói,2023-2024,32,it ITA,Atalanta,it Serie A,18,965,10.7,10,8,8,0,0,0,0,0,0,0,442,537,82.3,2,48,4,1,53,7801,2968,194,211,91.9,210,238,88.2,32,73,43.8,339,1370,739,8,13,0,5,4,386,10,630,42,249,306,77,4,630,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0,17,14,54.8,DF
2634,Rafael Tolói,2024-2025,33,it ITA,Atalanta,it Serie A,11,468,5.2,2,9,16,0,0,0,0,0,0,0,257,293,87.7,3,20,5,0,26,4198,1287,121,129,93.8,122,130,93.8,12,25,48,195,836,444,5,6,0,6,3,234,5,340,19,108,182,55,3,340,10,5,3,5,2,4,11,36.4,7,8,2,6,8,18,11,0,9,1,90,DF
2635,Takehiro Tomiyasu,2022-2023,23,jp JPN,Arsenal,eng Premier League,21,663,7.4,6,15,2,0,1,1,0,0,0,0,384,474,81,4,41,6,2,51,6453,2036,173,200,86.5,171,199,85.9,30,56,53.6,311,1380,624,14,7,1,7,4,344,28,557,26,138,293,130,17,557,27,18,12,10,5,13,18,72.2,5,7,0,7,14,41,15,1,17,20,45.9,DF
2636,Takehiro Tomiyasu,2023-2024,24,jp JPN,Arsenal,eng Premier League,22,1149,12.8,10,12,1,2,1,3,2,0,0,0,574,697,82.4,6,60,10,3,72,8941,2520,306,342,89.5,229,267,85.8,27,56,48.2,469,2158,1064,17,14,3,13,3,520,37,824,37,192,389,248,31,824,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,25,20,55.6,DF
2637,James Tomkins,2022-2023,33,eng ENG,Crystal Palace,eng Premier League,6,338,3.8,3,3,16,1,0,1,1,0,0,0,138,171,80.7,0,2,0,0,2,2645,822,47,55,85.5,79,87,90.8,12,27,44.4,117,429,220,1,1,0,2,1,130,1,208,34,142,59,7,3,208,4,2,2,1,1,1,3,33.3,2,3,2,1,5,9,19,0,6,6,50,DF
2638,Fikayo Tomori,2022-2023,24,eng ENG,Milan,it Serie A,33,2760,30.7,32,1,1,1,1,2,1,0,0,0,1697,1922,88.3,9,91,7,0,122,34375,10863,568,608,93.4,876,942,93,242,324,74.7,1258,6315,3346,26,6,0,9,3,1423,10,2218,243,1089,1078,63,14,2218,70,34,44,25,1,22,34,64.7,12,46,25,21,29,99,88,1,62,30,67.4,DF
2639,Fikayo Tomori,2023-2024,25,eng ENG,Milan,it Serie A,26,2121,23.6,24,2,1,4,0,4,4,0,0,0,1541,1691,91.1,4,39,1,1,63,27326,9784,613,655,93.6,816,862,94.7,101,147,68.7,1168,5311,2898,16,13,1,5,0,1364,2,1904,219,1015,845,49,17,1904,42,24,29,10,3,18,29,62.1,11,34,23,11,26,68,75,1,29,26,52.7,DF
2640,Fikayo Tomori,2024-2025,26,eng ENG,Milan,it Serie A,22,1593,17.7,19,3,15,0,1,1,0,0,0,0,1019,1103,92.4,8,58,6,3,63,18036,6914,409,426,96,548,581,94.3,54,78,69.2,721,3061,1681,8,9,0,9,2,871,3,1260,119,605,604,54,7,1260,40,25,21,16,3,17,25,68,8,17,12,5,20,60,61,2,28,30,48.3,DF
2641,Raúl Torrente,2023-2024,21,es ESP,Granada,es La Liga,17,1250,13.9,14,3,13,0,0,0,0,0,0,0,605,764,79.2,3,39,1,0,33,12521,4811,187,204,91.7,340,381,89.2,75,170,44.1,534,2789,1422,4,1,1,1,1,595,2,915,121,580,321,15,9,915,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,22,15,59.5,DF
2642,David Torres,2022-2023,19,es ESP,Valladolid,es La Liga,7,385,4.3,2,5,21,0,0,0,0,0,0,0,184,231,79.7,1,8,0,0,11,3415,1102,66,72,91.7,104,117,88.9,14,32,43.8,152,599,338,2,3,0,4,0,176,2,254,19,105,137,14,1,254,1,1,0,1,0,1,1,100,0,4,2,2,3,4,8,0,9,9,50,DF
2643,David Torres,2024-2025,21,es ESP,Valladolid,es La Liga,18,1387,15.4,15,3,15,0,0,0,0,0,0,0,589,714,82.5,1,27,1,1,37,11231,4594,193,205,94.1,335,373,89.8,59,115,51.3,451,2520,1604,11,6,0,2,3,547,3,846,139,539,295,18,5,846,13,8,12,1,0,7,11,63.6,4,19,17,2,10,23,74,0,20,21,48.8,DF
2644,Pau Torres,2022-2023,25,es ESP,Villarreal,es La Liga,34,3054,33.9,34,0,1,1,0,1,1,0,0,0,1855,2179,85.1,14,187,14,1,197,37186,12825,632,680,92.9,934,1024,91.2,262,414,63.3,1573,10882,7623,76,48,0,22,4,1708,12,2495,361,1186,1174,154,32,2495,43,25,25,13,5,23,36,63.9,13,36,27,9,13,56,146,3,59,48,55.1,DF
2645,Pau Torres,2023-2024,26,es ESP,Aston Villa,eng Premier League,29,2464,27.4,27,2,5,2,0,2,2,0,0,0,1562,1788,87.4,8,141,12,1,128,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,1398,9039,5917,42,42,0,9,13,1456,16,1985,281,989,873,141,22,1985,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,23,22,51.1,DF
2646,Pau Torres,2024-2025,27,es ESP,Aston Villa,eng Premier League,24,2020,22.4,23,1,4,0,0,0,0,0,0,0,1217,1369,88.9,3,110,8,0,97,21319,7907,521,547,95.2,602,644,93.5,79,148,53.4,965,6359,4176,40,27,0,6,5,1090,8,1518,237,701,726,97,17,1518,21,15,11,8,2,10,17,58.8,7,16,11,5,10,31,75,2,18,29,38.3,DF
2647,Ahmed Touba,2023-2024,25,dz ALG,Lecce,it Serie A,6,277,3.1,3,3,25,0,0,0,0,0,0,0,115,137,83.9,0,4,0,0,2,2095,472,38,42,90.5,64,76,84.2,11,14,78.6,81,409,217,0,2,0,1,0,84,1,176,35,106,67,5,1,176,6,4,3,3,0,3,4,75,1,4,3,1,7,13,20,0,5,6,45.5,DF
2648,Almamy Touré,2022-2023,26,ml MLI,Eint Frankfurt,de Bundesliga,7,398,4.4,5,2,8,0,1,1,0,0,0,0,188,232,81,1,11,1,0,17,3407,1258,68,76,89.5,99,115,86.1,17,28,60.7,152,584,269,2,2,2,4,0,178,8,286,14,114,146,26,5,286,13,7,7,5,1,5,9,55.6,4,9,2,7,10,23,8,0,14,11,56,DF
2649,Birama Touré,2024-2025,32,ml MLI,Montpellier,fr Ligue 1,8,300,3.3,2,6,0,0,0,0,0,0,0,0,101,123,82.1,3,4,0,0,9,1809,621,38,45,84.4,53,58,91.4,10,18,55.6,86,287,71,0,1,1,6,0,99,2,157,21,71,65,22,3,157,8,5,5,2,1,4,6,66.7,2,3,2,1,6,14,7,0,4,4,50,"MF,DF"
2650,Souleymane Touré,2022-2023,19,fr FRA,2 Teams,fr Ligue 1,24,1656,18.4,18,6,8,1,0,1,1,0,0,0,713,820,87,8,44,4,0,47,13368,4272,233,274,85,380,404,94.1,77,108,71.3,711,4003,1967,12,7,0,8,2,644,7,1012,143,511,462,52,17,1012,31,14,20,10,1,17,22,77.3,5,33,12,21,26,57,61,1,25,10,71.4,DF
2651,Souleymane Touré,2023-2024,20,fr FRA,2 Teams,fr Ligue 1,24,2051,22.8,23,1,5,1,1,2,1,0,0,0,1144,1280,89.4,7,66,5,2,73,18783,6849,508,550,92.4,508,550,92.4,77,106,72.6,1086,5950,3186,24,21,4,17,12,1025,25,1538,221,677,727,140,40,1538,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,43,16,72.9,DF
2652,Souleymane Touré,2024-2025,21,fr FRA,Udinese,it Serie A,12,733,8.1,11,1,5,1,0,1,1,0,0,0,474,517,91.7,2,34,4,1,26,8403,2159,197,210,93.8,230,240,95.8,44,57,77.2,378,1752,831,6,5,1,7,0,424,3,585,57,260,282,45,10,585,7,6,4,3,0,4,5,80,1,15,6,9,9,16,17,1,7,5,58.3,DF
2653,Conor Townsend,2024-2025,31,eng ENG,Ipswich Town,eng Premier League,6,335,3.7,3,3,26,0,1,1,0,0,0,0,80,127,63,4,7,2,2,8,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,53,278,136,2,2,0,2,2,75,13,172,28,87,50,38,5,172,11,8,9,2,0,8,11,72.7,3,8,6,2,4,15,16,0,6,4,60,DF
2654,Charles Traore,2022-2023,30,ml MLI,Nantes,fr Ligue 1,12,482,5.4,6,6,3,0,0,0,0,0,0,0,181,239,75.7,2,18,4,2,11,3371,1427,68,81,84,84,107,78.5,21,38,55.3,159,729,332,2,3,0,3,0,134,8,288,30,123,129,38,2,288,8,5,5,2,1,5,7,71.4,2,9,2,7,10,18,12,0,6,4,60,DF
2655,Hamari Traoré,2022-2023,30,ml MLI,Rennes,fr Ligue 1,31,2528,28.1,28,3,0,1,4,5,1,0,0,0,1541,1826,84.4,22,132,34,13,159,27185,8228,633,709,89.3,759,868,87.4,124,194,63.9,1512,7652,3415,55,63,8,26,9,1399,162,2083,90,426,1130,537,64,2083,48,32,26,15,7,28,52,53.8,24,33,7,26,38,86,64,0,33,34,49.3,DF
2656,Hamari Traoré,2023-2024,31,ml MLI,Real Sociedad,es La Liga,31,2292,25.5,27,4,1,0,2,2,0,0,0,0,1204,1509,79.8,29,112,31,10,129,21398,6928,512,585,87.5,548,664,82.5,118,202,58.4,884,4222,2188,49,31,4,23,9,982,83,1737,87,444,950,356,18,1737,44,19,24,17,3,25,43,58.1,18,27,8,19,24,68,59,2,29,35,45.3,DF
2657,Hamari Traoré,2024-2025,32,ml MLI,Real Sociedad,es La Liga,11,700,7.8,9,2,6,0,1,1,0,0,0,0,381,460,82.8,4,17,5,2,26,6499,2206,184,201,91.5,161,197,81.7,35,53,66,252,987,455,12,2,5,6,1,299,20,529,22,155,291,88,9,529,19,12,10,7,2,15,22,68.2,7,6,2,4,9,28,21,0,9,9,50,DF
2658,Ismaël Traoré,2023-2024,36,ci CIV,Metz,fr Ligue 1,26,2220,24.7,25,1,2,2,0,2,2,0,0,0,674,777,86.7,2,22,1,0,32,14688,5850,138,157,87.9,423,456,92.8,108,155,69.7,667,3070,1079,1,2,0,9,3,577,1,986,157,573,399,22,12,986,19,12,13,6,0,8,21,38.1,13,33,20,13,30,49,86,0,23,33,41.1,DF
2659,Omar Traoré,2023-2024,25,de GER,Heidenheim,de Bundesliga,31,2472,27.5,29,2,1,0,2,2,0,0,0,0,881,1240,71,19,58,28,15,78,15012,6810,400,465,86,375,501,74.9,80,183,43.7,674,4307,2303,61,40,5,37,17,754,91,1532,80,441,697,413,11,1532,60,33,33,21,6,32,56,57.1,24,32,7,25,40,100,54,1,15,19,44.1,DF
2660,Omar Traoré,2024-2025,26,de GER,Heidenheim,de Bundesliga,30,2616,29.1,30,0,2,0,1,1,0,0,0,0,989,1399,70.7,20,101,36,14,117,17339,7260,486,573,84.8,382,514,74.3,99,215,46,922,5801,3338,103,53,6,40,22,994,115,1712,70,516,775,448,21,1712,50,26,31,16,3,25,41,61,16,35,6,29,21,71,66,0,15,24,38.5,DF
2661,Philipp Treu,2024-2025,23,de GER,St. Pauli,de Bundesliga,33,2881,32,33,0,0,0,2,2,0,0,0,0,1225,1532,80,22,62,19,8,105,18854,5713,663,732,90.6,469,575,81.6,62,137,45.3,825,4427,2159,58,42,11,34,12,979,117,1867,94,564,795,530,46,1867,61,42,35,17,9,39,68,57.4,29,52,12,40,19,80,87,2,21,36,36.8,"MF,DF"
2662,Christopher Trimmel,2022-2023,35,at AUT,Union Berlin,de Bundesliga,25,1811,20.1,20,5,8,0,6,6,0,0,0,0,649,1040,62.4,35,53,26,18,65,11591,5038,293,350,83.7,264,362,72.9,75,262,28.6,453,2299,1144,34,12,8,12,8,521,80,1190,63,324,470,405,28,1190,31,16,16,12,3,20,31,64.5,11,14,1,13,25,56,48,0,23,19,54.8,DF
2663,Christopher Trimmel,2023-2024,36,at AUT,Union Berlin,de Bundesliga,26,1646,18.3,19,7,6,0,2,2,0,0,0,0,631,951,66.4,39,70,25,14,86,11883,5699,270,317,85.2,249,344,72.4,99,237,41.8,438,1928,1069,23,20,0,11,5,531,65,1096,69,295,452,362,12,1096,23,15,12,10,1,13,33,39.4,20,16,3,13,13,36,57,0,26,20,56.5,DF
2664,Christopher Trimmel,2024-2025,37,at AUT,Union Berlin,de Bundesliga,26,1740,19.3,20,6,7,0,3,3,0,0,0,0,474,783,60.5,35,60,18,10,73,9565,4987,177,216,81.9,206,318,64.8,85,201,42.3,365,1582,691,18,7,2,10,8,423,45,979,91,300,427,256,13,979,38,25,23,14,1,28,42,66.7,14,14,6,8,18,56,92,0,23,13,63.9,"DF,MF"
2665,Kieran Trippier,2022-2023,31,eng ENG,Newcastle Utd,eng Premier League,38,3341,37.1,38,0,0,1,7,8,1,0,0,0,1995,2788,71.6,110,182,97,26,260,38118,16809,877,992,88.4,745,980,76,333,674,49.4,1300,4599,2393,45,46,1,27,9,1593,151,3102,124,774,1282,1066,26,3102,71,49,36,27,8,46,90,51.1,44,45,15,30,43,114,84,2,49,35,58.3,DF
2666,Kieran Trippier,2023-2024,32,eng ENG,Newcastle Utd,eng Premier League,28,2236,24.8,26,2,0,1,10,11,1,0,0,0,1624,2130,76.2,65,111,52,19,157,29797,10999,693,783,88.5,728,874,83.3,187,382,49,1078,4247,2049,34,37,5,20,9,1411,128,2344,96,732,969,665,36,2344,57,27,30,16,11,37,77,48.1,40,41,8,33,24,81,57,3,31,17,64.6,DF
2667,Kieran Trippier,2024-2025,33,eng ENG,Newcastle Utd,eng Premier League,25,1309,14.5,14,11,6,0,3,3,0,0,0,0,1036,1256,82.5,22,70,22,2,117,17676,6130,500,529,94.5,432,504,85.7,83,172,48.3,609,2258,1224,26,14,4,11,8,847,58,1388,50,375,616,406,13,1388,38,21,18,14,6,22,36,61.1,14,11,3,8,12,50,49,0,22,15,59.5,DF
