Rk,Player,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,Pass Cmp,Pass Att,Pass Cmp%,KP,Pass Final 3rd,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Lng Cmp,Lng Att,Lng Cmp%,Carries,TotDist,PrgDist,PrgC,Carries Final 3rd,CPA,Mis,Dis,Rec,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Challenges,Ch Att,Chl%,Ch Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1211,Dean Huijsen,2024-2025,19,es ESP,Bournemouth,eng Premier League,32,2427,27,26,6,6,3,2,5,1355,1625,83.4,15,180,7,2,132,27219,10928,449,500,89.8,712,781,91.2,181,304,59.5,1118,7072,4349,41,31,0,20,1,1271,10,2021,254,915,971,145,30,2021,36,26,19,16,1,18,29,62.1,11,40,29,11,51,87,198,4,68,44,60.7,DF
1212,Mats Hummels,2022-2023,33,de GER,Dortmund,de Bundesliga,30,2018,22.4,24,6,3,1,0,1,1468,1677,87.5,12,100,10,3,114,31464,10587,403,447,90.2,800,841,95.1,247,338,73.1,1236,6862,4009,21,18,0,4,8,1310,6,1952,185,879,993,89,31,1952,62,34,38,22,2,32,55,58.2,23,30,16,14,33,95,100,1,71,40,64,DF
1213,Mats Hummels,2023-2024,34,de GER,Dortmund,de Bundesliga,25,1581,17.6,20,5,4,3,0,3,1262,1418,89,9,86,6,0,82,25463,8497,381,402,94.8,722,781,92.4,150,202,74.3,1095,5594,3224,11,13,1,7,6,1183,1,1649,167,698,888,76,20,1649,52,34,34,12,6,30,53,56.6,23,33,11,22,33,85,82,0,38,24,61.3,DF
1214,Mats Hummels,2024-2025,35,de GER,Roma,it Serie A,14,915,10.2,11,3,19,0,0,0,389,437,89,2,15,0,0,26,7200,2611,140,149,94,219,234,93.6,27,41,65.9,279,1306,637,4,9,0,0,1,324,1,560,57,222,313,29,10,560,30,15,16,14,0,11,18,61.1,7,12,4,8,26,56,43,0,23,15,60.5,DF
1215,Elseid Hysaj,2022-2023,28,al ALB,Lazio,it Serie A,34,1998,22.2,22,12,3,1,1,2,1186,1399,84.8,13,101,15,6,103,17630,7029,669,715,93.6,420,487,86.2,60,114,52.6,822,3533,1836,36,27,4,19,13,1019,60,1589,61,542,825,235,10,1589,39,23,24,11,4,23,41,56.1,18,31,7,24,20,59,42,0,24,24,50,DF
1216,Elseid Hysaj,2023-2024,29,al ALB,Lazio,it Serie A,22,1199,13.3,11,11,15,0,0,0,713,850,83.9,9,46,10,5,51,10858,4236,400,438,91.3,248,291,85.2,41,78,52.6,483,2815,1444,27,23,1,12,8,619,41,967,45,310,496,166,8,967,24,14,8,13,3,15,24,62.5,9,16,6,10,17,41,31,0,14,13,51.9,DF
1217,Elseid Hysaj,2024-2025,30,al ALB,Lazio,it Serie A,11,424,4.7,4,7,6,0,3,3,214,264,81.1,6,19,9,6,14,3839,922,98,110,89.1,90,108,83.3,25,34,73.5,153,683,262,4,6,1,5,0,183,18,318,19,85,149,89,10,318,11,6,6,5,0,3,3,100,0,5,2,3,5,16,21,0,8,6,57.1,DF
1218,Iago,2022-2023,25,br BRA,Augsburg,de Bundesliga,22,1600,17.8,19,3,0,0,2,2,449,725,61.9,10,33,17,7,53,8133,4177,182,229,79.5,205,323,63.5,52,118,44.1,365,2231,1053,27,12,5,26,10,396,49,948,66,301,396,259,26,948,34,16,20,10,4,11,29,37.9,18,18,5,13,17,51,53,0,13,25,34.2,"DF,MF"
1219,Iago,2023-2024,26,br BRA,Augsburg,de Bundesliga,23,1622,18,18,5,0,1,1,2,536,735,72.9,17,51,27,16,54,9641,4071,240,278,86.3,217,293,74.1,63,109,57.8,480,2650,1197,24,20,4,24,10,474,51,950,66,296,434,239,33,950,36,17,22,10,4,17,33,51.5,16,39,8,31,18,54,43,0,20,18,52.6,DF
1220,Roger Ibanez,2022-2023,23,br BRA,Roma,it Serie A,33,2796,31.1,32,1,3,3,0,3,1462,1663,87.9,6,71,4,0,77,27071,9588,554,607,91.3,745,798,93.4,146,213,68.5,1216,6677,3665,24,16,2,25,18,1272,9,2014,209,992,974,80,33,2014,67,33,38,26,3,32,48,66.7,16,30,11,19,66,133,95,2,59,28,67.8,DF
1221,Arijon Ibrahimović,2023-2024,17,de GER,Frosinone,it Serie A,16,474,5.3,5,11,15,1,1,2,163,225,72.4,8,11,9,1,22,2299,702,105,129,81.4,47,65,72.3,8,13,61.5,187,905,374,10,7,7,17,7,215,54,285,4,36,119,135,19,285,7,6,4,2,1,1,9,11.1,8,4,0,4,1,8,3,0,5,8,38.5,"FW,DF"
1222,Jay Idzes,2024-2025,24,id IDN,Venezia,it Serie A,35,3127,34.7,35,0,0,1,0,1,1457,1694,86,8,65,4,1,84,26675,9202,508,560,90.7,840,918,91.5,91,168,54.2,1051,5275,2738,15,12,0,31,7,1166,15,2078,274,1067,890,128,33,2078,45,29,24,17,4,17,33,51.5,16,52,32,20,32,77,156,0,57,81,41.3,DF
1223,Iglesias,2022-2023,24,es ESP,Getafe,es La Liga,32,2146,23.8,21,11,3,1,0,1,557,951,58.6,13,41,24,15,50,10128,4524,248,310,80,227,356,63.8,70,225,31.1,508,2781,1363,39,34,6,30,10,529,100,1259,78,381,545,349,23,1259,61,35,40,18,3,33,65,50.8,32,40,5,35,21,82,91,1,15,19,44.1,"DF,MF"
1224,Iglesias,2023-2024,25,es ESP,Getafe,es La Liga,23,1412,15.7,16,7,7,0,2,2,382,635,60.2,11,41,15,12,43,7413,3284,155,188,82.4,155,236,65.7,61,169,36.1,329,1625,671,16,11,2,10,6,363,48,830,60,262,353,223,8,830,41,22,25,11,5,21,33,63.6,12,18,7,11,16,57,53,0,12,10,54.5,"DF,FW"
1225,Iglesias,2024-2025,26,es ESP,Getafe,es La Liga,37,2888,32.1,32,5,1,0,1,1,686,1202,57.1,20,84,24,14,84,13129,6832,293,385,76.1,301,485,62.1,83,261,31.8,554,2779,1355,32,37,4,36,15,569,67,1627,104,471,763,412,15,1627,81,47,42,33,6,46,90,51.1,44,47,8,39,50,131,133,1,35,38,47.9,DF
1226,Igor,2022-2023,24,br BRA,Fiorentina,it Serie A,27,2057,22.9,23,4,7,0,0,0,1165,1324,88,3,77,2,0,76,23901,7556,322,343,93.9,686,733,93.6,144,213,67.6,901,5350,3206,19,13,0,9,11,973,2,1522,122,668,820,46,12,1522,43,29,21,18,4,20,27,74.1,7,33,14,19,25,68,56,2,38,28,57.6,DF
1227,Igor,2023-2024,25,br BRA,Brighton,eng Premier League,24,1637,18.2,17,7,10,0,0,0,1398,1497,93.4,7,123,2,0,107,21855,7143,714,742,96.2,615,640,96.1,49,68,72.1,1055,5334,2867,30,23,0,9,6,1205,12,1651,105,604,913,141,7,1651,25,18,7,16,2,17,29,58.6,12,22,9,13,14,39,52,1,26,12,68.4,DF
1228,Igor,2024-2025,26,br BRA,Brighton,eng Premier League,13,961,10.7,10,3,10,0,0,0,671,730,91.9,2,39,2,1,49,12145,3851,262,271,96.7,364,384,94.8,42,59,71.2,530,2962,1837,9,14,0,1,0,606,1,816,109,385,381,54,1,816,5,5,2,2,1,4,10,40,6,24,14,10,4,9,39,1,8,6,57.1,DF
1229,Samuel Iling-Junior,2022-2023,18,eng ENG,Juventus,it Serie A,12,318,3.5,1,11,15,1,1,2,96,123,78,5,10,7,2,18,1332,516,58,68,85.3,32,40,80,2,8,25,99,738,336,11,16,3,9,4,114,36,175,4,35,50,93,10,175,7,2,3,1,3,4,9,44.4,5,5,1,4,2,9,6,0,1,3,25,"DF,FW"
1230,Samuel Iling-Junior,2023-2024,19,eng ENG,Juventus,it Serie A,24,810,9,4,20,14,1,2,3,330,433,76.2,19,20,13,9,25,5264,1713,177,196,90.3,125,158,79.1,23,50,46,307,1710,823,29,15,8,17,12,343,64,562,26,125,220,220,23,562,23,13,9,11,3,11,18,61.1,7,17,5,12,6,29,19,0,9,3,75,"DF,MF"
1231,Imanol,2023-2024,23,es ESP,Athletic Club,es La Liga,9,525,5.8,5,4,26,0,0,0,280,343,81.6,2,24,6,3,21,4413,1312,160,178,89.9,99,115,86.1,16,30,53.3,181,901,473,13,11,2,5,3,204,15,395,17,88,219,94,4,395,7,5,1,5,1,5,18,27.8,13,6,0,6,7,14,15,0,10,4,71.4,DF
1232,Alessio Iovine,2024-2025,33,it ITA,Como,it Serie A,10,387,4.3,3,7,27,0,0,0,170,226,75.2,3,7,3,3,6,3106,912,70,81,86.4,77,93,82.8,20,42,47.6,120,637,339,9,8,2,1,0,149,8,266,13,86,120,62,4,266,5,2,2,3,0,4,10,40,6,7,1,6,3,8,21,1,2,7,22.2,"DF,FW"
1233,Thomas Isherwood,2023-2024,25,se SWE,Darmstadt 98,de Bundesliga,12,636,7.1,8,4,14,0,0,0,223,268,83.2,1,13,4,0,11,4281,1293,75,80,93.8,127,142,89.4,18,35,51.4,189,1059,587,6,6,0,3,0,220,1,345,53,208,127,11,2,345,11,5,7,3,1,5,9,55.6,4,10,7,3,10,21,34,0,8,6,57.1,DF
1234,Ismaily,2022-2023,32,br BRA,Lille,fr Ligue 1,23,1779,19.8,21,2,3,2,1,3,938,1153,81.4,20,67,14,1,95,13089,4383,570,650,87.7,317,376,84.3,23,54,42.6,901,4750,2254,40,45,9,25,29,825,116,1359,53,325,668,379,46,1359,41,18,16,16,9,17,32,53.1,15,25,5,20,21,62,39,0,36,22,62.1,DF
1235,Ismaily,2023-2024,33,br BRA,Lille,fr Ligue 1,30,2465,27.4,28,2,2,1,1,2,1262,1505,83.9,10,90,23,7,114,18690,6452,714,810,88.1,470,540,87,43,83,51.8,1173,7171,3775,74,58,14,32,18,1098,110,1811,93,500,960,373,38,1811,72,47,34,25,13,31,60,51.7,29,33,6,27,32,104,77,0,42,16,72.4,DF
1236,Ismaily,2024-2025,34,br BRA,Lille,fr Ligue 1,16,904,10,10,6,5,0,1,1,552,632,87.3,5,45,9,4,54,8555,2786,288,312,92.3,232,256,90.6,24,42,57.1,384,1949,1112,15,13,2,13,10,480,51,778,34,184,418,185,22,778,33,17,17,12,4,17,26,65.4,9,15,1,14,13,46,49,0,12,15,44.4,DF
1237,Ardian Ismajli,2022-2023,25,al ALB,Empoli,it Serie A,25,2094,23.3,22,3,2,0,0,0,871,1029,84.6,5,26,3,0,42,17177,5741,273,295,92.5,504,562,89.7,87,141,61.7,694,3506,1752,10,2,0,3,2,762,0,1301,242,785,494,25,18,1301,40,32,25,15,0,18,24,75,6,47,31,16,27,67,120,0,57,41,58.2,DF
1238,Ardian Ismajli,2023-2024,26,al ALB,Empoli,it Serie A,26,2045,22.7,23,3,3,0,0,0,864,1042,82.9,4,46,5,1,49,17451,6136,246,274,89.8,511,568,90,100,167,59.9,643,2991,1434,9,2,1,10,1,706,3,1282,192,726,505,54,18,1282,26,16,18,6,2,18,23,78.3,5,28,17,11,23,49,126,1,52,39,57.1,DF
1239,Ardian Ismajli,2024-2025,27,al ALB,Empoli,it Serie A,29,2508,27.9,29,0,0,0,0,0,872,1005,86.8,2,12,0,0,38,17912,6132,188,211,89.1,585,631,92.7,95,148,64.2,592,2728,1078,3,2,0,8,3,668,1,1410,245,881,531,8,7,1410,30,23,21,9,0,16,20,80,4,35,24,11,56,86,249,3,77,54,58.8,DF
1240,Ko Itakura,2022-2023,25,jp JPN,Gladbach,de Bundesliga,24,1981,22,22,2,0,0,2,2,1424,1568,90.8,4,68,5,0,59,25757,8783,504,530,95.1,838,886,94.6,75,127,59.1,1175,5586,3066,19,19,0,10,2,1335,4,1787,198,895,845,54,16,1787,29,17,18,7,4,16,30,53.3,14,41,25,16,27,56,95,0,42,29,59.2,DF
1241,Ko Itakura,2023-2024,26,jp JPN,Gladbach,de Bundesliga,20,1596,17.7,18,2,0,3,0,3,798,910,87.7,5,41,3,1,36,14351,4876,305,336,90.8,422,454,93,60,98,61.2,628,3177,1766,14,11,1,7,5,715,7,1110,142,522,523,74,29,1110,34,21,17,15,2,16,26,61.5,10,32,18,14,22,56,62,0,38,30,55.9,"DF,MF"
1242,Ko Itakura,2024-2025,27,jp JPN,Gladbach,de Bundesliga,31,2790,31,31,0,0,3,0,3,1617,1817,89,7,60,8,4,69,29287,9848,613,644,95.2,889,951,93.5,105,192,54.7,1326,6644,3528,23,17,0,9,8,1513,5,2170,326,1187,916,80,32,2170,40,29,23,16,1,21,34,61.8,13,41,22,19,28,68,171,0,65,35,65,DF
1243,Hiroki Ito,2022-2023,23,jp JPN,Stuttgart,de Bundesliga,30,2561,28.5,29,1,1,1,1,2,1708,2100,81.3,20,142,11,2,158,35665,12945,564,631,89.4,885,983,90,246,432,56.9,1417,7044,4013,29,27,2,21,6,1552,29,2367,224,1077,1156,160,11,2367,40,29,24,14,2,18,35,51.4,17,38,17,21,40,80,94,0,38,30,55.9,DF
1244,Hiroki Ito,2023-2024,24,jp JPN,Stuttgart,de Bundesliga,26,2228,24.8,25,1,0,0,2,2,1833,2066,88.7,19,119,21,7,121,30156,11234,915,962,95.1,774,842,91.9,118,211,55.9,1259,5476,2647,29,26,2,13,5,1674,32,2274,175,873,1204,204,18,2274,19,18,13,6,0,11,26,42.3,15,29,17,12,29,48,86,2,30,38,44.1,DF
1245,Hiroki Ito,2024-2025,25,jp JPN,Bayern Munich,de Bundesliga,6,250,2.8,3,3,0,1,0,1,183,211,86.7,3,14,3,1,18,2740,750,96,103,93.2,74,80,92.5,7,18,38.9,126,556,240,3,6,1,3,1,175,6,245,11,65,129,52,5,245,2,0,1,1,0,1,1,100,0,3,2,1,6,8,15,1,5,1,83.3,DF
1246,Diego Iturralde,2022-2023,19,es ESP,Sevilla,es La Liga,1,45,0.5,1,0,2,0,0,0,8,13,61.5,0,0,0,0,0,113,45,5,5,100,3,5,60,0,2,0,8,24,9,0,0,0,0,0,8,1,16,2,9,7,1,0,16,1,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,1,1,50,DF
1247,Marko Ivezić,2024-2025,22,rs SRB,Holstein Kiel,de Bundesliga,23,1657,18.4,18,5,10,0,0,0,803,934,86,4,33,2,0,40,15522,5455,229,254,90.2,501,553,90.6,70,114,61.4,596,2644,1282,3,7,0,17,7,746,9,1176,175,683,468,34,14,1176,29,19,20,6,3,15,42,35.7,27,25,13,12,27,56,103,2,34,30,53.1,DF
1248,Armando Izzo,2022-2023,30,it ITA,Monza,it Serie A,30,2466,27.4,29,1,0,1,0,1,1389,1597,87,15,85,7,2,96,25346,7926,543,583,93.1,687,755,91,131,213,61.5,1041,4854,2484,22,10,1,11,8,1280,29,1890,191,962,812,130,28,1890,73,50,44,27,2,29,45,64.4,16,29,17,12,50,123,87,1,40,37,51.9,DF
1249,Armando Izzo,2023-2024,31,it ITA,Monza,it Serie A,23,1650,18.3,20,3,4,0,0,0,1122,1235,90.9,7,55,4,0,59,21780,6523,342,361,94.7,665,705,94.3,109,151,72.2,870,4500,2292,15,7,0,10,2,1035,7,1389,161,684,641,73,17,1389,27,17,17,9,1,16,27,59.3,11,20,16,4,27,54,49,1,19,20,48.7,DF
1250,Armando Izzo,2024-2025,32,it ITA,Monza,it Serie A,30,2435,27.1,28,2,1,1,1,2,1305,1485,87.9,11,55,6,1,72,24799,7620,437,472,92.6,720,777,92.7,133,199,66.8,1009,4605,2241,12,14,0,21,6,1085,12,1768,264,1037,652,93,14,1768,40,15,30,9,1,18,36,50,18,38,28,10,45,85,101,0,52,64,44.8,DF
1251,Fellipe Jack,2024-2025,18,br BRA,Como,it Serie A,7,171,1.9,1,6,23,0,0,0,77,98,78.6,1,6,1,0,8,1441,479,37,40,92.5,27,32,84.4,12,17,70.6,62,281,188,2,1,0,5,0,71,1,127,10,74,48,5,1,127,9,4,8,1,0,3,5,60,2,2,2,0,4,13,5,0,4,3,57.1,DF
1252,Jérémy Jacquet,2023-2024,18,fr FRA,Clermont Foot,fr Ligue 1,6,253,2.8,2,4,7,0,1,1,94,123,76.4,2,8,2,1,15,1555,644,40,53,75.5,45,52,86.5,4,8,50,75,533,268,5,3,1,2,2,72,4,157,15,49,77,32,2,157,4,3,4,0,0,3,3,100,0,7,3,4,6,10,10,0,6,4,60,DF
1253,Jérémy Jacquet,2024-2025,19,fr FRA,Rennes,fr Ligue 1,11,927,10.3,11,0,1,0,1,1,424,508,83.5,4,49,1,0,40,8419,3020,120,145,82.8,253,286,88.5,47,59,79.7,353,1729,861,8,9,1,6,3,408,4,627,55,226,350,61,10,627,26,17,11,8,7,14,22,63.6,8,9,3,6,27,53,45,1,19,10,65.5,DF
1254,Paul Jaeckel,2022-2023,24,de GER,Union Berlin,de Bundesliga,16,1196,13.3,13,3,11,1,0,1,507,622,81.5,1,55,4,1,41,10133,3950,167,181,92.3,270,297,90.9,64,125,51.2,426,1858,966,6,4,0,6,2,471,8,748,60,369,347,40,4,748,24,18,11,11,2,17,35,48.6,18,11,5,6,19,43,44,1,19,22,46.3,DF
1255,Paul Jaeckel,2023-2024,25,de GER,Union Berlin,de Bundesliga,6,234,2.6,2,4,19,0,0,0,121,136,89,2,7,1,0,14,2388,943,45,46,97.8,54,60,90,20,25,80,95,379,194,1,1,0,1,1,109,1,161,9,81,77,4,0,161,7,2,4,3,0,5,9,55.6,4,3,2,1,4,11,7,0,5,2,71.4,DF
1256,Kristijan Jakić,2022-2023,25,hr CRO,Eint Frankfurt,de Bundesliga,24,1460,16.2,17,7,4,1,0,1,741,954,77.7,7,39,8,2,59,13042,5310,317,370,85.7,354,417,84.9,58,122,47.5,578,2250,1054,16,13,2,13,6,651,19,1129,89,469,550,121,14,1129,33,21,19,12,2,22,41,53.7,19,32,10,22,14,47,49,1,29,30,49.2,"DF,MF"
1257,Ismail Jakobs,2022-2023,22,sn SEN,Monaco,fr Ligue 1,32,1119,12.4,9,23,3,0,2,2,423,656,64.5,12,36,18,10,46,6246,2158,231,300,77,138,214,64.5,26,78,33.3,483,2986,1332,39,31,8,17,7,493,109,749,24,145,311,299,41,749,11,5,7,3,1,5,12,41.7,7,9,1,8,9,20,18,0,50,26,65.8,"DF,FW"
1258,Ismail Jakobs,2023-2024,23,sn SEN,Monaco,fr Ligue 1,22,1466,16.3,16,6,2,1,2,3,626,874,71.6,17,44,20,10,56,9832,3149,317,380,83.4,256,347,73.8,35,100,35,663,3473,1345,44,32,13,29,6,627,133,1078,54,230,446,410,46,1078,57,41,27,21,9,29,47,61.7,18,19,2,17,11,68,40,0,38,30,55.9,DF
1259,Ismail Jakobs,2024-2025,24,sn SEN,Monaco,fr Ligue 1,2,180,2,2,0,0,0,0,0,85,105,81,4,7,5,3,6,1245,497,49,55,89.1,22,30,73.3,8,11,72.7,67,503,228,9,7,1,0,0,77,17,121,6,25,50,46,1,121,5,5,3,0,2,3,5,60,2,0,0,0,2,7,6,0,1,6,14.3,DF
1260,Reece James,2022-2023,22,eng ENG,Chelsea,eng Premier League,16,1244,13.8,14,2,0,1,1,2,891,1051,84.8,21,60,24,6,90,14345,4119,468,499,93.8,337,395,85.3,67,109,61.5,710,3722,2018,52,26,9,13,14,813,115,1187,39,256,543,395,25,1187,31,20,10,18,3,15,19,78.9,4,17,2,15,12,43,23,0,23,16,59,"DF,MF"
1261,Reece James,2023-2024,23,eng ENG,Chelsea,eng Premier League,10,419,4.7,5,5,0,0,2,2,275,341,80.6,11,21,6,3,21,4433,1383,144,163,88.3,104,130,80,19,34,55.9,217,1061,548,19,8,3,6,6,245,35,391,26,118,153,124,20,391,14,9,10,3,1,8,10,80,2,4,4,0,3,17,7,1,8,5,61.5,DF
1262,Reece James,2024-2025,24,eng ENG,Chelsea,eng Premier League,19,1063,11.8,12,7,4,1,1,2,717,854,84,11,80,5,1,64,12618,4375,333,357,93.3,317,355,89.3,57,116,49.1,486,1877,822,7,4,1,7,9,607,12,952,43,267,516,176,7,952,10,9,6,3,1,3,9,33.3,6,14,6,8,13,23,23,4,23,9,71.9,"DF,MF"
1263,Vitaly Janelt,2022-2023,24,de GER,Brentford,eng Premier League,35,2208,24.5,24,11,0,3,1,4,812,1020,79.6,16,75,19,8,82,14151,3894,411,466,88.2,298,360,82.8,90,139,64.7,663,2798,1246,14,18,2,18,11,737,28,1244,66,335,675,242,36,1244,54,27,20,24,10,21,49,42.9,28,29,9,20,29,83,26,0,32,23,58.2,"MF,DF"
1264,Vitaly Janelt,2023-2024,25,de GER,Brentford,eng Premier League,38,3054,33.9,37,1,0,1,3,4,1088,1398,77.8,37,107,32,15,123,17534,5211,579,666,86.9,394,496,79.4,84,156,53.8,893,3559,1558,25,25,3,27,10,1053,81,1703,115,513,772,437,72,1703,63,38,29,25,9,32,64,50,32,35,9,26,36,99,64,3,34,26,56.7,"MF,DF"
1265,Saidy Janko,2022-2023,26,gm GAM,Bochum,de Bundesliga,20,1134,12.6,12,8,6,0,0,0,312,451,69.2,2,26,3,0,29,5445,1514,146,184,79.3,127,179,70.9,34,65,52.3,229,1615,787,23,22,1,18,10,265,27,600,58,204,305,100,1,600,23,15,13,8,2,12,20,60,8,24,10,14,11,34,33,1,10,22,31.3,DF
1266,Pontus Jansson,2022-2023,31,se SWE,Brentford,eng Premier League,12,724,8,9,3,3,1,0,1,257,321,80.1,0,11,0,0,14,5004,1738,81,98,82.7,147,167,88,28,45,62.2,192,734,310,1,1,0,2,1,217,0,393,73,243,137,13,8,393,5,3,4,1,0,3,5,60,2,13,9,4,9,14,38,0,24,12,66.7,DF
1267,Tony Jantschke,2022-2023,32,de GER,Gladbach,de Bundesliga,8,99,1.1,1,7,17,0,0,0,79,86,91.9,0,1,0,0,2,1453,438,26,27,96.3,45,48,93.8,7,10,70,59,217,70,0,0,0,0,0,74,1,99,11,57,39,3,0,99,2,1,1,1,0,1,1,100,0,5,3,2,0,2,5,0,4,1,80,"DF,MF"
1268,Tony Jantschke,2023-2024,33,de GER,Gladbach,de Bundesliga,4,27,0.3,0,4,8,0,0,0,12,12,100,0,1,0,0,2,208,130,5,5,100,7,7,100,0,0,,8,17,4,0,0,0,0,0,9,0,22,5,15,7,0,0,22,1,1,1,0,0,1,1,100,0,2,2,0,1,2,4,0,2,2,50,"DF,MF"
1269,Luca Jaquez,2024-2025,21,ch SUI,Stuttgart,de Bundesliga,5,253,2.8,2,3,8,0,0,0,194,212,91.5,0,18,1,0,18,3215,1007,94,97,96.9,83,87,95.4,12,22,54.5,166,1091,621,5,2,0,1,0,182,0,227,10,82,133,13,1,227,3,0,3,0,0,1,3,33.3,2,2,0,2,3,6,4,0,4,2,66.7,DF
1270,Ali Jasim,2024-2025,20,iq IRQ,Como,it Serie A,2,10,0.1,0,2,9,0,0,0,7,9,77.8,0,2,0,0,1,71,35,6,6,100,1,3,33.3,0,0,,7,54,36,1,0,0,0,0,8,1,11,0,6,4,1,0,11,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0,1,0,100,"FW,DF"
